Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-11-25 05:27:20,7533,62,6110,1361.0,1661.534796725014,0.8230452674897121
Altai Krai,2020-11-25 05:27:20,24774,492,22015,2267.0,1054.1768790849674,1.985953015257932
Altai Republic,2020-11-25 05:27:20,10587,22,8295,2270.0,4855.018962409947,0.20780202134693493
Amur Oblast,2020-11-25 05:27:20,10445,98,7619,2728.0,1308.202158251756,0.9382479655337482
Arkhangelsk Oblast,2020-11-25 05:27:20,29032,320,17843,10869.0,2513.532139480601,1.1022320198401765
Astrakhan Oblast,2020-11-25 05:27:20,12802,237,9014,3551.0,1258.1645068274245,1.851273238556476
Bashkortostan Republic,2020-11-25 05:27:20,13446,76,11490,1880.0,330.91386715159354,0.5652238583965492
Belgorod Oblast,2020-11-25 05:27:20,15199,84,13411,1704.0,980.6590978891214,0.5526679386801763
Bryansk Oblast,2020-11-25 05:27:20,16446,113,13383,2950.0,1358.0713833896789,0.6870971664842515
Buryatia Republic,2020-11-25 05:27:20,17293,374,15227,1692.0,1756.5065296375562,2.1627248019429826
Chechen Republic,2020-11-25 05:27:20,3763,59,2402,1302.0,261.8684589427417,1.5678979537602975
Chelyabinsk Oblast,2020-11-25 05:27:20,23719,236,21907,1576.0,679.0368035141922,0.9949829250811586
Chukotka Autonomous Okrug,2020-11-25 05:27:20,355,3,286,66.0,719.3807246494285,0.8450704225352113
Chuvashia Republic,2020-11-25 05:27:20,11821,240,10533,1048.0,960.1849377435287,2.03028508586414
Dagestan Republic,2020-11-25 05:27:20,18338,901,16517,920.0,598.5211585943989,4.913294797687861
Ingushetia Republic,2020-11-25 05:27:20,9000,107,7708,1185.0,1844.099802681321,1.1888888888888889
Irkutsk Oblast,2020-11-25 05:27:20,30443,721,26960,2762.0,1266.2450425194295,2.3683605426534835
Ivanovo Oblast,2020-11-25 05:27:20,14877,224,10579,4074.0,1466.2256589983108,1.5056799085837198
Jewish Autonomous Okrug,2020-11-25 05:27:20,2787,48,1702,1037.0,1720.2217092350045,1.7222820236813778
Kabardino-Balkarian Republic,2020-11-25 05:27:20,12165,198,9282,2685.0,1405.013466877948,1.6276202219482119
Kaliningrad Oblast,2020-11-25 05:27:20,10335,106,6921,3308.0,1039.1122452365223,1.0256410256410255
Kalmykia Republic,2020-11-25 05:27:20,11113,131,8711,2271.0,4035.031026131664,1.1787996040673083
Kaluga Oblast,2020-11-25 05:27:20,15142,105,12321,2716.0,1496.1622677006014,0.6934354774798573
Kamchatka Krai,2020-11-25 05:27:20,7200,73,4863,2264.0,2281.6796965366,1.0138888888888888
Karachay-Cherkess Republic,2020-11-25 05:27:20,11694,34,7860,3800.0,2507.800688390645,0.2907473918248675
Karelia Republic,2020-11-25 05:27:20,12785,89,6828,5868.0,2053.8680512270194,0.6961282753226438
Kemerovo Oblast,2020-11-25 05:27:20,19730,353,16206,3171.0,732.1298894161032,1.7891535732387227
Khabarovsk Krai,2020-11-25 05:27:20,22587,154,15034,7399.0,1700.441616439635,0.6818081197148802
Khakassia Republic,2020-11-25 05:27:20,10975,103,7230,3642.0,2041.8110817784875,0.938496583143508
Khanty-Mansi Autonomous Okrug,2020-11-25 05:27:20,33063,374,27968,4721.0,2157.817004221916,1.1311738196775851
Kirov Oblast,2020-11-25 05:27:20,16628,190,9258,7180.0,1295.7845699706525,1.1426509502044744
Komi Republic,2020-11-25 05:27:20,19623,316,14616,4691.0,2333.646103513848,1.6103551954339297
Kostroma Oblast,2020-11-25 05:27:20,10571,174,7067,3330.0,1643.184460707202,1.6460126761895753
Krasnodar Krai,2020-11-25 05:27:20,21062,559,14224,6279.0,375.877589043834,2.6540689393220016
Krasnoyarsk Krai,2020-11-25 05:27:20,34227,979,26666,6582.0,1189.8847799945559,2.860314956028866
Kurgan Oblast,2020-11-25 05:27:20,8067,119,7490,458.0,954.0682430218902,1.4751456551382174
Kursk Oblast,2020-11-25 05:27:20,14340,178,11283,2879.0,1285.8253447473496,1.2412831241283124
Leningrad Oblast,2020-11-25 05:27:20,15702,131,10068,5503.0,865.6886916864778,0.8342886256527831
Lipetsk Oblast,2020-11-25 05:27:20,10497,96,8330,2071.0,912.6230980498192,0.9145470134324092
Magadan Oblast,2020-11-25 05:27:20,5422,53,4631,738.0,3762.899834132597,0.9774990778310586
Mari El Republic,2020-11-25 05:27:20,7269,85,6231,953.0,1065.3156156891137,1.1693492915119
Mordovia Republic,2020-11-25 05:27:20,10215,60,8385,1770.0,1268.85583114715,0.5873715124816447
Moscow,2020-11-25 05:27:20,566417,8455,416242,141720.0,4528.992518111429,1.4927164968565565
Moscow Oblast,2020-11-25 05:27:20,104743,1943,76105,26695.0,1395.943297591687,1.8550165643527488
Murmansk Oblast,2020-11-25 05:27:20,25745,445,21742,3558.0,3416.463519017141,1.7284909691202175
Nenets Autonomous Okrug,2020-11-25 05:27:20,634,0,468,166.0,1441.0073414096414,0.0
Nizhny Novgorod Oblast,2020-11-25 05:27:20,51723,1085,45175,5463.0,1598.9788397997745,2.0977128163486265
North Ossetia - Alania Republic,2020-11-25 05:27:20,8901,76,6801,2024.0,1268.3733158535977,0.8538366475676891
Novgorod Oblast,2020-11-25 05:27:20,10611,89,7021,3501.0,1749.6158133215495,0.8387522382433323
Novosibirsk Oblast,2020-11-25 05:27:20,21606,704,17447,3455.0,774.7282122481354,3.2583541608812365
Omsk Oblast,2020-11-25 05:27:20,21117,538,17136,3443.0,1077.3534359039245,2.547710375526827
Orel Oblast,2020-11-25 05:27:20,15199,184,12112,2903.0,2033.9994673782564,1.2106059609184814
Orenburg Oblast,2020-11-25 05:27:20,22070,188,18993,2889.0,1115.9314766498796,0.8518350702310831
Penza Oblast,2020-11-25 05:27:20,19239,228,15163,3848.0,1444.7435709699585,1.185092780290036
Perm Krai,2020-11-25 05:27:20,18890,551,12899,5440.0,720.1342522383632,2.9168872419269456
Primorsky Krai,2020-11-25 05:27:20,20534,218,14856,5460.0,1073.37181664547,1.0616538424077142
Pskov Oblast,2020-11-25 05:27:20,11205,72,6180,4953.0,1760.2812679680649,0.642570281124498
Rostov Oblast,2020-11-25 05:27:20,38078,1221,30672,6185.0,902.2256383913382,3.206575975628972
Ryazan Oblast,2020-11-25 05:27:20,13348,82,10389,2877.0,1190.2193006703678,0.6143242433323345
Saint Petersburg,2020-11-25 05:27:20,104043,5053,60116,38874.0,1944.0258523319133,4.85664580990552
Sakha (Yakutiya) Republic,2020-11-25 05:27:20,18752,261,12074,6417.0,1944.5625460164047,1.3918515358361774
Sakhalin Oblast,2020-11-25 05:27:20,10537,6,7574,2957.0,2149.614122130397,0.056942203663281774
Samara Oblast,2020-11-25 05:27:20,20875,389,18795,1691.0,653.6686546544026,1.8634730538922155
Saratov Oblast,2020-11-25 05:27:20,25672,208,21138,4326.0,1042.3272904443859,0.8102212527267061
Smolensk Oblast,2020-11-25 05:27:20,11553,273,8218,3062.0,1216.9404686163555,2.3630225915346665
Stavropol Krai,2020-11-25 05:27:20,26357,515,23696,2146.0,941.0948935863297,1.9539401297568009
Sverdlovsk Oblast,2020-11-25 05:27:20,43996,970,36179,6847.0,1017.1883467706883,2.2047458859896354
Tambov Oblast,2020-11-25 05:27:20,12468,75,10930,1463.0,1206.3253711472667,0.6015399422521656
Tatarstan Republic,2020-11-25 05:27:20,9848,132,8598,1118.0,252.8834568819326,1.340373679935012
Tomsk Oblast,2020-11-25 05:27:20,17255,154,11934,5167.0,1600.2337055310309,0.8924949290060852
Tula Oblast,2020-11-25 05:27:20,15624,469,13629,1526.0,1047.2867671456006,3.0017921146953404
Tver Oblast,2020-11-25 05:27:20,13914,369,8518,5027.0,1083.7520533573024,2.652005174644243
Tyumen Oblast,2020-11-25 05:27:20,17268,126,12129,5013.0,467.66330841728967,0.7296733842946491
Tyva Republic,2020-11-25 05:27:20,11812,132,10900,780.0,3671.492779480421,1.117507619370132
Udmurt Republic,2020-11-25 05:27:20,12355,273,10426,1656.0,816.5658103796055,2.2096317280453257
Ulyanovsk Oblast,2020-11-25 05:27:20,26108,315,21325,4468.0,2094.3063552748317,1.2065267351003524
Vladimir Oblast,2020-11-25 05:27:20,12440,290,9936,2214.0,902.5368977253024,2.3311897106109325
Volgograd Oblast,2020-11-25 05:27:20,25717,284,24256,1177.0,1019.9993971306592,1.1043278765019249
Vologda Oblast,2020-11-25 05:27:20,10519,100,9193,1226.0,893.9490383610283,0.950660709192889
Voronezh Oblast,2020-11-25 05:27:20,32473,528,30746,1199.0,1391.4407944577179,1.6259661872940596
Yamalo-Nenets Autonomous Okrug,2020-11-25 05:27:20,25162,240,17002,7920.0,4672.201312048902,0.9538192512518876
Yaroslavl Oblast,2020-11-25 05:27:20,15319,78,14451,790.0,1210.3337009869765,0.5091716169462759
Zabaykalsky Krai,2020-11-25 05:27:20,17637,279,15827,1531.0,1644.0064652882254,1.5819016839598572
