Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-11-19 05:25:23,7053,59,5750,1244.0,1555.66240824393,0.8365234651921168
Altai Krai,2020-11-19 05:25:23,23386,462,20569,2355.0,995.115059912854,1.975540921919097
Altai Republic,2020-11-19 05:25:23,9832,20,7622,2190.0,4508.788744537129,0.20341741253051265
Amur Oblast,2020-11-19 05:25:23,9510,88,6913,2509.0,1191.0964600262516,0.92534174553102
Arkhangelsk Oblast,2020-11-19 05:25:23,26978,315,15970,10693.0,2335.700952704177,1.1676180591593148
Astrakhan Oblast,2020-11-19 05:25:23,11938,218,8524,3196.0,1173.251670247289,1.8261015245434744
Bashkortostan Republic,2020-11-19 05:25:23,12684,69,11219,1396.0,312.1606047114988,0.5439924314096499
Belgorod Oblast,2020-11-19 05:25:23,14209,71,12337,1801.0,916.7830200609598,0.4996832993173341
Bryansk Oblast,2020-11-19 05:25:23,15651,99,11556,3996.0,1292.422182988682,0.6325474410580794
Buryatia Republic,2020-11-19 05:25:23,15650,306,13485,1859.0,1589.62164973271,1.955271565495208
Chechen Republic,2020-11-19 05:25:23,3316,54,2251,1011.0,230.7615758315524,1.6284680337756332
Chelyabinsk Oblast,2020-11-19 05:25:23,22409,184,20846,1379.0,641.533611448608,0.8210986657146682
Chukotka Autonomous Okrug,2020-11-19 05:25:23,305,3,249,53.0,618.0594958255654,0.9836065573770492
Chuvashia Republic,2020-11-19 05:25:23,11195,211,9944,1040.0,909.3368055188904,1.884769986601161
Dagestan Republic,2020-11-19 05:25:23,17717,857,15884,976.0,578.2527738475824,4.837162047750748
Ingushetia Republic,2020-11-19 05:25:23,8547,104,7140,1303.0,1751.280112613028,1.2168012168012168
Irkutsk Oblast,2020-11-19 05:25:23,28851,631,24909,3311.0,1200.0274520161636,2.1870992339953554
Ivanovo Oblast,2020-11-19 05:25:23,13951,210,9746,3995.0,1374.9623021231048,1.5052684395383844
Jewish Autonomous Okrug,2020-11-19 05:25:23,2615,47,1452,1116.0,1614.0580443665365,1.797323135755258
Kabardino-Balkarian Republic,2020-11-19 05:25:23,11629,183,8541,2905.0,1343.107407013864,1.5736520767047897
Kaliningrad Oblast,2020-11-19 05:25:23,9254,105,5959,3190.0,930.4252266491319,1.13464447806354
Kalmykia Republic,2020-11-19 05:25:23,10679,122,8151,2406.0,3877.449503109875,1.1424290663919845
