Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-03-01 05:23:01,13782,149,12197,1436.0,3039.860954263128,1.0811203018429836
Altai Krai,2021-03-01 05:23:01,43533,1502,38885,3146.0,1852.405024509804,3.4502561275354333
Altai Republic,2021-03-01 05:23:01,16206,159,15885,162.0,7431.797232909756,0.9811181044057756
Amur Oblast,2021-03-01 05:23:01,21014,178,19421,1415.0,2631.934911776199,0.8470543447225659
Arkhangelsk Oblast,2021-03-01 05:23:01,56661,645,50832,5184.0,4905.595362190354,1.13834912903055
Astrakhan Oblast,2021-03-01 05:23:01,28290,566,20513,7211.0,2780.3057255231874,2.0007069635913752
Bashkortostan Republic,2021-03-01 05:23:01,28581,273,22867,5441.0,703.3950049873341,0.9551800146950772
Belgorod Oblast,2021-03-01 05:23:01,31448,485,28788,2175.0,2029.065551050536,1.542228440600356
Bryansk Oblast,2021-03-01 05:23:01,32896,255,32044,597.0,2716.4730772216267,0.775170233463035
Buryatia Republic,2021-03-01 05:23:01,33633,713,31434,1486.0,3416.2137345342003,2.11994172390212
Chechen Republic,2021-03-01 05:23:01,11297,111,10756,430.0,786.1620995684704,0.9825617420554128
Chelyabinsk Oblast,2021-03-01 05:23:01,50834,1002,44687,5145.0,1455.2956224900058,1.9711216902073416
Chukotka Autonomous Okrug,2021-03-01 05:23:01,691,5,648,38.0,1400.2593823457892,0.723589001447178
Chuvashia Republic,2021-03-01 05:23:01,21398,1034,19593,771.0,1738.096379141869,4.832227310963641
Dagestan Republic,2021-03-01 05:23:01,29783,1344,27505,934.0,972.0665103292064,4.512641439747507
Ingushetia Republic,2021-03-01 05:23:01,14739,173,12984,1582.0,3020.020776857777,1.1737566999117983
Irkutsk Oblast,2021-03-01 05:23:01,55663,1783,52454,1426.0,2315.24481167293,3.2032050015270466
Ivanovo Oblast,2021-03-01 05:23:01,30554,925,28338,1291.0,3011.2965507181816,3.0274268508214965
Jewish Autonomous Okrug,2021-03-01 05:23:01,4322,119,4112,91.0,2667.670695125113,2.753354928273948
Kabardino-Balkarian Republic,2021-03-01 05:23:01,20989,368,19650,971.0,2424.153527028463,1.7532993472771452
Kaliningrad Oblast,2021-03-01 05:23:01,28213,257,25533,2423.0,2836.620587794679,0.9109275865735654
Kalmykia Republic,2021-03-01 05:23:01,19001,296,17982,723.0,6899.093361606026,1.5578127466975422
Kaluga Oblast,2021-03-01 05:23:01,29815,258,27480,2077.0,2945.9832262246364,0.8653362401475767
Kamchatka Krai,2021-03-01 05:23:01,13516,118,12151,1247.0,4283.219830331763,0.8730393607576206
Karachay-Cherkess Republic,2021-03-01 05:23:01,19051,63,17286,1702.0,4085.523423510364,0.3306913022938429
Karelia Republic,2021-03-01 05:23:01,40833,306,36741,3786.0,6559.686674677582,0.7493938726030417
Kemerovo Oblast,2021-03-01 05:23:01,31651,557,30794,300.0,1174.48774099894,1.7598180152285867
Khabarovsk Krai,2021-03-01 05:23:01,48928,285,45996,2647.0,3683.499686065368,0.5824885546108568
Khakassia Republic,2021-03-01 05:23:01,21291,450,20114,727.0,3961.0204776442615,2.1135691137100183
Khanty-Mansi Autonomous Okrug,2021-03-01 05:23:01,51462,746,49340,1376.0,3358.6056519755684,1.4496133069060666
Kirov Oblast,2021-03-01 05:23:01,36493,294,31356,4843.0,2843.821644932585,0.8056339571972707
Komi Republic,2021-03-01 05:23:01,39437,753,38283,401.0,4690.006695422496,1.9093744453178487
Kostroma Oblast,2021-03-01 05:23:01,18396,354,15517,2525.0,2859.523350597833,1.924331376386171
Krasnodar Krai,2021-03-01 05:23:01,38432,1929,32993,3510.0,685.8668456050058,5.019254787676936
Krasnoyarsk Krai,2021-03-01 05:23:01,62568,2794,57851,1923.0,2175.145671975323,4.465541490857946
Kurgan Oblast,2021-03-01 05:23:01,17640,305,15687,1648.0,2086.2481476268927,1.7290249433106577
Kursk Oblast,2021-03-01 05:23:01,30718,457,27433,2828.0,2754.3921157565615,1.4877270655641643
Leningrad Oblast,2021-03-01 05:23:01,35998,641,32461,2896.0,1984.6555549184704,1.7806544808044888
Lipetsk Oblast,2021-03-01 05:23:01,24665,433,21217,3015.0,2144.4078035056477,1.7555240218933712
Magadan Oblast,2021-03-01 05:23:01,8138,95,7851,192.0,5647.8197805553455,1.1673629884492505
Mari El Republic,2021-03-01 05:23:01,11787,171,10505,1111.0,1727.4556558161485,1.4507508271824892
Mordovia Republic,2021-03-01 05:23:01,17835,161,15815,1859.0,2215.373837347961,0.9027193720213064
Moscow,2021-03-01 05:23:01,978476,15055,897698,65723.0,7823.759673794392,1.5386171965382902
Moscow Oblast,2021-03-01 05:23:01,213961,4657,174703,34601.0,2851.526344443208,2.176564887993606
