Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-03-20 05:25:46,13987,158,12776.0,1053.0,3085.0772868435906,1.1296203617644955
Altai Krai,2021-03-20 05:25:46,45855,1694,40981.0,3180.0,1951.2101715686279,3.6942536255588263
Altai Republic,2021-03-20 05:25:46,16513,187,16205.0,121.0,7572.582235409033,1.1324411070066007
Amur Oblast,2021-03-20 05:25:46,21613,213,20282.0,1118.0,2706.957706682164,0.985517975292648
Arkhangelsk Oblast,2021-03-20 05:25:46,58697,777,53979.0,3941.0,5081.868145187822,1.3237473806157043
Astrakhan Oblast,2021-03-20 05:25:46,29865,626,26033.0,3206.0,2935.094750539058,2.0960991126736985
Bashkortostan Republic,2021-03-20 05:25:46,31034,328,25497.0,5209.0,763.764759272836,1.056905329638461
Belgorod Oblast,2021-03-20 05:25:46,33230,528,30939.0,1763.0,2144.042491141227,1.5889256695756846
Bryansk Oblast,2021-03-20 05:25:46,34549,279,33782.0,488.0,2852.9738674893597,0.8075486989493184
Buryatia Republic,2021-03-20 05:25:46,35291,752,33449.0,1090.0,3584.6222134643485,2.130854892182142
Chechen Republic,2021-03-20 05:25:46,11520,115,11150.0,255.0,801.6807459527997,0.9982638888888888
Chelyabinsk Oblast,2021-03-20 05:25:46,53761,1141,48046.0,4574.0,1539.0909226243302,2.122356354978516
Chukotka Autonomous Okrug,2021-03-20 05:25:46,717,5,674.0,38.0,1452.946421334198,0.6973500697350071
Chuvashia Republic,2021-03-20 05:25:46,22257,1141,20323.0,793.0,1807.8704136162528,5.126477063395786
Dagestan Republic,2021-03-20 05:25:46,30524,1375,28263.0,886.0,996.251491162364,4.5046520770541205
Ingushetia Republic,2021-03-20 05:25:46,14994,180,13267.0,1547.0,3072.270271267081,1.2004801920768309
Irkutsk Oblast,2021-03-20 05:25:46,59478,1922,56768.0,788.0,2473.9257838902413,3.231446921550825
Ivanovo Oblast,2021-03-20 05:25:46,31772,1001,30094.0,677.0,3131.3384175367573,3.1505728314238954
Jewish Autonomous Okrug,2021-03-20 05:25:46,4396,124,4188.0,84.0,2713.345760242942,2.820746132848044
Kabardino-Balkarian Republic,2021-03-20 05:25:46,22186,395,20903.0,888.0,2562.402694299561,1.780402055350221
Kaliningrad Oblast,2021-03-20 05:25:46,29621,303,27165.0,2153.0,2978.185178147173,1.0229229263022857
Kalmykia Republic,2021-03-20 05:25:46,19647,308,18815.0,524.0,7133.650190804356,1.567669364279534
Kaluga Oblast,2021-03-20 05:25:46,31547,281,29291.0,1975.0,3117.1200012647523,0.8907344596950582
Kamchatka Krai,2021-03-20 05:25:46,13934,181,12840.0,913.0,4415.684012714027,1.298980910004306
Karachay-Cherkess Republic,2021-03-20 05:25:46,19471,68,18064.0,1339.0,4175.593227608541,0.3492373273072775
Karelia Republic,2021-03-20 05:25:46,42800,355,39429.0,3016.0,6875.678732304766,0.8294392523364486
Kemerovo Oblast,2021-03-20 05:25:46,32691,592,31819.0,280.0,1213.0794837760686,1.8108959652503749
Khabarovsk Krai,2021-03-20 05:25:46,49984,325,47502.0,2157.0,3762.9996792897996,0.650208066581306
Khakassia Republic,2021-03-20 05:25:46,21642,488,20896.0,258.0,4026.321223858772,2.2548747805193603
Khanty-Mansi Autonomous Okrug,2021-03-20 05:25:46,53240,776,51652.0,812.0,3474.6446875593488,1.4575507137490609
Kirov Oblast,2021-03-20 05:25:46,38623,315,34617.0,3691.0,3009.8080013216572,0.8155762110659451
Komi Republic,2021-03-20 05:25:46,40815,781,39670.0,364.0,4853.883999129475,1.9135121891461475
Kostroma Oblast,2021-03-20 05:25:46,19133,375,16475.0,2283.0,2974.0845981185216,1.9599644593111376
Krasnodar Krai,2021-03-20 05:25:46,40971,2183,35849.0,2939.0,731.1784588697618,5.3281589416904644
Krasnoyarsk Krai,2021-03-20 05:25:46,65273,3029,60423.0,1821.0,2269.183663323828,4.640509858593906
Kurgan Oblast,2021-03-20 05:25:46,18697,342,16889.0,1466.0,2211.2574612346953,1.829170455153233
Kursk Oblast,2021-03-20 05:25:46,32851,527,29570.0,2754.0,2945.6519107597755,1.6042129615536818
