Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-19 04:34:58,2344,16,1891,437.0,517.0101637492942,0.6825938566552902
Altai Krai,2020-07-19 04:34:58,7184,56,4607,2521.0,305.69172113289767,0.779510022271715
Altai Republic,2020-07-19 04:34:58,1217,1,741,475.0,558.0955962267785,0.08216926869350863
Amur Oblast,2020-07-19 04:34:58,2354,31,1427,896.0,294.83081670891664,1.3169073916737468
Arkhangelsk Oblast,2020-07-19 04:34:58,7712,129,5452,2131.0,667.6894412949297,1.6727178423236515
Astrakhan Oblast,2020-07-19 04:34:58,4144,39,2947,1158.0,407.2671235973166,0.9411196911196912
Bashkortostan Republic,2020-07-19 04:34:58,6249,20,4627,1602.0,153.79151835715516,0.3200512081933109
Belgorod Oblast,2020-07-19 04:34:58,5398,43,4985,370.0,348.2859273903203,0.7965913301222675
Bryansk Oblast,2020-07-19 04:34:58,7008,35,5367,1606.0,578.70389485558,0.4994292237442922
Buryatia Republic,2020-07-19 04:34:58,3608,32,2781,795.0,366.4763522195283,0.8869179600886918
Chechen Republic,2020-07-19 04:34:58,1908,29,1300,579.0,132.77837354843246,1.519916142557652
Chelyabinsk Oblast,2020-07-19 04:34:58,9552,88,5369,4095.0,273.4583897789774,0.9212730318257956
Chukotka Autonomous Okrug,2020-07-19 04:34:58,146,1,143,2.0,295.8579881656805,0.6849315068493149
Chuvashia Republic,2020-07-19 04:34:58,6164,48,3334,2782.0,500.6835256112944,0.7787151200519143
Dagestan Republic,2020-07-19 04:34:58,8735,424,7371,940.0,285.09555678493155,4.854035489410418
Ingushetia Republic,2020-07-19 04:34:58,3419,71,2538,810.0,700.5530250408266,2.0766305937408602
Irkutsk Oblast,2020-07-19 04:34:58,11262,120,6136,5006.0,468.43122126117066,1.0655301012253595
Ivanovo Oblast,2020-07-19 04:34:58,5876,64,4232,1580.0,579.1182343398584,1.0891763104152483
Jewish Autonomous Okrug,2020-07-19 04:34:58,503,7,406,90.0,310.4669966792993,1.3916500994035783
Kabardino-Balkarian Republic,2020-07-19 04:34:58,5771,63,5251,457.0,666.5296109619925,1.0916652226650494
Kaliningrad Oblast,2020-07-19 04:34:58,2691,43,1930,718.0,270.56130158988697,1.597918989223337
Kalmykia Republic,2020-07-19 04:34:58,2346,33,1418,895.0,851.8116428781502,1.4066496163682864
Kaluga Oblast,2020-07-19 04:34:58,6854,54,5254,1546.0,677.2352518042479,0.7878611030055442
Kamchatka Krai,2020-07-19 04:34:58,2945,42,2155,748.0,933.27037587504,1.4261460101867571
Karachay-Cherkess Republic,2020-07-19 04:34:58,4185,20,2671,1494.0,897.4812622639688,0.4778972520908005
Karelia Republic,2020-07-19 04:34:58,1882,3,1107,772.0,302.3370881821862,0.1594048884165781
Kemerovo Oblast,2020-07-19 04:34:58,2695,15,1501,1179.0,100.00456421573229,0.5565862708719852
Khabarovsk Krai,2020-07-19 04:34:58,5986,48,3098,2840.0,450.65052977410255,0.8018710324089542
Khakassia Republic,2020-07-19 04:34:58,2558,25,2016,517.0,475.89546671429343,0.977326035965598
Khanty-Mansi Autonomous Okrug,2020-07-19 04:34:58,13741,100,8654,4987.0,896.7898694919801,0.7277490721199329
Kirov Oblast,2020-07-19 04:34:58,4091,52,3759,280.0,318.8029032806073,1.271082864825226
Komi Republic,2020-07-19 04:34:58,4610,40,2747,1823.0,548.2397460734261,0.8676789587852495
Kostroma Oblast,2020-07-19 04:34:58,1946,24,1312,610.0,302.4914351089032,1.2332990750256938
Krasnodar Krai,2020-07-19 04:34:58,7115,94,6078,943.0,126.97602535594334,1.3211524947294448
Krasnoyarsk Krai,2020-07-19 04:34:58,11276,259,8385,2632.0,392.0045805714382,2.2969137992195816
Kurgan Oblast,2020-07-19 04:34:58,1703,3,817,883.0,201.41046459232413,0.17615971814445094
Kursk Oblast,2020-07-19 04:34:58,5828,49,4132,1647.0,522.5795055221446,0.8407687028140014
Leningrad Oblast,2020-07-19 04:34:58,5315,46,4347,922.0,293.02862032311987,0.8654750705550329
Lipetsk Oblast,2020-07-19 04:34:58,4374,20,3364,990.0,380.2813595189015,0.4572473708276178
Magadan Oblast,2020-07-19 04:34:58,1132,6,726,400.0,785.6146462999077,0.5300353356890459
Mari El Republic,2020-07-19 04:34:58,3464,31,2948,485.0,507.67000863214884,0.8949191685912241
Mordovia Republic,2020-07-19 04:34:58,4051,32,2950,1069.0,503.1948088083314,0.7899284127375956
Moscow,2020-07-19 04:34:58,232954,4285,170180,58489.0,1862.6681809764355,1.839418941078496
Moscow Oblast,2020-07-19 04:34:58,61572,1048,43048,17476.0,820.5896405422353,1.7020723705580458
Murmansk Oblast,2020-07-19 04:34:58,8105,47,4371,3687.0,1075.5656174649032,0.579888957433683
Nenets Autonomous Okrug,2020-07-19 04:34:58,257,0,46,211.0,584.1307361865581,0.0
Nizhny Novgorod Oblast,2020-07-19 04:34:58,21405,330,15831,5244.0,661.7199711137051,1.5416958654519972
North Ossetia - Alania Republic,2020-07-19 04:34:58,4337,67,3746,524.0,618.0131525510677,1.5448466682038275
Novgorod Oblast,2020-07-19 04:34:58,3510,63,1911,1536.0,578.7533224727772,1.794871794871795
Novosibirsk Oblast,2020-07-19 04:34:58,7959,163,6014,1782.0,285.38655194311343,2.0479959793943965
Omsk Oblast,2020-07-19 04:34:58,5286,50,3095,2141.0,269.6827324993202,0.9458948164964056
Orel Oblast,2020-07-19 04:34:58,5280,77,3860,1343.0,706.5936698307253,1.4583333333333333
Orenburg Oblast,2020-07-19 04:34:58,5470,34,4061,1375.0,276.58111360556603,0.6215722120658135
Penza Oblast,2020-07-19 04:34:58,5954,71,5254,629.0,447.1128032410797,1.1924756466241182
Perm Krai,2020-07-19 04:34:58,4893,107,3917,869.0,186.53345136063058,2.1867974657674227
Primorsky Krai,2020-07-19 04:34:58,5460,62,4105,1293.0,285.4100574113308,1.1355311355311355
Pskov Oblast,2020-07-19 04:34:58,3372,43,2207,1122.0,529.7339076830268,1.2752075919335706
Rostov Oblast,2020-07-19 04:34:58,11316,183,8874,2259.0,268.1229403864799,1.6171792152704136
Ryazan Oblast,2020-07-19 04:34:58,5883,23,5035,825.0,524.5774757149965,0.3909569947305797
Saint Petersburg,2020-07-19 04:34:58,29144,1755,22212,5177.0,544.5507092294656,6.021822673620642
Sakha (Yakutiya) Republic,2020-07-19 04:34:58,5142,39,4702,401.0,533.2199558242511,0.7584597432905484
Sakhalin Oblast,2020-07-19 04:34:58,1747,0,584,1163.0,356.3989628320968,0.0
Samara Oblast,2020-07-19 04:34:58,6259,73,3938,2248.0,195.99099925661827,1.1663204984821856
Saratov Oblast,2020-07-19 04:34:58,8159,51,4699,3409.0,331.269412696157,0.6250766025248192
Smolensk Oblast,2020-07-19 04:34:58,5349,86,3309,1954.0,563.4393288867727,1.6077771546083381
Stavropol Krai,2020-07-19 04:34:58,6766,128,4439,2199.0,241.5847042533333,1.8918120011823825
Sverdlovsk Oblast,2020-07-19 04:34:58,17544,193,11616,5735.0,405.6176096859932,1.100091199270406
Tambov Oblast,2020-07-19 04:34:58,5484,30,4216,1238.0,530.5973961639086,0.5470459518599562
Tatarstan Republic,2020-07-19 04:34:58,5186,19,4135,1032.0,133.16953771219562,0.366370998843039
Tomsk Oblast,2020-07-19 04:34:58,3375,26,1882,1467.0,312.9984790592425,0.7703703703703704
Tula Oblast,2020-07-19 04:34:58,7845,178,6396,1271.0,525.8553947937298,2.268961121733588
Tver Oblast,2020-07-19 04:34:58,4237,113,3736,388.0,330.0170655508761,2.6669813547321217
Tyumen Oblast,2020-07-19 04:34:58,4560,22,2968,1570.0,123.49691257718555,0.4824561403508772
Tyva Republic,2020-07-19 04:34:58,5652,45,2690,2917.0,1756.7962402322503,0.7961783439490446
Udmurt Republic,2020-07-19 04:34:58,2006,19,1456,531.0,132.5804140527308,0.94715852442672
Ulyanovsk Oblast,2020-07-19 04:34:58,7706,59,4946,2701.0,618.1524733318466,0.7656371658447962
Vladimir Oblast,2020-07-19 04:34:58,5177,106,4439,632.0,375.5975498009558,2.047517867490825
Volgograd Oblast,2020-07-19 04:34:58,7968,52,4592,3324.0,316.0304544206981,0.6526104417670683
Vologda Oblast,2020-07-19 04:34:58,2061,19,1614,428.0,175.1524829415419,0.9218825812712276
Voronezh Oblast,2020-07-19 04:34:58,9960,77,7496,2387.0,426.7776402795822,0.7730923694779116
