Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-11-26 05:27:44,7611,62,6178,1371.0,1678.7390598531906,0.8146104322690843
Altai Krai,2020-11-26 05:27:44,25001,501,22289,2211.0,1063.8361247276691,2.003919843206272
Altai Republic,2020-11-26 05:27:44,10675,22,8371,2282.0,4895.374272572605,0.20608899297423888
Amur Oblast,2020-11-26 05:27:44,10601,98,7767,2736.0,1327.740649078685,0.9244410904631638
Arkhangelsk Oblast,2020-11-26 05:27:44,29393,329,18279,10785.0,2544.7867930474413,1.1193141224100975
Astrakhan Oblast,2020-11-26 05:27:44,12952,240,9110,3602.0,1272.906318733698,1.8529956763434217
Bashkortostan Republic,2020-11-26 05:27:44,13581,76,11616,1889.0,334.2362955366497,0.5596053309771004
Belgorod Oblast,2020-11-26 05:27:44,15365,85,13737,1543.0,991.3696321512172,0.5532053368044256
Bryansk Oblast,2020-11-26 05:27:44,16581,113,13574,2894.0,1369.2193608162634,0.6815029250346782
Buryatia Republic,2020-11-26 05:27:44,17569,386,15446,1737.0,1784.5407517031297,2.1970516250213445
Chechen Republic,2020-11-26 05:27:44,3854,61,2429,1364.0,268.2011801130286,1.5827711468604049
Chelyabinsk Oblast,2020-11-26 05:27:44,23947,244,21972,1731.0,685.5640766370573,1.0189167745437842
Chukotka Autonomous Okrug,2020-11-26 05:27:44,361,3,294,64.0,731.5392721082923,0.8310249307479224
Chuvashia Republic,2020-11-26 05:27:44,11940,250,10817,873.0,969.850956489107,2.0938023450586263
Dagestan Republic,2020-11-26 05:27:44,18439,910,16629,900.0,601.8176269670696,4.935191713216551
Ingushetia Republic,2020-11-26 05:27:44,9079,107,7787,1185.0,1860.286900949301,1.178543892499174
Irkutsk Oblast,2020-11-26 05:27:44,30713,729,27241,2743.0,1277.4754127680992,2.3735877315794616
Ivanovo Oblast,2020-11-26 05:27:44,15034,229,10738,4067.0,1481.699035919917,1.5232140481575096
Jewish Autonomous Okrug,2020-11-26 05:27:44,2812,48,1768,996.0,1735.6524744775147,1.7069701280227596
Kabardino-Balkarian Republic,2020-11-26 05:27:44,12253,201,9409,2643.0,1415.1771483481707,1.640414592344732
Kaliningrad Oblast,2020-11-26 05:27:44,10523,108,7084,3331.0,1058.0143354256336,1.0263232918369287
Kalmykia Republic,2020-11-26 05:27:44,11194,131,8864,2199.0,4064.4414025481733,1.1702697873860997
Kaluga Oblast,2020-11-26 05:27:44,15287,105,12640,2542.0,1510.489538128325,0.6868581147380127
Kamchatka Krai,2020-11-26 05:27:44,7268,73,4972,2223.0,2303.2288936705568,1.0044028618602092
Karachay-Cherkess Republic,2020-11-26 05:27:44,11782,34,7998,3750.0,2526.6724568683585,0.2885757935834323
Karelia Republic,2020-11-26 05:27:44,13147,92,7131,5924.0,2112.022156392775,0.6997794173575721
Kemerovo Oblast,2020-11-26 05:27:44,19901,356,16397,3148.0,738.4752625073427,1.7888548314155068
Khabarovsk Krai,2020-11-26 05:27:44,22905,156,15284,7465.0,1724.381955308356,0.6810740013097577
