Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-24 04:23:00,3873,31,3330,512.0,854.2578346000001,0.800413116
Altai Krai,2020-09-24 04:23:00,13217,179,11973,1065.0,562.4063862,1.3543164109999999
Altai Republic,2020-09-24 04:23:00,3048,12,2335,701.0,1397.761197,0.39370078700000005
Amur Oblast,2020-09-24 04:23:00,4078,50,3610,418.0,510.7561897,1.226091221
Arkhangelsk Oblast,2020-09-24 04:23:00,12653,258,9888,2507.0,1095.4712789999999,2.039042124
Astrakhan Oblast,2020-09-24 04:23:00,6749,98,6221,430.0,663.283257,1.4520669730000002
Bashkortostan Republic,2020-09-24 04:23:00,8521,36,8327,158.0,209.7067575,0.422485624
Belgorod Oblast,2020-09-24 04:23:00,8422,57,7643,722.0,543.3983106000001,0.67679886
Bryansk Oblast,2020-09-24 04:23:00,9117,37,7387,1693.0,752.8600755,0.40583525299999995
Buryatia Republic,2020-09-24 04:23:00,6417,65,5375,977.0,651.795663,1.0129343929999999
Chechen Republic,2020-09-24 04:23:00,2393,40,1830,523.0,166.52968969999998,1.6715419969999998
Chelyabinsk Oblast,2020-09-24 04:23:00,15220,122,11161,3937.0,435.7241093,0.801576873
Chukotka Autonomous Okrug,2020-09-24 04:23:00,185,2,175,8.0,374.8885466,1.081081081
Chuvashia Republic,2020-09-24 04:23:00,8407,89,7120,1198.0,682.8757949,1.058641608
Dagestan Republic,2020-09-24 04:23:00,12851,564,11033,1254.0,419.43480250000005,4.38876352
Ingushetia Republic,2020-09-24 04:23:00,5328,82,4553,693.0,1091.707083,1.5390390390000002
Irkutsk Oblast,2020-09-24 04:23:00,18506,278,15205,3023.0,769.7378956,1.5022154980000002
Ivanovo Oblast,2020-09-24 04:23:00,8360,132,6776,1452.0,823.9326819,1.5789473680000001
Jewish Autonomous Okrug,2020-09-24 04:23:00,823,10,655,158.0,507.9807918000001,1.215066829
Kabardino-Balkarian Republic,2020-09-24 04:23:00,7360,90,6399,871.0,850.0533593,1.222826087
Kaliningrad Oblast,2020-09-24 04:23:00,4079,73,3173,833.0,410.1150313,1.7896543269999998
Kalmykia Republic,2020-09-24 04:23:00,5954,69,3465,2420.0,2161.844212,1.158884783
Kaluga Oblast,2020-09-24 04:23:00,8823,74,7437,1312.0,871.7897032999999,0.83871699
Kamchatka Krai,2020-09-24 04:23:00,4316,67,3263,986.0,1367.740218,1.552363299
Karachay-Cherkess Republic,2020-09-24 04:23:00,6546,28,4735,1783.0,1403.802232,0.42774213299999997
Karelia Republic,2020-09-24 04:23:00,3702,16,2712,974.0,594.714081,0.432198811
Kemerovo Oblast,2020-09-24 04:23:00,8829,75,6623,2131.0,327.62163169999997,0.849473327
Khabarovsk Krai,2020-09-24 04:23:00,11591,102,9293,2196.0,872.6178233999999,0.8799930979999999
Khakassia Republic,2020-09-24 04:23:00,4104,48,3520,536.0,763.5164173,1.169590643
Khanty-Mansi Autonomous Okrug,2020-09-24 04:23:00,21516,182,20603,731.0,1404.215911,0.845882134
Kirov Oblast,2020-09-24 04:23:00,8040,124,5588,2328.0,626.5400495,1.5422885569999998
Komi Republic,2020-09-24 04:23:00,7740,104,6515,1121.0,920.4719381000001,1.343669251
Kostroma Oblast,2020-09-24 04:23:00,4417,59,3239,1119.0,686.5902718,1.335748245
Krasnodar Krai,2020-09-24 04:23:00,13313,256,10294,2763.0,237.58704509999998,1.9229324719999998
Krasnoyarsk Krai,2020-09-24 04:23:00,19260,540,14896,3824.0,669.5644042,2.803738318
Kurgan Oblast,2020-09-24 04:23:00,3583,28,3053,502.0,423.7543715,0.781468044
Kursk Oblast,2020-09-24 04:23:00,7801,56,6564,1181.0,699.4925742,0.717856685
Leningrad Oblast,2020-09-24 04:23:00,7732,96,5408,2228.0,426.28359220000004,1.241593378
Lipetsk Oblast,2020-09-24 04:23:00,5847,41,5202,604.0,508.3459326,0.701214298
Magadan Oblast,2020-09-24 04:23:00,2680,25,2090,565.0,1859.9357350000002,0.932835821
Mari El Republic,2020-09-24 04:23:00,4698,49,4138,511.0,688.5201214,1.04299702
Mordovia Republic,2020-09-24 04:23:00,6188,40,5170,978.0,768.6421813999999,0.646412411
