Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-26 04:23:00,3925,31,3379,515.0,865.7273433,0.789808917
Altai Krai,2020-09-26 04:23:00,13378,187,12150,1041.0,569.2572167999999,1.397817312
Altai Republic,2020-09-26 04:23:00,3177,12,2386,779.0,1456.918413,0.377714825
Amur Oblast,2020-09-26 04:23:00,4139,52,3667,420.0,518.3962406,1.256342112
Arkhangelsk Oblast,2020-09-26 04:23:00,12853,258,9981,2614.0,1112.786876,2.007313468
Astrakhan Oblast,2020-09-26 04:23:00,6856,100,6274,482.0,673.7990829,1.458576429
Bashkortostan Republic,2020-09-26 04:23:00,8592,36,8528,28.0,211.4541088,0.41899441299999995
Belgorod Oblast,2020-09-26 04:23:00,8546,57,7748,741.0,551.3989506,0.666978703
Bryansk Oblast,2020-09-26 04:23:00,9197,37,7434,1726.0,759.4662844,0.402305099
Buryatia Republic,2020-09-26 04:23:00,6551,65,5541,945.0,665.406481,0.9922149290000001
Chechen Republic,2020-09-26 04:23:00,2404,40,1842,522.0,167.2951834,1.663893511
Chelyabinsk Oblast,2020-09-26 04:23:00,15367,127,11357,3883.0,439.9324828,0.826446281
Chukotka Autonomous Okrug,2020-09-26 04:23:00,187,2,175,10.0,378.9413958,1.069518717
Chuvashia Republic,2020-09-26 04:23:00,8459,92,7174,1193.0,687.0996014,1.0875990070000001
Dagestan Republic,2020-09-26 04:23:00,13016,580,11186,1250.0,424.8201222,4.456054087
Ingushetia Republic,2020-09-26 04:23:00,5430,82,4584,764.0,1112.6068810000002,1.5101289130000002
Irkutsk Oblast,2020-09-26 04:23:00,18663,281,15492,2890.0,776.268148,1.505652896
Ivanovo Oblast,2020-09-26 04:23:00,8452,132,6857,1463.0,832.9998837,1.56176053
Jewish Autonomous Okrug,2020-09-26 04:23:00,852,11,669,172.0,525.8804795,1.291079812
Kabardino-Balkarian Republic,2020-09-26 04:23:00,7441,91,6425,925.0,859.4085661,1.2229539040000001
Kaliningrad Oblast,2020-09-26 04:23:00,4156,73,3180,903.0,417.85684480000003,1.7564966309999999
Kalmykia Republic,2020-09-26 04:23:00,6090,69,3564,2457.0,2211.224597,1.133004926
Kaluga Oblast,2020-09-26 04:23:00,8910,74,7475,1361.0,880.3860655999999,0.8305274970000001
Kamchatka Krai,2020-09-26 04:23:00,4369,67,3278,1024.0,1384.535916,1.533531701
Karachay-Cherkess Republic,2020-09-26 04:23:00,6681,28,4775,1878.0,1432.7532410000001,0.419098937
Karelia Republic,2020-09-26 04:23:00,3788,17,2745,1026.0,608.5296971,0.44878563899999996
Kemerovo Oblast,2020-09-26 04:23:00,9103,87,6835,2181.0,337.7890716,0.955728881
Khabarovsk Krai,2020-09-26 04:23:00,11741,102,9487,2152.0,883.9104359999999,0.8687505320000001
Khakassia Republic,2020-09-26 04:23:00,4179,48,3555,576.0,777.4695682,1.148600144
Khanty-Mansi Autonomous Okrug,2020-09-26 04:23:00,21787,184,20781,822.0,1421.902401,0.8445403220000001
Kirov Oblast,2020-09-26 04:23:00,8171,126,5610,2435.0,636.7486,1.542038918
Komi Republic,2020-09-26 04:23:00,7885,106,6558,1221.0,937.7159214,1.344324667
Kostroma Oblast,2020-09-26 04:23:00,4499,62,3285,1152.0,699.3365707,1.378084019
Krasnodar Krai,2020-09-26 04:23:00,13501,265,10371,2865.0,240.9421389,1.962817569
Krasnoyarsk Krai,2020-09-26 04:23:00,19464,544,15058,3862.0,676.6563636,2.7949034110000004
Kurgan Oblast,2020-09-26 04:23:00,3642,29,3098,515.0,430.73218560000004,0.7962657879999999
Kursk Oblast,2020-09-26 04:23:00,7885,56,6601,1228.0,707.0246055,0.710209258
Leningrad Oblast,2020-09-26 04:23:00,7849,98,5463,2288.0,432.7340811000001,1.248566696
Lipetsk Oblast,2020-09-26 04:23:00,5915,42,5254,619.0,514.2579427000001,0.710059172
Magadan Oblast,2020-09-26 04:23:00,2756,25,2154,577.0,1912.680181,0.9071117559999999
Mari El Republic,2020-09-26 04:23:00,4742,49,4150,543.0,694.9685857000001,1.033319275
Mordovia Republic,2020-09-26 04:23:00,6254,40,5202,1012.0,776.8403688999999,0.639590662
Moscow,2020-09-26 04:23:00,281968,5129,242883,33956.0,2254.577391,1.8190007380000002
Moscow Oblast,2020-09-26 04:23:00,72529,1311,55385,15833.0,966.6170668,1.807552841
Murmansk Oblast,2020-09-26 04:23:00,14586,205,12030,2351.0,1935.62,1.405457288
Nenets Autonomous Okrug,2020-09-26 04:23:00,329,0,124,205.0,747.7782576000001,0.0
Nizhny Novgorod Oblast,2020-09-26 04:23:00,31558,561,27677,3320.0,975.5925647,1.777679194
North Ossetia - Alania Republic,2020-09-26 04:23:00,5644,68,4658,918.0,804.2578356,1.2048192770000001
Novgorod Oblast,2020-09-26 04:23:00,5032,86,3665,1281.0,829.7113159,1.709062003
Novosibirsk Oblast,2020-09-26 04:23:00,12782,432,11688,662.0,458.32528039999994,3.3797527769999998
Omsk Oblast,2020-09-26 04:23:00,10597,275,9250,1072.0,540.6409225,2.595074078
Orel Oblast,2020-09-26 04:23:00,8290,126,6658,1506.0,1109.405591,1.5199034980000001
Orenburg Oblast,2020-09-26 04:23:00,12336,82,11157,1097.0,623.7485588999999,0.664721141
Penza Oblast,2020-09-26 04:23:00,10433,126,8688,1619.0,783.4611818,1.207706316
Perm Krai,2020-09-26 04:23:00,9448,264,6508,2676.0,360.1814937,2.7942421680000002
