Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-05-23 04:20:51,14606,197,14062.0,347.0,3221.6085544889893,1.3487607832397646
Altai Krai,2021-05-23 04:20:51,51096,2225,46049.0,2822.0,2174.22385620915,4.354548301236887
Altai Republic,2021-05-23 04:20:51,16935,242,16587.0,106.0,7766.104290961786,1.4289932093297903
Amur Oblast,2021-05-23 04:20:51,22611,290,21985.0,336.0,2831.953949280082,1.282561585069214
Arkhangelsk Oblast,2021-05-23 04:20:51,63185,970,60333.0,1882.0,5470.430154074187,1.5351744876157316
Astrakhan Oblast,2021-05-23 04:20:51,33857,762,32339.0,756.0,3327.423504738019,2.2506424077738725
Bashkortostan Republic,2021-05-23 04:20:51,37395,505,35180.0,1710.0,920.3126626605564,1.3504479208450328
Belgorod Oblast,2021-05-23 04:20:51,38238,676,35625.0,1937.0,2467.1651151446954,1.7678748888540197
Bryansk Oblast,2021-05-23 04:20:51,39623,328,38782.0,513.0,3271.9726635077973,0.8278020341720718
Buryatia Republic,2021-05-23 04:20:51,37845,886,36612.0,347.0,3844.040340839259,2.341128286431497
Chechen Republic,2021-05-23 04:20:51,12204,132,11945.0,127.0,849.2805402437473,1.0816125860373649
Chelyabinsk Oblast,2021-05-23 04:20:51,61040,1570,56718.0,2752.0,1747.4769799108856,2.5720838794233294
Chukotka Autonomous Okrug,2021-05-23 04:20:51,765,7,733.0,25.0,1550.2148010051071,0.915032679738562
Chuvashia Republic,2021-05-23 04:20:51,25340,1408,23134.0,798.0,2058.293403470182,5.556432517758485
Dagestan Republic,2021-05-23 04:20:51,33249,1482,30872.0,895.0,1085.1908606230324,4.4572769105837775
Ingushetia Republic,2021-05-23 04:20:51,15677,188,15278.0,211.0,3212.2169562927857,1.1992090323403712
Irkutsk Oblast,2021-05-23 04:20:51,68853,2411,65816.0,626.0,2863.8691953023767,3.501662963124337
Ivanovo Oblast,2021-05-23 04:20:51,35744,1192,33619.0,933.0,3522.8049979993016,3.3348254252461946
Jewish Autonomous Okrug,2021-05-23 04:20:51,4486,142,4308.0,36.0,2768.8965151159778,3.1654034774855107
Kabardino-Balkarian Republic,2021-05-23 04:20:51,24193,465,23493.0,235.0,2794.203929648845,1.9220435663208368
Kaliningrad Oblast,2021-05-23 04:20:51,33080,468,31867.0,745.0,3325.963529020238,1.4147521160822252
Kalmykia Republic,2021-05-23 04:20:51,20706,368,20046.0,292.0,7518.163630620196,1.777262629189607
Kaluga Oblast,2021-05-23 04:20:51,35228,331,33588.0,1309.0,3480.8350526057848,0.939593505166345
Kamchatka Krai,2021-05-23 04:20:51,14621,231,13985.0,405.0,4633.39428375856,1.5799192941659257
Karachay-Cherkess Republic,2021-05-23 04:20:51,20331,113,19978.0,240.0,4360.0218740952805,0.5558014854163592
Karelia Republic,2021-05-23 04:20:51,46727,526,44953.0,1248.0,7506.538320663663,1.1256875040126693
Kemerovo Oblast,2021-05-23 04:20:51,36467,706,35219.0,542.0,1353.1971960130275,1.9359969287300849
Khabarovsk Krai,2021-05-23 04:20:51,52253,401,50209.0,1643.0,3933.81926700404,0.7674200524371806
Khakassia Republic,2021-05-23 04:20:51,22893,548,21848.0,497.0,4259.059780879718,2.3937448128248806
Khanty-Mansi Autonomous Okrug,2021-05-23 04:20:51,57046,796,55821.0,429.0,3723.038708612146,1.3953651439189425
Kirov Oblast,2021-05-23 04:20:51,43444,358,40952.0,2134.0,3385.498247402275,0.8240493508885002
Komi Republic,2021-05-23 04:20:51,43864,949,42515.0,400.0,5216.483345285198,2.1635053802662774
Kostroma Oblast,2021-05-23 04:20:51,21232,461,18500.0,2271.0,3300.3587616815166,2.171250941974378
Krasnodar Krai,2021-05-23 04:20:51,47579,2922,42600.0,2057.0,849.1064385678746,6.141364887870699
Krasnoyarsk Krai,2021-05-23 04:20:51,72650,3682,66919.0,2049.0,2525.6414312269408,5.068134893324157
Kurgan Oblast,2021-05-23 04:20:51,21085,411,19858.0,816.0,2493.6815301991514,1.9492530234764052
Kursk Oblast,2021-05-23 04:20:51,37879,784,36156.0,939.0,3396.4977847757923,2.069748409408908
