Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-06 04:28:33,3480,29,2964,487.0,767.57481648786,0.8333333333333334
Altai Krai,2020-09-06 04:28:33,12033,123,10820,1090.0,512.0251225490197,1.0221889803041635
Altai Republic,2020-09-06 04:28:33,2252,8,1945,299.0,1032.7290737080568,0.3552397868561279
Amur Oblast,2020-09-06 04:28:33,3537,47,3119,371.0,442.9977054797952,1.3288097257562907
Arkhangelsk Oblast,2020-09-06 04:28:33,11131,254,9222,1655.0,963.6995813088513,2.281915371485042
Astrakhan Oblast,2020-09-06 04:28:33,5894,79,5630,185.0,579.2549291705077,1.3403461146929079
Bashkortostan Republic,2020-09-06 04:28:33,7949,29,7081,839.0,195.62950542823268,0.3648257642470751
Belgorod Oblast,2020-09-06 04:28:33,7569,54,6956,559.0,488.36164957712754,0.7134363852556479
Bryansk Oblast,2020-09-06 04:28:33,8370,35,6828,1507.0,691.1746004482312,0.4181600955794504
Buryatia Republic,2020-09-06 04:28:33,5481,55,4597,829.0,556.7230838456858,1.0034665207079
Chechen Republic,2020-09-06 04:28:33,2296,39,1661,596.0,159.7794264503149,1.6986062717770034
Chelyabinsk Oblast,2020-09-06 04:28:33,14000,108,9793,4099.0,400.79747245662514,0.7714285714285715
Chukotka Autonomous Okrug,2020-09-06 04:28:33,174,2,167,5.0,352.59787630704386,1.1494252873563218
Chuvashia Republic,2020-09-06 04:28:33,7923,73,6553,1297.0,643.5619035396311,0.9213681686229964
Dagestan Republic,2020-09-06 04:28:33,11367,507,9877,983.0,370.9995642786854,4.460279757191871
Ingushetia Republic,2020-09-06 04:28:33,4547,76,3983,488.0,931.6802003102183,1.6714317132175058
Irkutsk Oblast,2020-09-06 04:28:33,17184,254,13393,3537.0,714.7506753819887,1.478119180633147
Ivanovo Oblast,2020-09-06 04:28:33,7591,121,6305,1165.0,748.1427019867027,1.5939928863127388
Jewish Autonomous Okrug,2020-09-06 04:28:33,663,9,577,77.0,409.22389423136286,1.3574660633484164
