Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-19 04:22:00,3753,31,3229,493.0,827.7897374,0.826005862
Altai Krai,2020-09-19 04:22:00,12846,161,11523,1162.0,546.6196894999999,1.253308423
Altai Republic,2020-09-19 04:22:00,2746,12,2214,520.0,1259.26911,0.43699927200000005
Amur Oblast,2020-09-19 04:22:00,3928,50,3486,392.0,491.96917930000006,1.272912424
Arkhangelsk Oblast,2020-09-19 04:22:00,12193,257,9759,2177.0,1055.6454039999999,2.1077667509999998
Astrakhan Oblast,2020-09-19 04:22:00,6504,92,6121,291.0,639.2049642999999,1.414514145
Bashkortostan Republic,2020-09-19 04:22:00,8350,31,8075,244.0,205.4983483,0.371257485
Belgorod Oblast,2020-09-19 04:22:00,8152,57,7520,575.0,525.9775621,0.699214917
Bryansk Oblast,2020-09-19 04:22:00,8878,37,7233,1608.0,733.1240266,0.416760532
Buryatia Republic,2020-09-19 04:22:00,6088,62,5182,844.0,618.3780577,1.018396846
Chechen Republic,2020-09-19 04:22:00,2368,40,1786,542.0,164.7899311,1.6891891890000001
Chelyabinsk Oblast,2020-09-19 04:22:00,14857,119,10840,3898.0,425.3320034,0.80096924
Chukotka Autonomous Okrug,2020-09-19 04:22:00,181,2,171,8.0,366.7828483,1.1049723759999999
Chuvashia Republic,2020-09-19 04:22:00,8274,85,7025,1164.0,672.0725974999999,1.0273144790000002
Dagestan Republic,2020-09-19 04:22:00,12429,538,10669,1222.0,405.6614396,4.328586371
Ingushetia Republic,2020-09-19 04:22:00,5089,78,4394,617.0,1042.7359880000001,1.532717626
Irkutsk Oblast,2020-09-19 04:22:00,18139,273,14712,3154.0,754.4729109,1.50504438
Ivanovo Oblast,2020-09-19 04:22:00,8138,129,6684,1325.0,802.0531298999999,1.5851560580000001
Jewish Autonomous Okrug,2020-09-19 04:22:00,760,10,641,109.0,469.09526339999996,1.315789474
Kabardino-Balkarian Republic,2020-09-19 04:22:00,7149,85,6332,732.0,825.6836231000001,1.188977479
Kaliningrad Oblast,2020-09-19 04:22:00,3906,67,3115,724.0,392.72108660000004,1.71530978
Kalmykia Republic,2020-09-19 04:22:00,5612,65,3305,2242.0,2037.667067,1.158232359
Kaluga Oblast,2020-09-19 04:22:00,8622,71,7337,1214.0,851.9291423000001,0.823474832
Kamchatka Krai,2020-09-19 04:22:00,4198,67,3245,886.0,1330.346023,1.595998094
Karachay-Cherkess Republic,2020-09-19 04:22:00,6221,28,4683,1510.0,1334.10536,0.45008841
Karelia Republic,2020-09-19 04:22:00,3587,16,2615,956.0,576.2397106000001,0.44605519899999996
Kemerovo Oblast,2020-09-19 04:22:00,8188,67,6198,1923.0,303.8357595,0.81827064
Khabarovsk Krai,2020-09-19 04:22:00,11255,101,9119,2035.0,847.3223710000001,0.897378943
Khakassia Republic,2020-09-19 04:22:00,3928,47,3355,526.0,730.7730232000001,1.1965376779999999
Khanty-Mansi Autonomous Okrug,2020-09-19 04:22:00,20988,179,20197,612.0,1369.756625,0.852868306
Kirov Oblast,2020-09-19 04:22:00,7701,118,5493,2090.0,600.1225026000001,1.532268537
Komi Republic,2020-09-19 04:22:00,7359,96,6314,949.0,875.1618853,1.304525071
Kostroma Oblast,2020-09-19 04:22:00,4235,58,3122,1055.0,658.2997058999999,1.369539551
Krasnodar Krai,2020-09-19 04:22:00,12843,235,10120,2488.0,229.19931040000003,1.829790547
Krasnoyarsk Krai,2020-09-19 04:22:00,18751,526,14628,3597.0,651.8692702000001,2.805183724
Kurgan Oblast,2020-09-19 04:22:00,3447,25,2964,458.0,407.6699186,0.725268349
Kursk Oblast,2020-09-19 04:22:00,7651,56,6455,1140.0,686.0425182999999,0.7319304670000001
Leningrad Oblast,2020-09-19 04:22:00,7468,91,5334,2043.0,411.72864280000005,1.218532405
Lipetsk Oblast,2020-09-19 04:22:00,5682,36,5076,570.0,494.00061380000005,0.633579725
Magadan Oblast,2020-09-19 04:22:00,2484,22,1943,519.0,1723.910584,0.8856682770000001
Mari El Republic,2020-09-19 04:22:00,4590,46,4063,481.0,672.6920726,1.002178649
Mordovia Republic,2020-09-19 04:22:00,6024,40,4998,986.0,748.2709277,0.664010624
Moscow,2020-09-19 04:22:00,274808,5033,235136,34639.0,2197.327015,1.831460511
Moscow Oblast,2020-09-19 04:22:00,71173,1272,54195,15706.0,948.5452232999999,1.787194582
Murmansk Oblast,2020-09-19 04:22:00,14060,192,11623,2245.0,1865.817715,1.365576102
Nenets Autonomous Okrug,2020-09-19 04:22:00,324,0,114,210.0,736.4138464,0.0
Nizhny Novgorod Oblast,2020-09-19 04:22:00,30435,538,26988,2909.0,940.8758383999999,1.767701659
North Ossetia - Alania Republic,2020-09-19 04:22:00,5408,68,4599,741.0,770.6283442000001,1.25739645
Novgorod Oblast,2020-09-19 04:22:00,4803,86,3523,1194.0,791.952196,1.790547574
Novosibirsk Oblast,2020-09-19 04:22:00,12356,407,11205,744.0,443.0501616,3.2939462610000003
Omsk Oblast,2020-09-19 04:22:00,10140,255,8801,1084.0,517.3255594999999,2.514792899
Orel Oblast,2020-09-19 04:22:00,7925,121,6321,1483.0,1060.559628,1.52681388
Orenburg Oblast,2020-09-19 04:22:00,11628,82,10569,977.0,587.9497602999999,0.705194358
Penza Oblast,2020-09-19 04:22:00,9778,121,8444,1213.0,734.2742677,1.2374718759999999
Perm Krai,2020-09-19 04:22:00,8944,246,6199,2499.0,340.96774760000005,2.750447227
Primorsky Krai,2020-09-19 04:22:00,10910,112,9346,1452.0,570.2973857999999,1.026581118
Pskov Oblast,2020-09-19 04:22:00,5057,65,3849,1143.0,794.4437637,1.285347044
Rostov Oblast,2020-09-19 04:22:00,19705,430,15954,3321.0,466.8931195,2.182187262
Ryazan Oblast,2020-09-19 04:22:00,7712,47,6547,1118.0,687.6664105000001,0.609439834
Saint Petersburg,2020-09-19 04:22:00,40305,2744,27610,9951.0,753.0921059,6.808088327
Sakha (Yakutiya) Republic,2020-09-19 04:22:00,8467,90,6592,1785.0,878.0189354,1.062950278
Sakhalin Oblast,2020-09-19 04:22:00,5174,0,3642,1532.0,1055.528468,0.0
Samara Oblast,2020-09-19 04:22:00,10435,163,8055,2217.0,326.75604369999996,1.5620507909999999
Saratov Oblast,2020-09-19 04:22:00,14222,91,9375,4756.0,577.4376256,0.6398537479999999
Smolensk Oblast,2020-09-19 04:22:00,6392,137,5612,643.0,673.3042046,2.14330413
Stavropol Krai,2020-09-19 04:22:00,14348,282,10015,4051.0,512.3052522,1.9654307219999998
Sverdlovsk Oblast,2020-09-19 04:22:00,27554,559,21027,5968.0,637.0489977999999,2.028743558
Tambov Oblast,2020-09-19 04:22:00,7252,46,6366,840.0,701.6579717,0.6343077770000001
Tatarstan Republic,2020-09-19 04:22:00,6949,45,5775,1129.0,178.4410177,0.647575191
Tomsk Oblast,2020-09-19 04:22:00,6645,78,5411,1156.0,616.2592277000001,1.173814898
Tula Oblast,2020-09-19 04:22:00,9779,354,8759,666.0,655.4926585,3.620002045
Tver Oblast,2020-09-19 04:22:00,5832,223,4401,1208.0,454.25053719999994,3.823731139
Tyumen Oblast,2020-09-19 04:22:00,8690,35,7378,1277.0,235.348283,0.402761795
