Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-06-21 04:33:19,1511,12,946,553,333.27745623941274,0.7941760423560555
Altai Krai,2020-06-21 04:33:19,3226,25,2292,909,137.27192265795208,0.7749535027898327
Altai Republic,2020-06-21 04:33:19,396,0,171,225,181.5988957319674,0.0
Amur Oblast,2020-06-21 04:33:19,1283,7,515,761,160.6915623778844,0.5455962587685113
Arkhangelsk Oblast,2020-06-21 04:33:19,4395,27,1660,2708,380.5102560284252,0.6143344709897611
Astrakhan Oblast,2020-06-21 04:33:19,3103,27,2053,1023,304.9589489677783,0.8701256848211408
Bashkortostan Republic,2020-06-21 04:33:19,4850,18,2358,2474,119.3613160557213,0.3711340206185567
Belgorod Oblast,2020-06-21 04:33:19,3820,38,2678,1104,246.47133060967457,0.9947643979057592
Bryansk Oblast,2020-06-21 04:33:19,5498,32,4034,1432,454.01170289896965,0.5820298290287377
Buryatia Republic,2020-06-21 04:33:19,2501,14,1610,877,254.034744152173,0.5597760895641744
Chechen Republic,2020-06-21 04:33:19,1579,20,1153,406,109.88315085585684,1.266624445851805
Chelyabinsk Oblast,2020-06-21 04:33:19,5467,61,2888,2518,156.51141299431208,1.1157856228278764
Chukotka Autonomous Okrug,2020-06-21 04:33:19,132,1,98,33,267.4880440949988,0.7575757575757576
Chuvashia Republic,2020-06-21 04:33:19,4472,23,2506,1943,363.24735991786315,0.5143112701252236
Dagestan Republic,2020-06-21 04:33:19,7103,344,4905,1854,231.82985001068906,4.843024074334789
Ingushetia Republic,2020-06-21 04:33:19,2782,64,2254,464,570.031739006604,2.3005032350826737
Irkutsk Oblast,2020-06-21 04:33:19,5143,40,1624,3479,213.91775625521225,0.7777561734396267
Ivanovo Oblast,2020-06-21 04:33:19,3934,35,2275,1624,387.7214319082715,0.8896797153024911
Jewish Autonomous Okrug,2020-06-21 04:33:19,394,5,315,74,243.18886022195613,1.269035532994924
Kabardino-Balkarian Republic,2020-06-21 04:33:19,4361,43,2305,2013,503.679714677742,0.9860123824810824
Kaliningrad Oblast,2020-06-21 04:33:19,2262,33,1210,1019,227.42834046686158,1.4588859416445623
Kalmykia Republic,2020-06-21 04:33:19,1314,18,932,364,477.10166186781305,1.3698630136986298
Kaluga Oblast,2020-06-21 04:33:19,5522,42,2853,2627,545.621981392334,0.7605939876856211
Kamchatka Krai,2020-06-21 04:33:19,1714,22,550,1142,543.1665277588518,1.2835472578763127
Karachay-Cherkess Republic,2020-06-21 04:33:19,2730,9,897,1824,585.4537266381445,0.3296703296703297
Karelia Republic,2020-06-21 04:33:19,960,2,395,563,154.2208313787985,0.20833333333333331
