Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-25 04:47:39,2496,18,1978,500.0,550.5364201016375,0.7211538461538461
Altai Krai,2020-07-25 04:47:39,8253,59,5926,2268.0,351.1795343137255,0.7148915545862111
Altai Republic,2020-07-25 04:47:39,1387,1,916,470.0,636.0547181319159,0.07209805335255948
Amur Oblast,2020-07-25 04:47:39,2534,45,1730,759.0,317.37522920152696,1.775848460931334
Arkhangelsk Oblast,2020-07-25 04:47:39,8225,148,6559,1518.0,712.103948995176,1.7993920972644375
Astrakhan Oblast,2020-07-25 04:47:39,4341,42,3349,950.0,426.6280365675559,0.9675190048375949
Bashkortostan Republic,2020-07-25 04:47:39,6500,21,4781,1698.0,159.9687740952966,0.3230769230769231
Belgorod Oblast,2020-07-25 04:47:39,5656,46,5349,261.0,364.93242040008363,0.8132956152758133
Bryansk Oblast,2020-07-25 04:47:39,7164,35,5685,1444.0,591.5860021040776,0.4885538805136795
Buryatia Republic,2020-07-25 04:47:39,3824,37,2994,793.0,388.4161781838903,0.9675732217573222
Chechen Republic,2020-07-25 04:47:39,1971,31,1326,614.0,137.1625651278618,1.5728056823947234
Chelyabinsk Oblast,2020-07-25 04:47:39,10329,89,5997,4243.0,295.70264950032015,0.8616516603737051
Chukotka Autonomous Okrug,2020-07-25 04:47:39,150,1,144,5.0,303.96368647158954,0.6666666666666666
Chuvashia Republic,2020-07-25 04:47:39,6440,51,3485,2904.0,523.1021909371733,0.7919254658385093
Dagestan Republic,2020-07-25 04:47:39,8981,433,7857,691.0,293.12457876193133,4.821289388709498
Ingushetia Republic,2020-07-25 04:47:39,3529,73,2755,701.0,723.0920226291536,2.0685746670444884
Irkutsk Oblast,2020-07-25 04:47:39,12323,150,7211,4962.0,512.5624169420533,1.2172360626470826
Ivanovo Oblast,2020-07-25 04:47:39,6222,74,4618,1530.0,613.2187974919332,1.1893281902925104
Jewish Autonomous Okrug,2020-07-25 04:47:39,514,7,439,68.0,317.2565333860037,1.3618677042801557
Kabardino-Balkarian Republic,2020-07-25 04:47:39,5870,65,5377,428.0,677.9637526159929,1.1073253833049403
Kaliningrad Oblast,2020-07-25 04:47:39,2759,43,2302,414.0,277.3982278285017,1.5585357013410657
Kalmykia Republic,2020-07-25 04:47:39,2439,36,1629,774.0,885.5791120971049,1.4760147601476017
Kaluga Oblast,2020-07-25 04:47:39,7044,56,5682,1306.0,696.0089165026442,0.7950028392958546
Kamchatka Krai,2020-07-25 04:47:39,3160,42,2623,495.0,1001.4038668132857,1.3291139240506329
Karachay-Cherkess Republic,2020-07-25 04:47:39,4333,20,2860,1453.0,929.22014561285,0.4615739672282483
Karelia Republic,2020-07-25 04:47:39,2067,4,1236,827.0,332.0567275624755,0.1935171746492501
Kemerovo Oblast,2020-07-25 04:47:39,3050,15,1832,1203.0,113.17770718292525,0.4918032786885246
Khabarovsk Krai,2020-07-25 04:47:39,6714,52,3840,2822.0,505.4573432848855,0.7745010425975574
Khakassia Republic,2020-07-25 04:47:39,2709,30,2249,430.0,503.98781052737326,1.1074197120708749
Khanty-Mansi Autonomous Okrug,2020-07-25 04:47:39,15057,117,10675,4265.0,982.6770296878498,0.7770472205618649
Kirov Oblast,2020-07-25 04:47:39,4404,59,4284,61.0,343.1943256044475,1.3396911898274295
Komi Republic,2020-07-25 04:47:39,4964,40,3149,1775.0,590.3388502187607,0.8058017727639001
Kostroma Oblast,2020-07-25 04:47:39,2040,26,1425,589.0,317.10304605455417,1.2745098039215683
Krasnodar Krai,2020-07-25 04:47:39,7598,100,6563,935.0,135.5957611601486,1.3161358252171624
Krasnoyarsk Krai,2020-07-25 04:47:39,12057,300,10320,1437.0,419.1556605134648,2.488181139586962
Kurgan Oblast,2020-07-25 04:47:39,1979,7,1099,873.0,234.0524424123368,0.3537139969681657
Kursk Oblast,2020-07-25 04:47:39,6026,49,4428,1549.0,540.3335793199113,0.813143046797212
Leningrad Oblast,2020-07-25 04:47:39,5583,50,4437,1096.0,307.8040992030064,0.8955758552749418
Lipetsk Oblast,2020-07-25 04:47:39,4460,21,3517,922.0,387.75831354693656,0.4708520179372198
Magadan Oblast,2020-07-25 04:47:39,1216,7,828,381.0,843.91113948824,0.5756578947368421
Mari El Republic,2020-07-25 04:47:39,3627,31,3076,520.0,531.5586377912251,0.8547008547008547
Mordovia Republic,2020-07-25 04:47:39,4261,32,3173,1056.0,529.2799507115033,0.7509974184463741
Moscow,2020-07-25 04:47:39,236616,4375,173854,58387.0,1891.9490298939718,1.8489873888494441
Moscow Oblast,2020-07-25 04:47:39,62461,1085,44739,16637.0,832.4376264845799,1.7370839403787963
Murmansk Oblast,2020-07-25 04:47:39,9146,61,4909,4176.0,1213.7104426075266,0.6669582331073693
Nenets Autonomous Okrug,2020-07-25 04:47:39,261,0,61,200.0,593.2222651544422,0.0
Nizhny Novgorod Oblast,2020-07-25 04:47:39,22623,358,17232,5033.0,699.3735532121167,1.5824603279847942
North Ossetia - Alania Republic,2020-07-25 04:47:39,4431,67,3784,580.0,631.407949954757,1.5120740239223651
Novgorod Oblast,2020-07-25 04:47:39,3621,70,2248,1303.0,597.0557779697797,1.9331676332504832
Novosibirsk Oblast,2020-07-25 04:47:39,8616,190,6615,1811.0,308.9446578140301,2.2051996285979567
Omsk Oblast,2020-07-25 04:47:39,5969,56,3707,2206.0,304.52823123126035,0.9381805997654548
