Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-21 04:23:00,3799,31,3270,498.0,837.9358413,0.8160042120000001
Altai Krai,2020-09-21 04:23:00,12987,169,11679,1139.0,552.6194853,1.3013013009999999
Altai Republic,2020-09-21 04:23:00,2868,12,2251,605.0,1315.2162449999998,0.41841004200000004
Amur Oblast,2020-09-21 04:23:00,3989,50,3519,420.0,499.6092302,1.253446979
Arkhangelsk Oblast,2020-09-21 04:23:00,12384,257,9800,2327.0,1072.1818,2.0752583980000003
Astrakhan Oblast,2020-09-21 04:23:00,6604,94,6162,348.0,649.0328389,1.42337977
Bashkortostan Republic,2020-09-21 04:23:00,8417,33,8172,212.0,207.14725719999998,0.392063681
Belgorod Oblast,2020-09-21 04:23:00,8260,57,7521,682.0,532.9458615,0.690072639
Bryansk Oblast,2020-09-21 04:23:00,8978,37,7334,1607.0,741.3817877,0.41211851200000005
Buryatia Republic,2020-09-21 04:23:00,6219,63,5239,917.0,631.6841559,1.013024602
Chechen Republic,2020-09-21 04:23:00,2378,40,1817,521.0,165.4858345,1.682085786
Chelyabinsk Oblast,2020-09-21 04:23:00,14997,122,10982,3893.0,429.33997819999996,0.813496033
Chukotka Autonomous Okrug,2020-09-21 04:23:00,182,2,172,8.0,368.8092729,1.098901099
Chuvashia Republic,2020-09-21 04:23:00,8327,85,7059,1183.0,676.377631,1.02077579
Dagestan Republic,2020-09-21 04:23:00,12600,547,10823,1230.0,411.24258910000003,4.341269841
Ingushetia Republic,2020-09-21 04:23:00,5185,79,4465,641.0,1062.4063859999999,1.5236258440000001
Irkutsk Oblast,2020-09-21 04:23:00,18289,274,14819,3196.0,760.7120054999999,1.4981682980000002
Ivanovo Oblast,2020-09-21 04:23:00,8228,130,6711,1387.0,810.9232185,1.579970831
Jewish Autonomous Okrug,2020-09-21 04:23:00,782,10,648,124.0,482.6743368,1.278772379
Kabardino-Balkarian Republic,2020-09-21 04:23:00,7234,87,6358,789.0,835.5008154,1.202654133
Kaliningrad Oblast,2020-09-21 04:23:00,3975,67,3120,788.0,399.6585559,1.685534591
Kalmykia Republic,2020-09-21 04:23:00,5750,65,3337,2348.0,2087.773635,1.1304347829999999
Kaluga Oblast,2020-09-21 04:23:00,8714,72,7368,1274.0,861.0195482999999,0.826256599
Kamchatka Krai,2020-09-21 04:23:00,4244,67,3250,927.0,1344.9234210000002,1.57869934
Karachay-Cherkess Republic,2020-09-21 04:23:00,6351,28,4703,1620.0,1361.984109,0.440875453
Karelia Republic,2020-09-21 04:23:00,3627,16,2646,965.0,582.6655786,0.441135925
Kemerovo Oblast,2020-09-21 04:23:00,8450,67,6330,2053.0,313.5579101,0.7928994079999999
Khabarovsk Krai,2020-09-21 04:23:00,11392,101,9158,2133.0,857.6362905,0.8865870790000001
Khakassia Republic,2020-09-21 04:23:00,3999,47,3387,565.0,743.982006,1.175293823
Khanty-Mansi Autonomous Okrug,2020-09-21 04:23:00,21175,179,20389,607.0,1381.960955,0.845336482
Kirov Oblast,2020-09-21 04:23:00,7839,121,5521,2197.0,610.8765482000001,1.54356423
Komi Republic,2020-09-21 04:23:00,7507,97,6389,1021.0,892.7626407,1.292127348
Kostroma Oblast,2020-09-21 04:23:00,4311,58,3169,1084.0,670.1133488,1.3453955
Krasnodar Krai,2020-09-21 04:23:00,13031,244,10186,2601.0,232.55440430000002,1.872457985
Krasnoyarsk Krai,2020-09-21 04:23:00,18954,532,14717,3705.0,658.9264651000001,2.806795399
Kurgan Oblast,2020-09-21 04:23:00,3499,26,2976,497.0,413.8198565,0.743069448
Kursk Oblast,2020-09-21 04:23:00,7709,56,6494,1159.0,691.2432066,0.7264236609999999
