Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-20 04:22:00,3775,31,3253,491.0,832.6422219,0.821192053
Altai Krai,2020-09-20 04:22:00,12914,164,11648,1102.0,549.5132081,1.2699396
Altai Republic,2020-09-20 04:22:00,2798,12,2235,551.0,1283.11543,0.42887777
Amur Oblast,2020-09-20 04:22:00,3959,50,3514,395.0,495.85182810000003,1.262945188
Arkhangelsk Oblast,2020-09-20 04:22:00,12290,257,9799,2234.0,1064.043469,2.091131001
Astrakhan Oblast,2020-09-20 04:22:00,6550,94,6144,312.0,643.7257866,1.435114504
Bashkortostan Republic,2020-09-20 04:22:00,8384,33,8158,193.0,206.33510800000002,0.39360687
Belgorod Oblast,2020-09-20 04:22:00,8208,57,7521,630.0,529.5907543999999,0.694444444
Bryansk Oblast,2020-09-20 04:22:00,8927,37,7288,1602.0,737.1703295,0.41447294700000004
Buryatia Republic,2020-09-20 04:22:00,6152,62,5223,867.0,624.8787469,1.0078023409999999
Chechen Republic,2020-09-20 04:22:00,2374,40,1811,523.0,165.20747319999998,1.684919966
Chelyabinsk Oblast,2020-09-20 04:22:00,14928,122,10969,3837.0,427.3646192,0.8172561629999999
Chukotka Autonomous Okrug,2020-09-20 04:22:00,182,2,172,8.0,368.8092729,1.098901099
Chuvashia Republic,2020-09-20 04:22:00,8301,85,7047,1169.0,674.2657278,1.023973015
Dagestan Republic,2020-09-20 04:22:00,12514,543,10744,1227.0,408.4356952,4.339140163
Ingushetia Republic,2020-09-20 04:22:00,5136,78,4408,650.0,1052.3662869999998,1.5186915890000001
Irkutsk Oblast,2020-09-20 04:22:00,18211,274,14815,3122.0,757.4676762999999,1.504585141
Ivanovo Oblast,2020-09-20 04:22:00,8184,130,6708,1346.0,806.5867307,1.588465298
Jewish Autonomous Okrug,2020-09-20 04:22:00,772,10,642,120.0,476.5020307,1.295336788
Kabardino-Balkarian Republic,2020-09-20 04:22:00,7191,86,6344,761.0,830.5344709999999,1.195939369
Kaliningrad Oblast,2020-09-20 04:22:00,3941,67,3118,756.0,396.2400927,1.700076123
Kalmykia Republic,2020-09-20 04:22:00,5681,65,3332,2284.0,2062.720351,1.14416476
Kaluga Oblast,2020-09-20 04:22:00,8672,72,7367,1233.0,856.8695802999999,0.8302583029999999
Kamchatka Krai,2020-09-20 04:22:00,4224,67,3250,907.0,1338.585422,1.5861742419999998
Karachay-Cherkess Republic,2020-09-20 04:22:00,6285,28,4703,1554.0,1347.830283,0.44550517100000003
Karelia Republic,2020-09-20 04:22:00,3610,16,2635,959.0,579.9345847,0.44321329600000003
Kemerovo Oblast,2020-09-20 04:22:00,8323,67,6281,1975.0,308.8452646,0.8049981979999999
Khabarovsk Krai,2020-09-20 04:22:00,11325,101,9144,2080.0,852.5922569,0.89183223
Khakassia Republic,2020-09-20 04:22:00,3963,47,3366,550.0,737.2844936,1.185970225
Khanty-Mansi Autonomous Okrug,2020-09-20 04:22:00,21077,179,20289,609.0,1375.565103,0.849266973
Kirov Oblast,2020-09-20 04:22:00,7769,120,5512,2137.0,605.4215975999999,1.544600335
