Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-14 04:34:46,2258,14,1740,504.0,498.04136081309997,0.6200177147918512
Altai Krai,2020-07-14 04:34:46,6056,51,3868,2137.0,257.6933551198257,0.8421400264200792
Altai Republic,2020-07-14 04:34:46,1099,1,567,531.0,503.9827939632125,0.09099181073703366
Amur Oblast,2020-07-14 04:34:46,2143,23,1149,971.0,268.4037553981343,1.07326178254783
Arkhangelsk Oblast,2020-07-14 04:34:46,7122,105,4544,2473.0,616.6084285402604,1.4743049705139006
Astrakhan Oblast,2020-07-14 04:34:46,3943,36,2652,1255.0,387.51309564291006,0.9130103981739792
Bashkortostan Republic,2020-07-14 04:34:46,5967,19,4015,1933.0,146.85133461948232,0.31841796547678897
Belgorod Oblast,2020-07-14 04:34:46,5176,42,4583,551.0,333.9622008470355,0.8114374034003091
Bryansk Oblast,2020-07-14 04:34:46,6817,35,5131,1651.0,562.9315712372273,0.5134223265365997
Buryatia Republic,2020-07-14 04:34:46,3414,25,2542,847.0,346.77113815894387,0.7322788517867604
Chechen Republic,2020-07-14 04:34:46,1842,27,1245,570.0,128.18541094141122,1.4657980456026058
Chelyabinsk Oblast,2020-07-14 04:34:46,8900,88,5039,3773.0,254.79267891885453,0.9887640449438202
Chukotka Autonomous Okrug,2020-07-14 04:34:46,144,1,137,6.0,291.80513901272593,0.6944444444444444
Chuvashia Republic,2020-07-14 04:34:46,5886,46,3205,2635.0,478.10240618885126,0.781515460414543
Dagestan Republic,2020-07-14 04:34:46,8514,415,6849,1250.0,277.88249232591954,4.874324641766502
Ingushetia Republic,2020-07-14 04:34:46,3318,71,2524,723.0,679.8581272551803,2.1398432790837854
Irkutsk Oblast,2020-07-14 04:34:46,10297,94,4543,5660.0,428.2930461131482,0.9128872487132176
Ivanovo Oblast,2020-07-14 04:34:46,5565,59,3464,2042.0,548.467150119352,1.060197663971249
Jewish Autonomous Okrug,2020-07-14 04:34:46,482,6,400,76.0,297.505153875591,1.2448132780082988
Kabardino-Balkarian Republic,2020-07-14 04:34:46,5604,61,4801,742.0,647.241715444638,1.0885082084225552
Kaliningrad Oblast,2020-07-14 04:34:46,2627,41,1809,777.0,264.12654748295546,1.5607156452226876
Kalmykia Republic,2020-07-14 04:34:46,2182,27,1255,900.0,792.2647079113913,1.2373968835930342
Kaluga Oblast,2020-07-14 04:34:46,6656,51,4676,1929.0,657.6711170132877,0.7662259615384616
Kamchatka Krai,2020-07-14 04:34:46,2757,29,1724,1004.0,873.6931837988066,1.051867972433805
Karachay-Cherkess Republic,2020-07-14 04:34:46,4065,18,2379,1668.0,871.7470325216327,0.4428044280442805
Karelia Republic,2020-07-14 04:34:46,1738,3,894,841.0,279.20396347536644,0.17261219792865362
Kemerovo Oblast,2020-07-14 04:34:46,2457,13,1200,1244.0,91.17299231096632,0.5291005291005291
Khabarovsk Krai,2020-07-14 04:34:46,5432,42,2675,2715.0,408.9431469650727,0.7731958762886598
Khakassia Republic,2020-07-14 04:34:46,2374,19,1748,607.0,441.66373650497763,0.8003369839932604
Khanty-Mansi Autonomous Okrug,2020-07-14 04:34:46,12474,93,7048,5333.0,814.1006354736162,0.7455507455507455
Kirov Oblast,2020-07-14 04:34:46,3833,45,3375,413.0,298.6975136334803,1.174015131750587
Komi Republic,2020-07-14 04:34:46,4308,36,2319,1953.0,512.3246911245812,0.8356545961002786
Kostroma Oblast,2020-07-14 04:34:46,1855,23,1197,635.0,288.3461521721559,1.2398921832884098
Krasnodar Krai,2020-07-14 04:34:46,6785,88,5699,998.0,121.08676486859812,1.296978629329403
Krasnoyarsk Krai,2020-07-14 04:34:46,10628,232,6811,3585.0,369.4771800561586,2.1829130598419266
Kurgan Oblast,2020-07-14 04:34:46,1432,2,658,772.0,169.3598269502103,0.13966480446927373
Kursk Oblast,2020-07-14 04:34:46,5666,46,3831,1789.0,508.05344514215363,0.8118602188492764
Leningrad Oblast,2020-07-14 04:34:46,5084,39,4261,784.0,280.2930396467999,0.7671125098347757
Lipetsk Oblast,2020-07-14 04:34:46,4223,19,2856,1348.0,367.15321930688634,0.4499171205304286
Magadan Oblast,2020-07-14 04:34:46,1055,5,622,428.0,732.1761942106032,0.4739336492890995
Mari El Republic,2020-07-14 04:34:46,3325,26,2894,405.0,487.2987236437342,0.7819548872180451
Mordovia Republic,2020-07-14 04:34:46,3865,29,2755,1081.0,480.0908259798077,0.7503234152652005
Moscow,2020-07-14 04:34:46,230029,4168,164954,60907.0,1839.2802828104627,1.8119454503562595
Moscow Oblast,2020-07-14 04:34:46,60688,1009,41279,18400.0,808.8082911912422,1.6626021618771418
Murmansk Oblast,2020-07-14 04:34:46,7228,32,3991,3205.0,959.1842422006564,0.4427227448810183
Nenets Autonomous Okrug,2020-07-14 04:34:46,250,0,43,207.0,568.2205604927608,0.0
Nizhny Novgorod Oblast,2020-07-14 04:34:46,20341,299,14274,5768.0,628.8271867518746,1.4699375645248514
North Ossetia - Alania Republic,2020-07-14 04:34:46,4256,67,3700,489.0,606.4708271287396,1.574248120300752
Novgorod Oblast,2020-07-14 04:34:46,3413,54,1561,1798.0,562.7592847862077,1.582185760328157
Novosibirsk Oblast,2020-07-14 04:34:46,7386,146,5199,2041.0,264.84044134336426,1.9767126997021391
Omsk Oblast,2020-07-14 04:34:46,4751,40,2697,2014.0,242.3879421309629,0.8419280151547043
Orel Oblast,2020-07-14 04:34:46,5069,75,3612,1382.0,678.3566879492323,1.4795817715525743
Orenburg Oblast,2020-07-14 04:34:46,4910,28,3530,1352.0,248.265679671541,0.570264765784114
Penza Oblast,2020-07-14 04:34:46,5768,66,5146,556.0,433.1452215476231,1.144244105409154
Perm Krai,2020-07-14 04:34:46,4474,96,3366,1012.0,170.5601188202455,2.145730889584265
Primorsky Krai,2020-07-14 04:34:46,5118,59,3687,1372.0,267.53272414490675,1.1527940601797575
Pskov Oblast,2020-07-14 04:34:46,3245,36,1891,1318.0,509.78248233434823,1.1093990755007703
Rostov Oblast,2020-07-14 04:34:46,10823,164,8097,2562.0,256.44172709463345,1.5152915088238013
Ryazan Oblast,2020-07-14 04:34:46,5694,22,4528,1144.0,507.7246552305269,0.3863716192483316
Saint Petersburg,2020-07-14 04:34:46,27861,1626,21385,4850.0,520.5780712957088,5.836114999461612
Sakha (Yakutiya) Republic,2020-07-14 04:34:46,4844,35,4205,604.0,502.3176713365757,0.7225433526011561
Sakhalin Oblast,2020-07-14 04:34:46,1443,0,521,922.0,294.3810551612568,0.0
Samara Oblast,2020-07-14 04:34:46,5954,64,3607,2283.0,186.44039136825447,1.0749076251259655
Saratov Oblast,2020-07-14 04:34:46,7689,47,4241,3401.0,312.18660549341234,0.6112628430224997
Smolensk Oblast,2020-07-14 04:34:46,5108,78,2998,2032.0,538.053485128741,1.5270164447924823
Stavropol Krai,2020-07-14 04:34:46,6239,120,3981,2138.0,222.7678051783249,1.923385157877865
Sverdlovsk Oblast,2020-07-14 04:34:46,16127,163,9964,6000.0,372.85654305779815,1.0107273516463071
Tambov Oblast,2020-07-14 04:34:46,5280,19,3714,1547.0,510.8596374444634,0.3598484848484849
Tatarstan Republic,2020-07-14 04:34:46,5029,15,3916,1098.0,129.13798788172613,0.2982700338039372
Tomsk Oblast,2020-07-14 04:34:46,3041,24,1707,1310.0,282.02322216863894,0.7892140743176587
Tula Oblast,2020-07-14 04:34:46,7568,156,6193,1219.0,507.2879066665326,2.061310782241015
Tver Oblast,2020-07-14 04:34:46,4095,101,3301,693.0,318.95678155082317,2.4664224664224665
Tyumen Oblast,2020-07-14 04:34:46,4120,20,2503,1597.0,111.58054381973784,0.4854368932038835
Tyva Republic,2020-07-14 04:34:46,5444,32,2039,3373.0,1692.1441492965978,0.5878030859662013
Udmurt Republic,2020-07-14 04:34:46,1792,19,1360,413.0,118.43674076893996,1.0602678571428572
Ulyanovsk Oblast,2020-07-14 04:34:46,7162,53,4266,2843.0,574.5144061773534,0.7400167550963418
Vladimir Oblast,2020-07-14 04:34:46,4962,91,3820,1051.0,359.99904232419215,1.8339379282547357
Volgograd Oblast,2020-07-14 04:34:46,7516,48,4005,3463.0,298.10302402434326,0.6386375731772219
Vologda Oblast,2020-07-14 04:34:46,1915,19,1486,410.0,162.7447864303992,0.9921671018276762
Voronezh Oblast,2020-07-14 04:34:46,9399,63,6577,2759.0,402.73926114335273,0.6702840727736993
Yamalo-Nenets Autonomous Okrug,2020-07-14 04:34:46,8159,56,3053,5050.0,1515.0024046183523,0.6863586223801936
Yaroslavl Oblast,2020-07-14 04:34:46,5306,22,4337,947.0,419.2199632767737,0.4146249528835281
Zabaykalsky Krai,2020-07-14 04:34:46,3683,45,2750,888.0,343.3053133558164,1.2218300298669562
