Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-06-28 04:34:04,1746,12,1182,552,385.11081309994347,0.6872852233676976
Altai Krai,2020-06-28 04:34:04,3753,31,2697,1025,159.69669117647058,0.826005861977085
Altai Republic,2020-06-28 04:34:04,561,0,247,314,257.26510228695383,0.0
Amur Oblast,2020-06-28 04:34:04,1610,9,690,911,201.6472450727934,0.5590062111801242
Arkhangelsk Oblast,2020-06-28 04:34:04,5225,50,2463,2712,452.3699858358412,0.9569377990430622
Astrakhan Oblast,2020-06-28 04:34:04,3382,30,2298,1054,332.37871911344706,0.8870490833826138
Bashkortostan Republic,2020-06-28 04:34:04,5220,18,2843,2359,128.4672308888382,0.3448275862068966
Belgorod Oblast,2020-06-28 04:34:04,4331,42,3267,1022,279.44171017552367,0.9697529438928654
Bryansk Oblast,2020-06-28 04:34:04,6011,34,4357,1620,496.37401711999024,0.5656296789219764
Buryatia Republic,2020-06-28 04:34:04,2831,17,1906,908,287.5539227088372,0.6004945249028611
Chechen Republic,2020-06-28 04:34:04,1677,21,1180,476,116.70300442385808,1.2522361359570662
Chelyabinsk Oblast,2020-06-28 04:34:04,6760,88,3560,3112,193.5279224147704,1.301775147928994
Chukotka Autonomous Okrug,2020-06-28 04:34:04,138,1,125,12,279.64659155386244,0.7246376811594203
Chuvashia Republic,2020-06-28 04:34:04,4915,28,2830,2057,399.2309423068644,0.5696846388606307
Dagestan Republic,2020-06-28 04:34:04,7636,369,5525,1742,249.22606429418857,4.832372970141435
Ingushetia Republic,2020-06-28 04:34:04,2978,67,2434,477,610.1921347094416,2.249832102081934
Irkutsk Oblast,2020-06-28 04:34:04,6575,55,2330,4190,273.4803125370446,0.8365019011406845
Ivanovo Oblast,2020-06-28 04:34:04,4479,40,2836,1603,441.4347466998343,0.8930564858227283
Jewish Autonomous Okrug,2020-06-28 04:34:04,417,5,345,67,257.38516424506525,1.1990407673860912
Kabardino-Balkarian Republic,2020-06-28 04:34:04,4851,50,3096,1705,560.2729410460277,1.030715316429602
Kaliningrad Oblast,2020-06-28 04:34:04,2411,37,1399,975,242.4092523720615,1.5346329323931978
Kalmykia Republic,2020-06-28 04:34:04,1442,22,1041,379,523.5773184272348,1.5256588072122053
Kaluga Oblast,2020-06-28 04:34:04,5880,44,3492,2344,580.9955180345753,0.7482993197278912
Kamchatka Krai,2020-06-28 04:34:04,2052,28,763,1261,650.2787135129312,1.364522417153996
Karachay-Cherkess Republic,2020-06-28 04:34:04,3305,12,1215,2078,708.7635774868381,0.3630862329803328
Karelia Republic,2020-06-28 04:34:04,1177,2,488,687,189.08116513838107,0.16992353440951571
Kemerovo Oblast,2020-06-28 04:34:04,1532,9,701,822,56.84860570630868,0.5874673629242819
Khabarovsk Krai,2020-06-28 04:34:04,3978,28,2063,1887,299.48008811249247,0.7038712921065863
Khakassia Republic,2020-06-28 04:34:04,1771,15,1310,446,329.4804032646652,0.846979107848673
Khanty-Mansi Autonomous Okrug,2020-06-28 04:34:04,8117,44,4091,3982,529.7462608737648,0.5420721941604041
Kirov Oblast,2020-06-28 04:34:04,3117,34,2411,672,242.90116096936032,1.09079242861726
Komi Republic,2020-06-28 04:34:04,3173,30,1501,1642,377.3459250088896,0.9454774661203909
Kostroma Oblast,2020-06-28 04:34:04,1494,17,852,625,232.23134843407055,1.1378848728246318
Krasnodar Krai,2020-06-28 04:34:04,5801,73,4564,1164,103.5260608699687,1.2584037234959489
Krasnoyarsk Krai,2020-06-28 04:34:04,8476,115,3465,4896,294.663961060971,1.3567720622935346
Kurgan Oblast,2020-06-28 04:34:04,700,1,386,313,82.78762490582908,0.14285714285714285
Kursk Oblast,2020-06-28 04:34:04,4882,32,2839,2011,437.75448626614786,0.6554690700532568
Leningrad Oblast,2020-06-28 04:34:04,4271,28,4143,100,235.4704115522192,0.6555841723249825
Lipetsk Oblast,2020-06-28 04:34:04,3663,14,2248,1401,318.4660767987508,0.3822003822003822
Magadan Oblast,2020-06-28 04:34:04,669,4,347,318,464.28992789279005,0.5979073243647235
Mari El Republic,2020-06-28 04:34:04,2880,22,2811,47,422.0813004793847,0.7638888888888888
Mordovia Republic,2020-06-28 04:34:04,3284,26,2106,1152,407.921933381032,0.7917174177831913
Moscow,2020-06-28 04:34:04,219354,3714,146043,69597,1753.9244493329372,1.6931535326458602
Moscow Oblast,2020-06-28 04:34:04,56609,858,31912,23839,754.4461599664685,1.515660054055009
Murmansk Oblast,2020-06-28 04:34:04,4901,12,3497,1392,650.382121060517,0.2448479902060804
Nenets Autonomous Okrug,2020-06-28 04:34:04,102,0,38,64,231.83398868104643,0.0
Nizhny Novgorod Oblast,2020-06-28 04:34:04,16838,223,10400,6215,520.5344953801714,1.3243853189214871
North Ossetia - Alania Republic,2020-06-28 04:34:04,3935,67,3485,383,560.729018973588,1.7026683608640407
Novgorod Oblast,2020-06-28 04:34:04,2742,25,756,1961,452.12011687189596,0.9117432530999272
Novosibirsk Oblast,2020-06-28 04:34:04,5671,87,3302,2282,203.34553789036264,1.534120966319873
Omsk Oblast,2020-06-28 04:34:04,3372,27,1955,1390,172.03370677028144,0.8007117437722421
Orel Oblast,2020-06-28 04:34:04,4396,57,2669,1670,588.2927599575509,1.2966333030027295
Orenburg Oblast,2020-06-28 04:34:04,3562,18,2638,906,180.10638513035212,0.5053340819764177
Penza Oblast,2020-06-28 04:34:04,4739,38,4438,263,355.8729550822097,0.8018569318421608
Perm Krai,2020-06-28 04:34:04,3529,78,2661,790,134.53434495231255,2.210257863417399
Primorsky Krai,2020-06-28 04:34:04,4063,41,2636,1386,212.3848101212888,1.0091065714988925
Pskov Oblast,2020-06-28 04:34:04,2609,21,911,1677,409.8682577535637,0.8049060942889996
Rostov Oblast,2020-06-28 04:34:04,9311,115,5353,3843,220.6161804470232,1.2350982708624207
Ryazan Oblast,2020-06-28 04:34:04,5069,18,3395,1656,451.9944287607202,0.3550996251726179
Saint Petersburg,2020-06-28 04:34:04,23518,1065,16211,6242,439.429851072556,4.52844629645378
Sakha (Yakutiya) Republic,2020-06-28 04:34:04,4075,28,2844,1203,422.5731855277757,0.6871165644171779
Sakhalin Oblast,2020-06-28 04:34:04,721,0,120,601,147.08852444301186,0.0
Samara Oblast,2020-06-28 04:34:04,4676,53,2576,2047,146.4217786425862,1.133447390932421
Saratov Oblast,2020-06-28 04:34:04,6115,42,3158,2915,248.279502222944,0.6868356500408831
Smolensk Oblast,2020-06-28 04:34:04,4463,63,2234,2166,470.1121190543405,1.4116065426842932
Stavropol Krai,2020-06-28 04:34:04,4875,92,2796,1987,174.06524286653854,1.8871794871794871
Sverdlovsk Oblast,2020-06-28 04:34:04,12093,90,7009,4994,279.59038725106683,0.7442322004465394
