Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-08-03 04:34:35,2803,20,2137,646.0,618.2506352343307,0.7135212272565109
Altai Krai,2020-08-03 04:34:35,9326,68,7316,1942.0,396.83755446623087,0.7291443276860391
Altai Republic,2020-08-03 04:34:35,1606,7,1171,428.0,736.4844104685343,0.4358655043586551
Amur Oblast,2020-08-03 04:34:35,2801,47,2041,713.0,350.8161077322325,1.6779721528025706
Arkhangelsk Oblast,2020-08-03 04:34:35,8842,185,7955,702.0,765.522567418279,2.0922868129382493
Astrakhan Oblast,2020-08-03 04:34:35,4657,49,3695,913.0,457.68412031677207,1.0521795147090405
Bashkortostan Republic,2020-08-03 04:34:35,6815,23,5200,1592.0,167.72110699376097,0.3374908290535583
Belgorod Oblast,2020-08-03 04:34:35,6042,47,5567,428.0,389.83763862399314,0.7778881165177094
Bryansk Oblast,2020-08-03 04:34:35,7430,35,6074,1321.0,613.551646514977,0.4710632570659489
Buryatia Republic,2020-08-03 04:34:35,4159,40,3378,741.0,422.44322308232216,0.961769656167348
Chechen Republic,2020-08-03 04:34:35,2082,33,1387,662.0,144.8870931487612,1.5850144092219018
Chelyabinsk Oblast,2020-08-03 04:34:35,11416,94,6891,4431.0,326.821710397488,0.8234057463209531
Chukotka Autonomous Okrug,2020-08-03 04:34:35,154,1,148,5.0,312.06938477749856,0.6493506493506493
Chuvashia Republic,2020-08-03 04:34:35,6811,56,3857,2898.0,553.2374258498584,0.8221993833504625
Dagestan Republic,2020-08-03 04:34:35,9350,445,8338,567.0,305.1681117274311,4.759358288770054
Ingushetia Republic,2020-08-03 04:34:35,3729,74,2986,669.0,764.0720182442941,1.9844462322338428
Irkutsk Oblast,2020-08-03 04:34:35,13711,176,8814,4721.0,570.2948388129914,1.28364087229232
Ivanovo Oblast,2020-08-03 04:34:35,6479,99,5132,1248.0,638.5478285037343,1.528013582342954
Jewish Autonomous Okrug,2020-08-03 04:34:35,538,8,476,54.0,332.0700680188132,1.4869888475836432
Kabardino-Balkarian Republic,2020-08-03 04:34:35,6008,70,5560,378.0,693.9022531033878,1.165113182423435
Kaliningrad Oblast,2020-08-03 04:34:35,2917,45,2370,502.0,293.28402702998903,1.542680836475831
Kalmykia Republic,2020-08-03 04:34:35,2659,38,2002,619.0,965.4591468086113,1.4291086874764949
Kaluga Oblast,2020-08-03 04:34:35,7260,56,6017,1187.0,717.3516090018733,0.7713498622589532
