Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-15 04:34:39,2275,14,1785,476.0,501.7910079051383,0.6153846153846154
Altai Krai,2020-07-15 04:34:39,6294,52,4026,2216.0,267.82066993464053,0.8261836669844296
Altai Republic,2020-07-15 04:34:39,1111,1,613,497.0,509.4857908035751,0.09000900090009001
Amur Oblast,2020-07-15 04:34:39,2185,27,1194,964.0,273.6641183130768,1.2356979405034323
Arkhangelsk Oblast,2020-07-15 04:34:39,7251,108,4585,2558.0,627.7769889561117,1.4894497310715764
Astrakhan Oblast,2020-07-15 04:34:39,3977,37,2706,1234.0,390.85457300833207,0.9303495096806638
Bashkortostan Republic,2020-07-15 04:34:39,6014,19,4176,1819.0,148.00803190909443,0.3159294978383771
Belgorod Oblast,2020-07-15 04:34:39,5227,42,4596,589.0,337.2527866745469,0.8035201836617563
Bryansk Oblast,2020-07-15 04:34:39,6862,35,5157,1670.0,566.6475637127553,0.5100553774409793
Buryatia Republic,2020-07-15 04:34:39,3449,26,2619,804.0,350.3262025513173,0.7538416932444186
Chechen Republic,2020-07-15 04:34:39,1851,28,1271,552.0,128.81172402418682,1.51269584008644
Chelyabinsk Oblast,2020-07-15 04:34:39,9032,88,5112,3832.0,258.5716265163028,0.9743135518157662
Chukotka Autonomous Okrug,2020-07-15 04:34:39,144,1,139,4.0,291.80513901272593,0.6944444444444444
Chuvashia Republic,2020-07-15 04:34:39,5940,47,3228,2665.0,482.4886667960884,0.7912457912457912
Dagestan Republic,2020-07-15 04:34:39,8560,417,6931,1212.0,279.383854159017,4.871495327102804
Ingushetia Republic,2020-07-15 04:34:39,3328,71,2529,728.0,681.9071270359374,2.1334134615384617
Irkutsk Oblast,2020-07-15 04:34:39,10495,98,4727,5670.0,436.5286509621724,0.9337779895188184
Ivanovo Oblast,2020-07-15 04:34:39,5629,59,3628,1942.0,554.7747687370768,1.0481435423698704
Jewish Autonomous Okrug,2020-07-15 04:34:39,487,6,402,79.0,300.59130692409303,1.2320328542094456
Kabardino-Balkarian Republic,2020-07-15 04:34:39,5645,61,5034,550.0,651.977067038719,1.0806023029229406
Kaliningrad Oblast,2020-07-15 04:34:39,2636,41,1821,774.0,265.0314347792427,1.5553869499241275
Kalmykia Republic,2020-07-15 04:34:39,2182,27,1294,861.0,792.2647079113913,1.2373968835930342
Kaluga Oblast,2020-07-15 04:34:39,6697,52,4887,1758.0,661.7222762376786,0.7764670748096163
Kamchatka Krai,2020-07-15 04:34:39,2798,29,1856,913.0,886.6860820707512,1.0364546104360255
Karachay-Cherkess Republic,2020-07-15 04:34:39,4084,18,2497,1569.0,875.8216188975027,0.4407443682664055
Karelia Republic,2020-07-15 04:34:39,1747,3,919,825.0,280.6497837695427,0.17172295363480253
Kemerovo Oblast,2020-07-15 04:34:39,2507,14,1260,1233.0,93.02836455986672,0.5584363781412046
Khabarovsk Krai,2020-07-15 04:34:39,5539,43,2701,2795.0,416.9985440058059,0.7763134139736414
Khakassia Republic,2020-07-15 04:34:39,2415,19,1796,600.0,449.2914589972708,0.7867494824016563
Khanty-Mansi Autonomous Okrug,2020-07-15 04:34:39,12742,94,7279,5369.0,831.5913337505867,0.7377177837074242
Kirov Oblast,2020-07-15 04:34:39,3877,47,3414,416.0,302.1263397748508,1.212277534175909
Komi Republic,2020-07-15 04:34:39,4366,38,2352,1976.0,519.2222844591276,0.8703618873110398
Kostroma Oblast,2020-07-15 04:34:39,1863,24,1229,610.0,289.5896935292325,1.288244766505636
Krasnodar Krai,2020-07-15 04:34:39,6847,88,5756,1003.0,122.19323199046295,1.2852344092303198
Krasnoyarsk Krai,2020-07-15 04:34:39,10756,234,7127,3395.0,373.92703694806573,2.175529936779472
Kurgan Oblast,2020-07-15 04:34:39,1490,2,672,816.0,176.21937301383616,0.1342281879194631
Kursk Oblast,2020-07-15 04:34:39,5701,48,3882,1771.0,511.1917915205468,0.8419575513067883
Leningrad Oblast,2020-07-15 04:34:39,5130,40,4274,816.0,282.82912930528784,0.7797270955165692
Lipetsk Oblast,2020-07-15 04:34:39,4255,19,2955,1281.0,369.9353417359227,0.4465334900117509
Magadan Oblast,2020-07-15 04:34:39,1068,5,625,438.0,741.1982705373688,0.4681647940074906
Mari El Republic,2020-07-15 04:34:39,3353,29,2904,420.0,491.4022918428392,0.8648971070682969
Mordovia Republic,2020-07-15 04:34:39,3901,29,2799,1073.0,484.56256459178,0.7433991284286079
Moscow,2020-07-15 04:34:39,230642,4205,165966,60471.0,1844.1817465970407,1.8231718420755976
Moscow Oblast,2020-07-15 04:34:39,60886,1015,41657,18214.0,811.4471002087724,1.6670498965279374
Murmansk Oblast,2020-07-15 04:34:39,7410,35,4061,3314.0,983.3363634071477,0.4723346828609986
Nenets Autonomous Okrug,2020-07-15 04:34:39,251,0,43,208.0,570.493442734732,0.0
Nizhny Novgorod Oblast,2020-07-15 04:34:39,20534,305,14642,5587.0,634.793641058109,1.4853413850199668
North Ossetia - Alania Republic,2020-07-15 04:34:39,4271,67,3718,486.0,608.6082947995411,1.5687192694919223
Novgorod Oblast,2020-07-15 04:34:39,3431,56,1673,1702.0,565.7272505424781,1.6321772078111338
Novosibirsk Oblast,2020-07-15 04:34:39,7505,148,5367,1990.0,269.1074346441848,1.9720186542305134
Omsk Oblast,2020-07-15 04:34:39,4844,42,2756,2046.0,247.1326440080793,0.8670520231213873
Orel Oblast,2020-07-15 04:34:39,5113,75,3678,1360.0,684.244968531155,1.4668492079014277
Orenburg Oblast,2020-07-15 04:34:39,5018,30,3642,1346.0,253.7265133588172,0.5978477481068155
Penza Oblast,2020-07-15 04:34:39,5803,67,5195,541.0,435.7735299308004,1.1545752197139412
