Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-07-03 04:21:37,15076,250,14460.0,366.0,3325.2752682100513,1.6582647917219422
Altai Krai,2021-07-03 04:21:37,54787,2468,47265.0,5054.0,2331.2823393246185,4.504718272582912
Altai Republic,2021-07-03 04:21:37,17903,251,17068.0,584.0,8210.01270275104,1.401999664860638
Amur Oblast,2021-07-03 04:21:37,24267,305,23307.0,655.0,3039.362544212098,1.2568508674331396
Arkhangelsk Oblast,2021-07-03 04:21:37,67577,1045,64701.0,1831.0,5850.680676139453,1.5463841247761811
Astrakhan Oblast,2021-07-03 04:21:37,36479,870,34467.0,1142.0,3585.1103768596795,2.3849337975273444
Bashkortostan Republic,2021-07-03 04:21:37,41665,604,39024.0,2037.0,1025.3998419508514,1.4496579863194528
Belgorod Oblast,2021-07-03 04:21:37,40992,759,38999.0,1234.0,2644.856749830309,1.8515807962529276
Bryansk Oblast,2021-07-03 04:21:37,45129,533,42468.0,2128.0,3726.6449872913054,1.1810587427153272
Buryatia Republic,2021-07-03 04:21:37,44903,1275,41176.0,2452.0,4560.944468878459,2.839453934035588
Chechen Republic,2021-07-03 04:21:37,12902,162,12377.0,363.0,897.8545993301234,1.2556192838319642
Chelyabinsk Oblast,2021-07-03 04:21:37,65336,1803,61349.0,2184.0,1870.4645471732895,2.7595812415819756
Chukotka Autonomous Okrug,2021-07-03 04:21:37,840,8,763.0,69.0,1702.1966442409014,0.9523809523809524
Chuvashia Republic,2021-07-03 04:21:37,27415,1557,25048.0,810.0,2226.8395286556847,5.67937260623746
Dagestan Republic,2021-07-03 04:21:37,36144,1551,32861.0,1732.0,1179.6787412060178,4.291168658698538
Ingushetia Republic,2021-07-03 04:21:37,16233,195,15702.0,336.0,3326.141344102876,1.2012566993162077
Irkutsk Oblast,2021-07-03 04:21:37,74596,2791,69205.0,2600.0,3102.743329887967,3.741487479221406
Ivanovo Oblast,2021-07-03 04:21:37,38380,1299,36025.0,1056.0,3782.6000398168426,3.3845752996352267
Jewish Autonomous Okrug,2021-07-03 04:21:37,4763,151,4386.0,226.0,2939.8693940029875,3.1702708377073274
Kabardino-Balkarian Republic,2021-07-03 04:21:37,24997,496,23991.0,510.0,2887.063019444971,1.9842381085730287
Kaliningrad Oblast,2021-07-03 04:21:37,36705,544,35247.0,914.0,3690.4320233581575,1.482086909140444
Kalmykia Republic,2021-07-03 04:21:37,21765,415,20782.0,568.0,7902.677070436036,1.906730990121755
Kaluga Oblast,2021-07-03 04:21:37,37566,378,35837.0,1351.0,3711.849937157628,1.0062290368950646
Kamchatka Krai,2021-07-03 04:21:37,15367,238,14152.0,977.0,4869.8016523163815,1.5487733454805752
Karachay-Cherkess Republic,2021-07-03 04:21:37,20942,184,20380.0,378.0,4491.051993866675,0.8786171330340942
Karelia Republic,2021-07-03 04:21:37,50363,636,47670.0,2057.0,8090.649719510863,1.262831840835534
Kemerovo Oblast,2021-07-03 04:21:37,40285,829,38152.0,1304.0,1494.8734209390632,2.0578379049273923
Khabarovsk Krai,2021-07-03 04:21:37,56115,492,52676.0,2947.0,4224.566401315364,0.8767709168671478
Khakassia Republic,2021-07-03 04:21:37,25319,602,23511.0,1206.0,4710.397702009068,2.3776610450649707
Khanty-Mansi Autonomous Okrug,2021-07-03 04:21:37,60149,810,58062.0,1277.0,3925.5522785876647,1.3466558047515338
Kirov Oblast,2021-07-03 04:21:37,46996,393,44402.0,2201.0,3662.298030451093,0.8362413822452974
Komi Republic,2021-07-03 04:21:37,47115,1021,44605.0,1489.0,5603.105344088822,2.16703809827019
Kostroma Oblast,2021-07-03 04:21:37,23417,521,19990.0,2906.0,3640.000994833085,2.224879361147884
Krasnodar Krai,2021-07-03 04:21:37,52265,3461,45497.0,3307.0,932.7339374881767,6.6220223859179175
Krasnoyarsk Krai,2021-07-03 04:21:37,78178,3970,70502.0,3706.0,2717.8196257461773,5.0781549796617975
Kurgan Oblast,2021-07-03 04:21:37,22537,449,21456.0,632.0,2665.406717860957,1.992279362825576
Kursk Oblast,2021-07-03 04:21:37,41001,938,39251.0,812.0,3676.4382817284577,2.2877490792907493
Leningrad Oblast,2021-07-03 04:21:37,49144,1773,44993.0,2378.0,2709.425873407225,3.6077649356991697
Lipetsk Oblast,2021-07-03 04:21:37,33718,909,30433.0,2376.0,2931.4876269452034,2.6958894359096037
Magadan Oblast,2021-07-03 04:21:37,8735,117,8422.0,196.0,6062.141285715277,1.3394390383514596
Mari El Republic,2021-07-03 04:21:37,14404,293,13786.0,325.0,2110.992726425367,2.034157178561511
Mordovia Republic,2021-07-03 04:21:37,22087,335,19794.0,1958.0,2743.535853406471,1.5167292977769729
Moscow,2021-07-03 04:21:37,1372705,22668,1170924.0,179113.0,10975.960598947679,1.6513380515114318
Moscow Oblast,2021-07-03 04:21:37,319312,6550,258450.0,54312.0,4255.572651543271,2.05128526331613
Murmansk Oblast,2021-07-03 04:21:37,54417,1330,49360.0,3727.0,7221.351536778241,2.444089163312935
Nenets Autonomous Okrug,2021-07-03 04:21:37,1219,8,1152.0,59.0,2770.643452962702,0.6562756357670222
Nizhny Novgorod Oblast,2021-07-03 04:21:37,125603,4269,116707.0,4627.0,3882.925182517856,3.3988041686902384
North Ossetia - Alania Republic,2021-07-03 04:21:37,17368,231,16618.0,519.0,2474.9025670986725,1.330032243205896
Novgorod Oblast,2021-07-03 04:21:37,32352,185,31423.0,744.0,5334.423785937119,0.5718348170128585
Novosibirsk Oblast,2021-07-03 04:21:37,47169,2079,41839.0,3251.0,1691.3429160201931,4.407555809959932
Omsk Oblast,2021-07-03 04:21:37,51307,1507,48644.0,1156.0,2617.5959054753353,2.937221041963085
Orel Oblast,2021-07-03 04:21:37,37589,751,35645.0,1193.0,5030.3313362248355,1.9979249248450344
Orenburg Oblast,2021-07-03 04:21:37,47854,1113,43059.0,3682.0,2419.654956212204,2.325824382496761
Penza Oblast,2021-07-03 04:21:37,50067,1080,45549.0,3438.0,3759.7575948725457,2.1571094733057703
Perm Krai,2021-07-03 04:21:37,61837,2724,55393.0,3720.0,2357.3817763718193,4.405129614955447
Primorsky Krai,2021-07-03 04:21:37,47247,794,42769.0,3684.0,2469.7379088851912,1.6805299807395178
Pskov Oblast,2021-07-03 04:21:37,39864,474,33533.0,5857.0,6262.54818976162,1.189042745334136
Rostov Oblast,2021-07-03 04:21:37,99787,4686,90242.0,4859.0,2364.3676080192363,4.696002485293676
Ryazan Oblast,2021-07-03 04:21:37,31250,614,29601.0,1035.0,2786.511323490335,1.9648
Saint Petersburg,2021-07-03 04:21:37,472935,16562,450711.0,5662.0,8836.710460795955,3.501961157452927
Sakha (Yakutiya) Republic,2021-07-03 04:21:37,41509,784,37744.0,2981.0,4304.439351674218,1.8887470187188318
Sakhalin Oblast,2021-07-03 04:21:37,24701,68,23596.0,1037.0,5039.1590045309795,0.2752924982794219
Samara Oblast,2021-07-03 04:21:37,67984,2304,64811.0,869.0,2128.8148415820315,3.389032713579666
Saratov Oblast,2021-07-03 04:21:37,66575,1354,63211.0,2010.0,2703.059339410057,2.0337964701464517
Smolensk Oblast,2021-07-03 04:21:37,35057,1125,31751.0,2181.0,3692.7449154577666,3.2090595316199333
Stavropol Krai,2021-07-03 04:21:37,57490,1686,54104.0,1700.0,2052.720166645601,2.932683945033919
Sverdlovsk Oblast,2021-07-03 04:21:37,94542,3876,88074.0,2592.0,2185.8128166286574,4.099765183727866
Tambov Oblast,2021-07-03 04:21:37,34950,610,33438.0,902.0,3381.542486493181,1.7453505007153076
Tatarstan Republic,2021-07-03 04:21:37,22515,543,20269.0,1703.0,578.1550600829318,2.411725516322452
Tomsk Oblast,2021-07-03 04:21:37,34312,473,32698.0,1141.0,3182.1048336239205,1.378526463044999
Tula Oblast,2021-07-03 04:21:37,43082,2227,39416.0,1439.0,2887.814164245185,5.169212199990716
Tver Oblast,2021-07-03 04:21:37,46278,1194,41254.0,3830.0,3604.5621334820494,2.580059639569558
Tyumen Oblast,2021-07-03 04:21:37,39429,682,37730.0,1017.0,1067.8420539486513,1.7296913439346673
Tyva Republic,2021-07-03 04:21:37,16746,219,16259.0,268.0,5205.114975040563,1.3077749910426368
Udmurt Republic,2021-07-03 04:21:37,35852,1063,32304.0,2485.0,2369.5279185535915,2.9649670869128637
Ulyanovsk Oblast,2021-07-03 04:21:37,59082,1700,56416.0,966.0,4739.382874304719,2.877356893808605
Vladimir Oblast,2021-07-03 04:21:37,36620,1283,34027.0,1310.0,2656.824854879467,3.5035499726925177
Volgograd Oblast,2021-07-03 04:21:37,63169,1530,59405.0,2234.0,2505.43772280385,2.42207411863414
Vologda Oblast,2021-07-03 04:21:37,48332,1168,44269.0,2895.0,4107.45745052431,2.416618389472813
Voronezh Oblast,2021-07-03 04:21:37,91172,3215,86342.0,1615.0,3906.6436766636616,3.526301934804545
Yamalo-Nenets Autonomous Okrug,2021-07-03 04:21:37,40258,432,38786.0,1040.0,7475.299277500385,1.0730786427542351
Yaroslavl Oblast,2021-07-03 04:21:37,44125,714,41100.0,2311.0,3486.257233243053,1.618130311614731
Zabaykalsky Krai,2021-07-03 04:21:37,47294,746,44036.0,2512.0,4408.439177260379,1.5773671078783775
