Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-04-10 04:20:59,14196,168,13595.0,433.0,3131.1758893280626,1.183431952662722
Altai Krai,2021-04-10 04:20:59,47956,1910,43008.0,3038.0,2040.6113834422656,3.982817582784219
Altai Republic,2021-04-10 04:20:59,16727,202,16394.0,131.0,7670.719012395501,1.2076283852454115
Amur Oblast,2021-04-10 04:20:59,22038,259,20954.0,825.0,2760.1875695119384,1.1752427625011344
Arkhangelsk Oblast,2021-04-10 04:20:59,60421,844,56151.0,3426.0,5231.1285960167215,1.3968653282799026
Astrakhan Oblast,2021-04-10 04:20:59,31336,689,29821.0,826.0,3079.662785966581,2.1987490426346694
Bashkortostan Republic,2021-04-10 04:20:59,33294,390,29191.0,3713.0,819.3846714967392,1.1713822310326183
Belgorod Oblast,2021-04-10 04:20:59,35046,583,32974.0,1489.0,2261.213155116925,1.6635279347143754
Bryansk Oblast,2021-04-10 04:20:59,36449,293,35596.0,560.0,3009.871327567214,0.8038629317676754
Buryatia Republic,2021-04-10 04:20:59,36419,803,34902.0,714.0,3699.1968601671288,2.2048930503308712
Chechen Republic,2021-04-10 04:20:59,11765,117,11460.0,188.0,818.7303798728027,0.994475138121547
Chelyabinsk Oblast,2021-04-10 04:20:59,56513,1290,52005.0,3218.0,1617.8762543529474,2.282660626758445
Chukotka Autonomous Okrug,2021-04-10 04:20:59,738,6,698.0,34.0,1495.5013374402206,0.8130081300813008
Chuvashia Republic,2021-04-10 04:20:59,23177,1273,21129.0,775.0,1882.5992980358487,5.492514130387884
Dagestan Republic,2021-04-10 04:20:59,31431,1418,29088.0,925.0,1025.854429914961,4.511469568260634
Ingushetia Republic,2021-04-10 04:20:59,15206,181,13472.0,1553.0,3115.7090666191298,1.1903196106799947
Irkutsk Oblast,2021-04-10 04:20:59,63066,2083,60140.0,843.0,2623.1649263058944,3.3028890368819965
Ivanovo Oblast,2021-04-10 04:20:59,33128,1080,31606.0,442.0,3264.981086999801,3.260082105771553
Jewish Autonomous Okrug,2021-04-10 04:20:59,4453,125,4258.0,70.0,2748.5279049958644,2.8070963395463733
Kabardino-Balkarian Republic,2021-04-10 04:20:59,23152,429,22140.0,583.0,2673.972197711324,1.8529716655148585
Kaliningrad Oblast,2021-04-10 04:20:59,30672,346,28420.0,1906.0,3083.8559057469392,1.128064684402713
Kalmykia Republic,2021-04-10 04:20:59,20157,323,19311.0,523.0,7318.826634908301,1.6024209951877757
Kaluga Oblast,2021-04-10 04:20:59,32875,295,30716.0,1864.0,3248.338036630384,0.8973384030418251
Kamchatka Krai,2021-04-10 04:20:59,14241,213,13474.0,554.0,4512.972299774684,1.4956814830419212
Karachay-Cherkess Republic,2021-04-10 04:20:59,19803,72,19339.0,392.0,4246.791263229004,0.3635812755643084
Karelia Republic,2021-04-10 04:20:59,44517,412,42317.0,1788.0,7151.5091150937205,0.925489138980614
Kemerovo Oblast,2021-04-10 04:20:59,33732,631,32820.0,281.0,1251.708333998175,1.8706272975216407
Khabarovsk Krai,2021-04-10 04:20:59,51048,360,48727.0,1961.0,3843.1019451901752,0.7052186177715092
Khakassia Republic,2021-04-10 04:20:59,21968,512,21258.0,198.0,4086.970919773103,2.3306627822286963
Khanty-Mansi Autonomous Okrug,2021-04-10 04:20:59,54793,786,53341.0,666.0,3575.99936824642,1.4344898070921468
Kirov Oblast,2021-04-10 04:20:59,40513,331,37080.0,3102.0,3157.0916696668896,0.8170216967393182
Komi Republic,2021-04-10 04:20:59,42209,829,41038.0,342.0,5019.664087204607,1.9640361060437348
Kostroma Oblast,2021-04-10 04:20:59,20014,408,17223.0,2383.0,3111.029590066592,2.038572998900769
Krasnodar Krai,2021-04-10 04:20:59,43338,2427,38037.0,2874.0,773.4205181835379,5.60016613595459
Krasnoyarsk Krai,2021-04-10 04:20:59,67878,3259,62779.0,1840.0,2359.74520397553,4.8012610860661775
Kurgan Oblast,2021-04-10 04:20:59,19583,362,17894.0,1327.0,2316.0429407583583,1.848542102844304
Kursk Oblast,2021-04-10 04:20:59,34835,615,31708.0,2512.0,3123.5513168949738,1.7654657671881728
Leningrad Oblast,2021-04-10 04:20:59,40703,1029,38093.0,1581.0,2244.0534210746846,2.5280691840896248
Lipetsk Oblast,2021-04-10 04:20:59,28348,568,25239.0,2541.0,2464.6127068225464,2.0036686891491464
Magadan Oblast,2021-04-10 04:20:59,8273,99,8077.0,97.0,5741.510573179449,1.196663846246827
Mari El Republic,2021-04-10 04:20:59,12718,217,11888.0,613.0,1863.899298436394,1.7062431199874195
Mordovia Republic,2021-04-10 04:20:59,19382,216,17376.0,1790.0,2407.534382701328,1.1144360747084925
Moscow,2021-04-10 04:20:59,1044220,17139,957137.0,69944.0,8349.439665939257,1.6413207944685986
Moscow Oblast,2021-04-10 04:20:59,237471,5542,195114.0,36815.0,3164.85159697923,2.333758648424439
Murmansk Oblast,2021-04-10 04:20:59,49634,1110,47230.0,1294.0,6586.6284833131385,2.2363702300842165
Nenets Autonomous Okrug,2021-04-10 04:20:59,1092,4,1029.0,59.0,2481.9874082323795,0.3663003663003663
Nizhny Novgorod Oblast,2021-04-10 04:20:59,109783,2926,104430.0,2427.0,3393.861415032745,2.6652578268037863
North Ossetia - Alania Republic,2021-04-10 04:20:59,16480,178,15568.0,734.0,2348.364480987225,1.0800970873786409
Novgorod Oblast,2021-04-10 04:20:59,29053,121,26321.0,2611.0,4790.461617607292,0.4164802257942381
Novosibirsk Oblast,2021-04-10 04:20:59,39479,1671,36755.0,1053.0,1415.6019203621279,4.232630005825882
Omsk Oblast,2021-04-10 04:20:59,44403,1341,41330.0,1732.0,2265.3655639741423,3.0200662117424497
Orel Oblast,2021-04-10 04:20:59,32982,516,30368.0,2098.0,4413.801594385793,1.5644897216663636
Orenburg Oblast,2021-04-10 04:20:59,40765,767,37135.0,2863.0,2061.211900572376,1.8815160063780203
Penza Oblast,2021-04-10 04:20:59,42928,563,40182.0,2183.0,3223.6577792296052,1.3114983227730153
Perm Krai,2021-04-10 04:20:59,52261,2016,47070.0,3175.0,1992.3206011767652,3.8575610876179183
Primorsky Krai,2021-04-10 04:20:59,42803,693,40031.0,2079.0,2237.4371222302548,1.6190453940144385
Pskov Oblast,2021-04-10 04:20:59,34895,270,24308.0,10317.0,5481.929035764893,0.7737498208912451
Rostov Oblast,2021-04-10 04:20:59,83003,3771,74480.0,4752.0,1966.6850849150753,4.543209281592231
Ryazan Oblast,2021-04-10 04:20:59,26772,397,24881.0,1494.0,2387.215396879464,1.4828925743313908
Saint Petersburg,2021-04-10 04:20:59,400989,12551,356556.0,31882.0,7492.411623085854,3.1300110476846004
Sakha (Yakutiya) Republic,2021-04-10 04:20:59,33816,571,32698.0,547.0,3506.683396762519,1.6885497989117575
Sakhalin Oblast,2021-04-10 04:20:59,22146,40,21799.0,307.0,4517.922971310598,0.1806195249706493
Samara Oblast,2021-04-10 04:20:59,57528,1187,54312.0,2029.0,1801.4012150878311,2.063343067723544
Saratov Oblast,2021-04-10 04:20:59,56127,863,50772.0,4492.0,2278.852595464788,1.53758440679174
Smolensk Oblast,2021-04-10 04:20:59,28458,798,27129.0,531.0,2997.6362724733185,2.8041324056504324
Stavropol Krai,2021-04-10 04:20:59,51250,1260,48310.0,1680.0,1829.916655776431,2.4585365853658536
Sverdlovsk Oblast,2021-04-10 04:20:59,83704,2812,77150.0,3742.0,1935.2380529614893,3.35945713466501
Tambov Oblast,2021-04-10 04:20:59,30184,428,27512.0,2244.0,2920.414260724183,1.417969785316724
Tatarstan Republic,2021-04-10 04:20:59,19732,433,16841.0,2458.0,506.6913455721257,2.1944050273667144
Tomsk Oblast,2021-04-10 04:20:59,31614,369,30578.0,667.0,2931.891530956709,1.1672044031125448
Tula Oblast,2021-04-10 04:20:59,37046,1639,34513.0,894.0,2483.217202744235,4.424229336500567
Tver Oblast,2021-04-10 04:20:59,38249,766,36247.0,1236.0,2979.188751535393,2.002666736385265
Tyumen Oblast,2021-04-10 04:20:59,34074,420,32193.0,1461.0,922.8144296392592,1.2326113752421202
Tyva Republic,2021-04-10 04:20:59,15775,200,15030.0,545.0,4903.301608220761,1.2678288431061806
Udmurt Republic,2021-04-10 04:20:59,31368,774,27954.0,2640.0,2073.1716989063107,2.467482785003825
Ulyanovsk Oblast,2021-04-10 04:20:59,51651,1039,48448.0,2164.0,4143.29008565575,2.011577704207082
Vladimir Oblast,2021-04-10 04:20:59,30605,1026,27725.0,1854.0,2220.429401517916,3.35239339977128
Volgograd Oblast,2021-04-10 04:20:59,54628,996,52276.0,1356.0,2166.680680734676,1.8232408288789632
Vologda Oblast,2021-04-10 04:20:59,43468,929,40501.0,2038.0,3694.094191413364,2.1372043802337357
Voronezh Oblast,2021-04-10 04:20:59,76933,2470,71616.0,2847.0,3296.5144778744075,3.2105858344273592
Yamalo-Nenets Autonomous Okrug,2021-04-10 04:20:59,38175,409,36835.0,931.0,7088.51780810217,1.0713817943680422
Yaroslavl Oblast,2021-04-10 04:20:59,36880,497,35128.0,1255.0,2913.83947335986,1.3476138828633406
Zabaykalsky Krai,2021-04-10 04:20:59,41518,599,40053.0,866.0,3870.0380124645094,1.4427477238787996
