Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-02-17 05:23:10,13589,137,11820,1632.0,2997.2914313946917,1.0081683714769298
Altai Krai,2021-02-17 05:23:10,41790,1384,37370,3036.0,1778.237336601307,3.311797080641302
Altai Republic,2021-02-17 05:23:10,15939,143,15410,386.0,7309.355553211686,0.8971704623878537
Amur Oblast,2021-02-17 05:23:10,20472,153,18870,1449.0,2564.051180826228,0.7473622508792497
Arkhangelsk Oblast,2021-02-17 05:23:10,54775,567,48783,5425.0,4742.309277350852,1.0351437699680508
Astrakhan Oblast,2021-02-17 05:23:10,26876,527,17295,9054.0,2641.3395786200485,1.9608572704271467
Bashkortostan Republic,2021-02-17 05:23:10,26841,234,21006,5601.0,660.5725946910547,0.871800603554264
Belgorod Oblast,2021-02-17 05:23:10,30058,454,27047,2557.0,1939.380956928167,1.5104132011444542
Bryansk Oblast,2021-02-17 05:23:10,31582,249,30417,916.0,2607.9660969362053,0.7884237857007156
Buryatia Republic,2021-02-17 05:23:10,32398,693,29955,1750.0,3290.7707481175926,2.1390209272177296
Chechen Republic,2021-02-17 05:23:10,11153,110,10450,593.0,776.1410902440603,0.9862817179234288
Chelyabinsk Oblast,2021-02-17 05:23:10,48116,924,41496,5696.0,1377.483656051641,1.9203591320974311
Chukotka Autonomous Okrug,2021-02-17 05:23:10,671,4,615,52.0,1359.7308908162438,0.5961251862891207
Chuvashia Republic,2021-02-17 05:23:10,20726,966,18938,822.0,1683.5118026962507,4.660812506031072
Dagestan Republic,2021-02-17 05:23:10,29169,1301,26711,1157.0,952.0265936874263,4.460214611402517
Ingushetia Republic,2021-02-17 05:23:10,14490,169,12649,1672.0,2969.000682316927,1.1663216011042101
Irkutsk Oblast,2021-02-17 05:23:10,52775,1692,48611,2472.0,2195.12144397605,3.2060634770251064
Ivanovo Oblast,2021-02-17 05:23:10,29258,862,26764,1632.0,2883.567273709254,2.9462027479663684
Jewish Autonomous Okrug,2021-02-17 05:23:10,4277,115,4075,87.0,2639.895317688595,2.688800561140986
Kabardino-Balkarian Republic,2021-02-17 05:23:10,20101,355,18770,976.0,2321.592741283488,1.7660812894880848
Kaliningrad Oblast,2021-02-17 05:23:10,26754,232,24069,2453.0,2689.9283027632237,0.8671600508335202
Kalmykia Republic,2021-02-17 05:23:10,18456,282,17397,777.0,6701.208730161613,1.5279583875162548
Kaluga Oblast,2021-02-17 05:23:10,28332,240,26018,2074.0,2799.4498328155755,0.8470986869970352
Kamchatka Krai,2021-02-17 05:23:10,13066,115,11560,1391.0,4140.614849298225,0.880146946272769
Karachay-Cherkess Republic,2021-02-17 05:23:10,18517,60,16843,1614.0,3971.006101156968,0.32402657017875464
Karelia Republic,2021-02-17 05:23:10,39052,274,34607,4171.0,6273.57490313004,0.7016285977670798
Kemerovo Oblast,2021-02-17 05:23:10,30818,548,29741,529.0,1143.5772393322588,1.778181582192225
Khabarovsk Krai,2021-02-17 05:23:10,47749,271,44206,3272.0,3594.7397504483165,0.5675511529037257
Khakassia Republic,2021-02-17 05:23:10,21032,425,19636,971.0,3912.8355965344103,2.020730315709395
Khanty-Mansi Autonomous Okrug,2021-02-17 05:23:10,49960,712,47507,1741.0,3260.5794250650843,1.4251401120896718
Kirov Oblast,2021-02-17 05:23:10,34901,282,29690,4929.0,2719.7604809084523,0.8079997707802069
Komi Republic,2021-02-17 05:23:10,38458,733,37117,608.0,4573.580076896274,1.9059753497321756
Kostroma Oblast,2021-02-17 05:23:10,17878,330,14789,2759.0,2779.004047727117,1.8458440541447592
Krasnodar Krai,2021-02-17 05:23:10,36511,1743,29653,5115.0,651.5842110710959,4.7739037550327295
Krasnoyarsk Krai,2021-02-17 05:23:10,60501,2645,55755,2101.0,2103.2874360724168,4.371828564817109
Kurgan Oblast,2021-02-17 05:23:10,16702,259,14757,1686.0,1975.3127302530813,1.5507124895222129
Kursk Oblast,2021-02-17 05:23:10,28975,421,25663,2891.0,2598.1024661125844,1.45297670405522
Leningrad Oblast,2021-02-17 05:23:10,33973,522,30598,2853.0,1873.01247756112,1.5365142907603098
Lipetsk Oblast,2021-02-17 05:23:10,23218,405,19436,3377.0,2018.6037049176623,1.744336290808855
Magadan Oblast,2021-02-17 05:23:10,8067,94,7699,274.0,5598.545363693777,1.1652411057394323
Mari El Republic,2021-02-17 05:23:10,11345,162,10031,1152.0,1662.6779006731315,1.4279418245923314
Mordovia Republic,2021-02-17 05:23:10,17143,150,14955,2038.0,2129.417084028937,0.8749927083940967
Moscow,2021-02-17 05:23:10,959405,14464,873898,71043.0,7671.270577752249,1.5076010652435623
Moscow Oblast,2021-02-17 05:23:10,206475,4297,168010,34168.0,2751.758039871338,2.0811236227146144
Murmansk Oblast,2021-02-17 05:23:10,45513,892,43205,1416.0,6039.755453137585,1.9598795948410344
Nenets Autonomous Okrug,2021-02-17 05:23:10,987,3,859,125.0,2243.33477282542,0.30395136778115506
Nizhny Novgorod Oblast,2021-02-17 05:23:10,91718,2313,83686,5719.0,2835.395109115011,2.5218604854009032
North Ossetia - Alania Republic,2021-02-17 05:23:10,15280,144,13791,1345.0,2177.3670673231068,0.9424083769633508
Novgorod Oblast,2021-02-17 05:23:10,26076,113,22508,3455.0,4299.593058917419,0.4333486731093726
Novosibirsk Oblast,2021-02-17 05:23:10,34311,1345,31982,984.0,1230.2924970122085,3.92002564775145
Omsk Oblast,2021-02-17 05:23:10,39686,1160,36236,2290.0,2024.7122440348126,2.9229451191856066
Orel Oblast,2021-02-17 05:23:10,29094,410,26014,2670.0,3893.491710237713,1.4092252698150822
Orenburg Oblast,2021-02-17 05:23:10,36404,551,32828,3025.0,1840.705458811156,1.5135699373695195
Penza Oblast,2021-02-17 05:23:10,36078,415,29715,5948.0,2709.260281379186,1.1502854925439323
Perm Krai,2021-02-17 05:23:10,44138,1607,36351,6180.0,1682.6514359606604,3.6408536861661154
Primorsky Krai,2021-02-17 05:23:10,39131,600,31994,6537.0,2045.491017685492,1.5333111855050985
Pskov Oblast,2021-02-17 05:23:10,30864,157,19934,10773.0,4848.667653241086,0.5086832555728357
Rostov Oblast,2021-02-17 05:23:10,69357,2954,59506,6897.0,1643.3547875914712,4.259123087792148
