Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-05-27 04:20:59,14636,198,14097.0,341.0,3228.225578769057,1.3528286417053839
Altai Krai,2021-05-27 04:20:59,51343,2258,46298.0,2787.0,2184.7341367102395,4.3978731277876255
Altai Republic,2021-05-27 04:20:59,16975,244,16606.0,125.0,7784.447613762995,1.4374079528718704
Amur Oblast,2021-05-27 04:20:59,22669,291,22096.0,282.0,2839.2182599721446,1.2836913847103977
Arkhangelsk Oblast,2021-05-27 04:20:59,63449,970,60726.0,1753.0,5493.286742832209,1.5287868997147316
Astrakhan Oblast,2021-05-27 04:20:59,34045,769,32512.0,764.0,3345.899908993881,2.258775150536055
Bashkortostan Republic,2021-05-27 04:20:59,37754,515,35601.0,1638.0,929.1478611067427,1.3640938708481218
Belgorod Oblast,2021-05-27 04:20:59,38482,683,35850.0,1949.0,2482.9083100841613,1.7748557767267814
Bryansk Oblast,2021-05-27 04:20:59,39912,339,38989.0,584.0,3295.837592961745,0.8493686109440771
Buryatia Republic,2021-05-27 04:20:59,38119,892,36766.0,461.0,3871.871416368126,2.3400403998006243
Chechen Republic,2021-05-27 04:20:59,12241,133,11983.0,125.0,851.8553829173802,1.0865125398251776
Chelyabinsk Oblast,2021-05-27 04:20:59,61394,1599,57072.0,2723.0,1757.611430285861,2.6044890380167445
Chukotka Autonomous Okrug,2021-05-27 04:20:59,766,7,733.0,26.0,1552.2412255815839,0.9138381201044388
Chuvashia Republic,2021-05-27 04:20:59,25536,1416,23313.0,807.0,2074.2139049334874,5.545112781954887
Dagestan Republic,2021-05-27 04:20:59,33390,1485,31002.0,903.0,1089.7928610244837,4.447439353099731
Ingushetia Republic,2021-05-27 04:20:59,15719,189,15305.0,225.0,3220.822755371965,1.2023665627584452
Irkutsk Oblast,2021-05-27 04:20:59,69311,2437,66257.0,617.0,2882.9192307612325,3.5160364155761714
Ivanovo Oblast,2021-05-27 04:20:59,35982,1202,33863.0,917.0,3546.261454733967,3.340559168473125
Jewish Autonomous Okrug,2021-05-27 04:20:59,4489,142,4312.0,35.0,2770.748206945079,3.163288037424816
Kabardino-Balkarian Republic,2021-05-27 04:20:59,24255,466,23558.0,231.0,2801.364705230138,1.9212533498247784
Kaliningrad Oblast,2021-05-27 04:20:59,33301,478,32207.0,616.0,3348.1835392957373,1.4353923305606435
Kalmykia Republic,2021-05-27 04:20:59,20757,372,20101.0,284.0,7536.681275030591,1.792166498048851
Kaluga Oblast,2021-05-27 04:20:59,35426,334,33871.0,1221.0,3500.399187396745,0.9428103652684467
