Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-08-12 04:27:29,3016,21,2378,617.0,665.2315076228119,0.6962864721485411
Altai Krai,2020-08-12 04:27:29,10185,95,8362,1728.0,433.38950163398687,0.932744231713304
Altai Republic,2020-08-12 04:27:29,1731,7,1434,290.0,793.8072942223122,0.4043905257076834
Amur Oblast,2020-08-12 04:27:29,2981,47,2405,529.0,373.3605202248429,1.5766521301576653
Arkhangelsk Oblast,2020-08-12 04:27:29,9414,220,8516,678.0,815.0451763939923,2.3369449755683025
Astrakhan Oblast,2020-08-12 04:27:29,4965,54,4030,881.0,487.95397409765366,1.0876132930513596
Bashkortostan Republic,2020-08-12 04:27:29,7127,25,5424,1678.0,175.3996081503352,0.3507787287778869
Belgorod Oblast,2020-08-12 04:27:29,6461,51,5611,799.0,416.8720594421747,0.7893514935768456
Bryansk Oblast,2020-08-12 04:27:29,7677,35,6270,1372.0,633.9483163250983,0.4559072554383223
Buryatia Republic,2020-08-12 04:27:29,4444,42,3719,683.0,451.39160456307746,0.9450945094509452
Chechen Republic,2020-08-12 04:27:29,2158,35,1431,692.0,150.1759591810887,1.6218721037998147
Chelyabinsk Oblast,2020-08-12 04:27:29,12261,96,7701,4464.0,351.0127006993344,0.7829703939319794
Chukotka Autonomous Okrug,2020-08-12 04:27:29,162,1,151,10.0,328.2807813893167,0.6172839506172839
Chuvashia Republic,2020-08-12 04:27:29,7108,64,4450,2594.0,577.3618591896628,0.9003939223410242
Dagestan Republic,2020-08-12 04:27:29,9763,458,8775,530.0,318.6477299245892,4.691180989449964
Ingushetia Republic,2020-08-12 04:27:29,3904,75,3312,517.0,799.929514407542,1.9211065573770487
Irkutsk Oblast,2020-08-12 04:27:29,14867,214,10551,4102.0,618.3774610628507,1.4394296092015877
Ivanovo Oblast,2020-08-12 04:27:29,6700,108,5401,1191.0,660.3288240430653,1.611940298507463
Jewish Autonomous Okrug,2020-08-12 04:27:29,564,8,495,61.0,348.1180638710235,1.4184397163120568
Kabardino-Balkarian Republic,2020-08-12 04:27:29,6143,75,5736,332.0,709.4942644497522,1.2209018394921047
Kaliningrad Oblast,2020-08-12 04:27:29,3035,47,2416,572.0,305.148104914644,1.5485996705107083
Kalmykia Republic,2020-08-12 04:27:29,3052,42,2186,824.0,1108.1539360887102,1.3761467889908257
Kaluga Oblast,2020-08-12 04:27:29,7491,56,6223,1212.0,740.1764329246602,0.7475637431584569
Kamchatka Krai,2020-08-12 04:27:29,3538,42,3054,442.0,1121.1920508814571,1.1871113623516112
Karachay-Cherkess Republic,2020-08-12 04:27:29,4562,24,3426,1112.0,978.3296340378081,0.526085050416484
Karelia Republic,2020-08-12 04:27:29,2584,13,1634,937.0,415.1110711279327,0.5030959752321982
Kemerovo Oblast,2020-08-12 04:27:29,4544,19,3200,1325.0,168.6162299800696,0.41813380281690143
Khabarovsk Krai,2020-08-12 04:27:29,8634,73,6157,2404.0,650.0027855111263,0.8454945564049108
Khakassia Republic,2020-08-12 04:27:29,3052,35,2713,304.0,567.8002206458262,1.1467889908256879
Khanty-Mansi Autonomous Okrug,2020-08-12 04:27:29,17994,141,15484,2369.0,1174.3568089395742,0.7835945315105035
Kirov Oblast,2020-08-12 04:27:29,5352,81,4558,713.0,417.06994337761193,1.5134529147982063
Komi Republic,2020-08-12 04:27:29,5871,71,4696,1104.0,698.2029390883048,1.2093340146482712
Kostroma Oblast,2020-08-12 04:27:29,2657,30,1886,741.0,413.01117321909317,1.1290929619872037
Krasnodar Krai,2020-08-12 04:27:29,9465,132,8158,1175.0,168.91469852340177,1.3946117274167988
Krasnoyarsk Krai,2020-08-12 04:27:29,14568,371,12209,1988.0,506.44933751017294,2.546677649643053
Kurgan Oblast,2020-08-12 04:27:29,2523,10,2123,390.0,298.39025376772395,0.39635354736424894
Kursk Oblast,2020-08-12 04:27:29,6514,51,5275,1188.0,584.0910945386496,0.7829290758366595
Leningrad Oblast,2020-08-12 04:27:29,6234,62,4650,1522.0,343.69528110899887,0.9945460378569136
Lipetsk Oblast,2020-08-12 04:27:29,4731,23,3889,819.0,411.31941286783785,0.4861551469034031
Magadan Oblast,2020-08-12 04:27:29,1554,14,1154,386.0,1078.485123984149,0.9009009009009008
Mari El Republic,2020-08-12 04:27:29,3932,36,3444,452.0,576.2582199600488,0.9155645981688708
Mordovia Republic,2020-08-12 04:27:29,4828,38,3713,1077.0,599.7098338500675,0.7870753935376967
Moscow,2020-08-12 04:27:29,248922,4599,191598,52725.0,1990.346115306096,1.8475667076433584
Moscow Oblast,2020-08-12 04:27:29,65172,1127,48701,15344.0,868.5679863155096,1.7292702387528387
Murmansk Oblast,2020-08-12 04:27:29,11517,101,8150,3266.0,1528.3515381052796,0.8769644872796736
Nenets Autonomous Okrug,2020-08-12 04:27:29,288,0,94,194.0,654.5900856876606,0.0
Nizhny Novgorod Oblast,2020-08-12 04:27:29,25128,414,21759,2955.0,776.8138021090953,1.6475644699140402
North Ossetia - Alania Republic,2020-08-12 04:27:29,4635,67,4192,376.0,660.4775102776571,1.4455231930960086
Novgorod Oblast,2020-08-12 04:27:29,3933,72,2773,1088.0,648.5005177451375,1.8306636155606408
Novosibirsk Oblast,2020-08-12 04:27:29,10334,292,8624,1418.0,370.54713252671615,2.8256241532804336
Omsk Oblast,2020-08-12 04:27:29,7961,94,5592,2275.0,406.1566843411063,1.1807561864087426
Orel Oblast,2020-08-12 04:27:29,6068,95,4686,1287.0,812.0474220706137,1.5655899802241269
Orenburg Oblast,2020-08-12 04:27:29,8066,57,6399,1610.0,407.84337519972496,0.7066699727250186
Penza Oblast,2020-08-12 04:27:29,7048,91,6306,651.0,529.2662138466795,1.2911464245175936
Perm Krai,2020-08-12 04:27:29,6637,177,4722,1738.0,253.0191123401809,2.666867560644869
Primorsky Krai,2020-08-12 04:27:29,7890,94,6189,1607.0,412.4332148306593,1.191381495564005
Pskov Oblast,2020-08-12 04:27:29,3982,58,2820,1104.0,625.5635884916409,1.4565544952285283
Rostov Oblast,2020-08-12 04:27:29,14361,268,11640,2453.0,340.2716107184728,1.8661653088225052
Ryazan Oblast,2020-08-12 04:27:29,6597,34,5947,616.0,588.2436864341038,0.515385781415795
Saint Petersburg,2020-08-12 04:27:29,33204,2176,24165,6863.0,620.41112233239,6.553427297915912
Sakha (Yakutiya) Republic,2020-08-12 04:27:29,6413,64,5544,805.0,665.0213101324234,0.9979728676126618
Sakhalin Oblast,2020-08-12 04:27:29,3267,0,1670,1597.0,666.4885011862965,0.0
Samara Oblast,2020-08-12 04:27:29,7320,110,5518,1692.0,229.21458932072946,1.5027322404371584
Saratov Oblast,2020-08-12 04:27:29,10442,63,6401,3978.0,423.963133640553,0.6033326948860371
Smolensk Oblast,2020-08-12 04:27:29,5856,112,4615,1129.0,616.84440268479,1.9125683060109289
Stavropol Krai,2020-08-12 04:27:29,9499,181,6420,2898.0,339.1683573311282,1.905463733024529
Sverdlovsk Oblast,2020-08-12 04:27:29,22614,342,18642,3630.0,522.8361049611863,1.5123374900504112
Tambov Oblast,2020-08-12 04:27:29,6286,37,5142,1107.0,608.1938789727077,0.5886096086541521
Tatarstan Republic,2020-08-12 04:27:29,5930,27,4778,1125.0,152.27446174957961,0.4553119730185498
Tomsk Oblast,2020-08-12 04:27:29,4738,48,3329,1361.0,439.4034944541307,1.0130856901646264
Tula Oblast,2020-08-12 04:27:29,8664,281,7322,1061.0,580.7534914586203,3.2433056325023077
Tver Oblast,2020-08-12 04:27:29,4901,161,3937,803.0,381.73557664971537,3.2850438685982453
Tyumen Oblast,2020-08-12 04:27:29,6726,28,6035,663.0,182.15794605134872,0.41629497472494803
Tyva Republic,2020-08-12 04:27:29,6375,60,5344,971.0,1981.524421705696,0.9411764705882352
Udmurt Republic,2020-08-12 04:27:29,2628,34,2180,414.0,173.68959527944992,1.2937595129375952
Ulyanovsk Oblast,2020-08-12 04:27:29,10255,73,7270,2912.0,822.6256960833231,0.711847879083374
Vladimir Oblast,2020-08-12 04:27:29,5835,168,5228,439.0,423.33623779960925,2.879177377892031
Volgograd Oblast,2020-08-12 04:27:29,10190,73,6491,3626.0,404.1604330505664,0.7163886162904809
Vologda Oblast,2020-08-12 04:27:29,2712,28,2253,431.0,230.4772119056097,1.0324483775811208
Voronezh Oblast,2020-08-12 04:27:29,12185,93,10228,1864.0,522.117022771758,0.763233483791547
Yamalo-Nenets Autonomous Okrug,2020-08-12 04:27:29,12080,82,11000,998.0,2243.0725637688074,0.6788079470198676
Yaroslavl Oblast,2020-08-12 04:27:29,6462,31,5783,648.0,510.55397713805337,0.4797276385020118
Zabaykalsky Krai,2020-08-12 04:27:29,4224,49,3909,266.0,393.7338158063993,1.1600378787878791
