Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-06-02 02:33:08,874,9,394,471,192.775974025974,1.0297482837528604
Altai Krai,2020-06-02 02:33:08,1915,12,805,1098,81.48658769063181,0.6266318537859008
Altai Republic,2020-06-02 02:33:08,132,0,74,58,60.53296524398913,0.0
Amur Oblast,2020-06-02 02:33:08,528,5,167,356,66.13027664499063,0.946969696969697
Arkhangelsk Oblast,2020-06-02 02:33:08,2068,5,606,1457,179.04327860450138,0.24177949709864605
Astrakhan Oblast,2020-06-02 02:33:08,1883,16,937,930,185.05887879675362,0.8497079129049391
Bashkortostan Republic,2020-06-02 02:33:08,3337,18,1132,2187,82.12550756246226,0.5394066526820498
Belgorod Oblast,2020-06-02 02:33:08,2392,19,915,1458,154.33492743935645,0.7943143812709029
Bryansk Oblast,2020-06-02 02:33:08,3787,31,2321,1435,312.7214112183336,0.8185899128597834
Buryatia Republic,2020-06-02 02:33:08,1513,10,818,685,153.68035501888755,0.6609385327164574
Chechen Republic,2020-06-02 02:33:08,1247,13,836,398,86.77915713568933,1.0425020048115476
Chelyabinsk Oblast,2020-06-02 02:33:08,2929,18,1323,1588,83.85255691610392,0.6145442130419938
Chukotka Autonomous Okrug,2020-06-02 02:33:08,80,1,55,24,162.11396611818108,1.25
Chuvashia Republic,2020-06-02 02:33:08,2973,14,1272,1687,241.48801454289074,0.4709048099562732
Dagestan Republic,2020-06-02 02:33:08,5096,260,4442,394,166.32478046662982,5.1020408163265305
Ingushetia Republic,2020-06-02 02:33:08,2127,50,859,1218,435.8222533670189,2.3507287259050305
Irkutsk Oblast,2020-06-02 02:33:08,1979,11,347,1621,82.31445452635913,0.5558362809499747
Ivanovo Oblast,2020-06-02 02:33:08,2057,18,786,1253,202.73080463531124,0.8750607681088964
Jewish Autonomous Okrug,2020-06-02 02:33:08,314,3,198,113,193.81041144592442,0.9554140127388536
Kabardino-Balkarian Republic,2020-06-02 02:33:08,2903,20,1195,1688,335.28599213700636,0.6889424733034791
Kaliningrad Oblast,2020-06-02 02:33:08,1553,24,630,899,156.1433301260106,1.54539600772698
Kalmykia Republic,2020-06-02 02:33:08,1074,15,510,549,389.95980581889745,1.3966480446927374
Kaluga Oblast,2020-06-02 02:33:08,4009,31,1506,2472,396.1243251361585,0.7732601646295835
Kamchatka Krai,2020-06-02 02:33:08,881,8,267,606,279.18886286788126,0.9080590238365494
Karachay-Cherkess Republic,2020-06-02 02:33:08,1137,5,327,805,243.83182680863385,0.4397537379067722
Karelia Republic,2020-06-02 02:33:08,445,1,168,276,71.48778121204721,0.2247191011235955
Kemerovo Oblast,2020-06-02 02:33:08,545,7,240,298,20.223557513014512,1.2844036697247707
Khabarovsk Krai,2020-06-02 02:33:08,2142,12,1017,1113,161.25850898364982,0.5602240896358543
Khakassia Republic,2020-06-02 02:33:08,985,10,564,411,183.25138182704416,1.0152284263959392
Khanty-Mansi Autonomous Okrug,2020-06-02 02:33:08,2587,18,809,1760,168.83744941239738,0.6957866254348667
Kirov Oblast,2020-06-02 02:33:08,1751,17,981,753,136.4516948531761,0.9708737864077671
Komi Republic,2020-06-02 02:33:08,1352,24,704,624,160.7852791087358,1.7751479289940828
Kostroma Oblast,2020-06-02 02:33:08,772,11,399,362,120.00174095789991,1.4248704663212437
Krasnodar Krai,2020-06-02 02:33:08,3908,33,2748,1127,69.74312116528834,0.8444216990788127
Krasnoyarsk Krai,2020-06-02 02:33:08,4380,39,1060,3281,152.2685405199449,0.8904109589041096
Kurgan Oblast,2020-06-02 02:33:08,245,0,118,127,28.975668717040172,0.0
Kursk Oblast,2020-06-02 02:33:08,3063,13,1400,1650,274.6501416290887,0.4244205027750571
Leningrad Oblast,2020-06-02 02:33:08,2875,11,1590,1274,158.5056036554976,0.3826086956521739
Lipetsk Oblast,2020-06-02 02:33:08,2194,6,724,1464,190.74926904080243,0.2734731084776664
Magadan Oblast,2020-06-02 02:33:08,246,3,187,56,170.7254443372591,1.2195121951219512
Mari El Republic,2020-06-02 02:33:08,1815,13,1379,423,265.99915290627894,0.7162534435261708
Mordovia Republic,2020-06-02 02:33:08,1931,12,827,1092,239.8590905477383,0.6214396685655101
Moscow,2020-06-02 02:33:08,183088,2553,82239,98296,1463.9464955253554,1.3944114305689068
Moscow Oblast,2020-06-02 02:33:08,39723,473,8422,30828,529.4010636532712,1.1907459154645923
Murmansk Oblast,2020-06-02 02:33:08,3264,7,2081,1176,433.1457341647678,0.21446078431372548
Nenets Autonomous Okrug,2020-06-02 02:33:08,73,0,12,61,165.92040366388616,0.0
Nizhny Novgorod Oblast,2020-06-02 02:33:08,10149,104,3747,6298,313.7489365490771,1.0247315006404571
North Ossetia - Alania Republic,2020-06-02 02:33:08,3005,50,1968,987,428.2060233838963,1.6638935108153081
Novgorod Oblast,2020-06-02 02:33:08,1353,8,388,957,223.0920926796773,0.5912786400591279
Novosibirsk Oblast,2020-06-02 02:33:08,2914,33,1129,1752,104.4875502402604,1.1324639670555936
Omsk Oblast,2020-06-02 02:33:08,1411,18,359,1034,71.98682095280756,1.2756909992912828
Orel Oblast,2020-06-02 02:33:08,2341,25,1156,1160,313.28329187002424,1.0679196924391283
Orenburg Oblast,2020-06-02 02:33:08,1979,6,1196,777,100.06472099184921,0.3031834259727135
Penza Oblast,2020-06-02 02:33:08,2417,19,1855,543,181.50346748970267,0.7860984691766653
Perm Krai,2020-06-02 02:33:08,1782,20,1063,699,67.93431643667357,1.1223344556677892
Primorsky Krai,2020-06-02 02:33:08,2049,19,1078,952,107.10718088568072,0.9272816007808689
Pskov Oblast,2020-06-02 02:33:08,887,10,340,537,139.3457817659682,1.1273957158962795
Rostov Oblast,2020-06-02 02:33:08,4942,38,1742,3162,117.09646265376315,0.7689194658033185
Ryazan Oblast,2020-06-02 02:33:08,3581,7,973,2601,319.3119055814045,0.1954761239877129
Saint Petersburg,2020-06-02 02:33:08,16313,213,5748,10352,304.8056450610854,1.3057071047630724
Sakha (Yakutiya) Republic,2020-06-02 02:33:08,2042,8,903,1131,,0.3917727717923604
Sakhalin Oblast,2020-06-02 02:33:08,118,0,53,65,24.072740477497092,0.0
Samara Oblast,2020-06-02 02:33:08,2648,20,1060,1568,82.91806455208902,0.7552870090634441
Saratov Oblast,2020-06-02 02:33:08,3174,34,1158,1982,128.86985119470557,1.071203528670447
Smolensk Oblast,2020-06-02 02:33:08,2299,39,773,1487,242.16620248844467,1.6963897346672463
Stavropol Krai,2020-06-02 02:33:08,2568,47,1102,1419,91.69221408846585,1.8302180685358256
Sverdlovsk Oblast,2020-06-02 02:33:08,5732,29,2337,3366,132.52394771546471,0.5059316120027914
Tambov Oblast,2020-06-02 02:33:08,3047,7,1176,1864,294.80858244190904,0.2297341647522153
Tatarstan Republic,2020-06-02 02:33:08,3244,10,2690,544,83.30157738880881,0.3082614056720099
Tomsk Oblast,2020-06-02 02:33:08,716,11,326,379,66.40204770560523,1.5363128491620113
Tula Oblast,2020-06-02 02:33:08,3968,36,1815,2117,265.9775916560256,0.907258064516129
Tver Oblast,2020-06-02 02:33:08,1650,22,1087,541,128.51738450765768,1.3333333333333333
Tyumen Oblast,2020-06-02 02:33:08,1661,8,818,835,44.984292059365174,0.481637567730283
Tyva Republic,2020-06-02 02:33:08,1115,2,93,1020,346.5725066983296,0.17937219730941706
Udmurt Republic,2020-06-02 02:33:08,682,12,412,258,45.07469710067916,1.7595307917888563
Ulyanovsk Oblast,2020-06-02 02:33:08,2567,8,713,1846,205.91712938526481,0.3116478379431243
Vladimir Oblast,2020-06-02 02:33:08,2735,21,756,1958,198.4275253439471,0.7678244972577697
Volgograd Oblast,2020-06-02 02:33:08,3215,20,1031,2164,127.51479806256832,0.6220839813374806
Vologda Oblast,2020-06-02 02:33:08,952,7,357,588,80.90497999046477,0.7352941176470589
Voronezh Oblast,2020-06-02 02:33:08,2139,15,1433,691,91.65435467450064,0.7012622720897616
Yamalo-Nenets Autonomous Okrug,2020-06-02 02:33:08,2415,10,984,1421,448.42882793888,0.4140786749482402
Yaroslavl Oblast,2020-06-02 02:33:08,3210,14,756,2440,253.61780665632182,0.4361370716510904
Zabaykalsky Krai,2020-06-02 02:33:08,1136,20,548,568,105.890533796418,1.7605633802816902
