Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-28 04:58:43,2604,20,2032,552.0,574.3577075098814,0.7680491551459293
Altai Krai,2020-07-28 04:58:43,8665,64,6524,2077.0,368.7108523965142,0.7386035776110791
Altai Republic,2020-07-28 04:58:43,1462,1,985,476.0,670.4484483841827,0.06839945280437756
Amur Oblast,2020-07-28 04:58:43,2632,47,1805,780.0,329.6494093363927,1.7857142857142858
Arkhangelsk Oblast,2020-07-28 04:58:43,8434,152,6761,1521.0,730.1987484286095,1.8022290728005688
Astrakhan Oblast,2020-07-28 04:58:43,4437,44,3435,958.0,436.0627961875709,0.9916610322289836
Bashkortostan Republic,2020-07-28 04:58:43,6607,21,4861,1725.0,162.60210622271146,0.3178447101558953
Belgorod Oblast,2020-07-28 04:58:43,5784,46,5491,247.0,373.1911456142298,0.7952973720608575
Bryansk Oblast,2020-07-28 04:58:43,7245,35,5774,1436.0,598.2747885600281,0.4830917874396135
Buryatia Republic,2020-07-28 04:58:43,3934,37,3088,809.0,399.5892377027784,0.9405185561769192
Chechen Republic,2020-07-28 04:58:43,2010,31,1335,644.0,139.87658848655622,1.5422885572139304
Chelyabinsk Oblast,2020-07-28 04:58:43,10712,90,6160,4462.0,306.66732321109777,0.8401792382374906
Chukotka Autonomous Okrug,2020-07-28 04:58:43,152,1,146,5.0,308.01653562454413,0.6578947368421053
Chuvashia Republic,2020-07-28 04:58:43,6567,51,3589,2927.0,533.4180260690089,0.7766103243490178
Dagestan Republic,2020-07-28 04:58:43,9103,442,8029,632.0,297.1064514497117,4.855542128968472
Ingushetia Republic,2020-07-28 04:58:43,3605,73,2817,715.0,738.664420962907,2.0249653259362
Irkutsk Oblast,2020-07-28 04:58:43,12813,154,7503,5156.0,532.9434592451944,1.2019043159291345
Ivanovo Oblast,2020-07-28 04:58:43,6330,86,4693,1551.0,623.8629039093437,1.358609794628752
Jewish Autonomous Okrug,2020-07-28 04:58:43,523,8,446,69.0,322.81160887330725,1.5296367112810707
Kabardino-Balkarian Republic,2020-07-28 04:58:43,5916,66,5437,413.0,683.2765861117912,1.1156186612576064
Kaliningrad Oblast,2020-07-28 04:58:43,2805,43,2308,454.0,282.0232073428588,1.532976827094474
Kalmykia Republic,2020-07-28 04:58:43,2510,37,1759,714.0,911.3585778449092,1.4741035856573703
Kaluga Oblast,2020-07-28 04:58:43,7111,56,5746,1309.0,702.6291035278682,0.7875123048797638
Kamchatka Krai,2020-07-28 04:58:43,3270,42,2765,463.0,1036.262862177039,1.2844036697247707
Karachay-Cherkess Republic,2020-07-28 04:58:43,4397,20,2953,1424.0,942.9450681420958,0.4548555833522857
Karelia Republic,2020-07-28 04:58:43,2170,4,1261,905.0,348.60333759582574,0.18433179723502305
Kemerovo Oblast,2020-07-28 04:58:43,3260,16,2017,1227.0,120.97027062830696,0.4907975460122699
Khabarovsk Krai,2020-07-28 04:58:43,7091,53,4246,2792.0,533.8394431386838,0.7474263150472429
Khakassia Republic,2020-07-28 04:58:43,2769,30,2294,445.0,515.1503312478022,1.0834236186348862
Khanty-Mansi Autonomous Okrug,2020-07-28 04:58:43,15630,128,11383,4119.0,1020.0731868248052,0.818937939859245
Kirov Oblast,2020-07-28 04:58:43,4570,65,4400,105.0,356.13035150143617,1.4223194748358865
Komi Republic,2020-07-28 04:58:43,5144,41,3316,1787.0,611.7451743604562,0.7970451010886469
Kostroma Oblast,2020-07-28 04:58:43,2137,26,1453,658.0,332.18098500910895,1.2166588675713617
Krasnodar Krai,2020-07-28 04:58:43,7880,104,6724,1052.0,140.62840194024363,1.3197969543147208
