Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-11 04:34:26,2205,14,1671,520.0,486.35128458498025,0.6349206349206349
Altai Krai,2020-07-11 04:34:26,5361,49,3691,1621.0,228.1198937908497,0.9140085804887148
Altai Republic,2020-07-11 04:34:26,993,1,496,496.0,455.37298854000915,0.10070493454179257
Amur Oblast,2020-07-11 04:34:26,2019,23,1091,905.0,252.87316012544719,1.1391778107974244
Arkhangelsk Oblast,2020-07-11 04:34:26,6759,86,3800,2873.0,585.180618997981,1.2723775706465454
Astrakhan Oblast,2020-07-11 04:34:26,3842,35,2559,1248.0,377.5869422926859,0.9109838625715772
Bashkortostan Republic,2020-07-11 04:34:26,5826,19,3919,1888.0,143.38124275064584,0.32612427051150017
Belgorod Oblast,2020-07-11 04:34:26,5038,42,4436,560.0,325.0582627255342,0.833664152441445
Bryansk Oblast,2020-07-11 04:34:26,6679,35,4965,1679.0,551.5358609789412,0.5240305434945352
Buryatia Republic,2020-07-11 04:34:26,3298,24,2425,849.0,334.98863902993463,0.7277137659187386
Chechen Republic,2020-07-11 04:34:26,1814,26,1238,550.0,126.2368813505537,1.4332965821389194
Chelyabinsk Oblast,2020-07-11 04:34:26,8520,88,4747,3685.0,243.91389038074607,1.0328638497652582
Chukotka Autonomous Okrug,2020-07-11 04:34:26,144,1,137,6.0,291.80513901272593,0.6944444444444444
Chuvashia Republic,2020-07-11 04:34:26,5718,43,3132,2543.0,464.4562620774468,0.7520111927247289
Dagestan Republic,2020-07-11 04:34:26,8374,407,6571,1396.0,273.31313022518793,4.860281824695487
Ingushetia Republic,2020-07-11 04:34:26,3253,71,2515,667.0,666.5396286802597,2.1826006762988013
Irkutsk Oblast,2020-07-11 04:34:26,9679,87,4196,5396.0,402.58797643286005,0.8988531873127389
Ivanovo Oblast,2020-07-11 04:34:26,5371,55,3350,1966.0,529.3471811843737,1.024017873766524
Jewish Autonomous Okrug,2020-07-11 04:34:26,462,6,376,80.0,285.1605416815832,1.2987012987012987
Kabardino-Balkarian Republic,2020-07-11 04:34:26,5477,60,4584,833.0,632.5736751410211,1.0954902318787658
Kaliningrad Oblast,2020-07-11 04:34:26,2591,41,1785,765.0,260.50699829780643,1.5824006175221923
Kalmykia Republic,2020-07-11 04:34:26,2073,27,1225,821.0,752.6877816225087,1.3024602026049203
Kaluga Oblast,2020-07-11 04:34:26,6509,50,4495,1964.0,643.1462290624235,0.7681671531725304
Kamchatka Krai,2020-07-11 04:34:26,2640,29,1619,992.0,836.6158887300868,1.0984848484848484
Karachay-Cherkess Republic,2020-07-11 04:34:26,3988,15,2263,1710.0,855.2342351036339,0.3761283851554664
Karelia Republic,2020-07-11 04:34:26,1656,3,793,860.0,266.0309341284274,0.18115942028985507
Kemerovo Oblast,2020-07-11 04:34:26,2280,11,1066,1203.0,84.60497454985888,0.4824561403508772
Khabarovsk Krai,2020-07-11 04:34:26,5114,36,2562,2516.0,385.0028080963516,0.7039499413375049
Khakassia Republic,2020-07-11 04:34:26,2236,19,1678,539.0,415.9899388479906,0.8497316636851521
Khanty-Mansi Autonomous Okrug,2020-07-11 04:34:26,11669,85,6398,5186.0,761.5632768431639,0.728425743422744
Kirov Oblast,2020-07-11 04:34:26,3669,42,3234,393.0,285.91734347019025,1.144726083401472
Komi Republic,2020-07-11 04:34:26,4107,35,2228,1844.0,488.420962499688,0.8522035549062577
Kostroma Oblast,2020-07-11 04:34:26,1814,22,1176,616.0,281.9730027171379,1.2127894156560088
Krasnodar Krai,2020-07-11 04:34:26,6589,83,5574,932.0,117.58890106399305,1.2596752162695402
Krasnoyarsk Krai,2020-07-11 04:34:26,10235,212,6315,3708.0,355.8147288177252,2.071323888617489
Kurgan Oblast,2020-07-11 04:34:26,1240,2,626,612.0,146.65236411889722,0.16129032258064516
Kursk Oblast,2020-07-11 04:34:26,5560,45,3725,1790.0,498.5487389675917,0.8093525179856115
Leningrad Oblast,2020-07-11 04:34:26,4942,36,4234,672.0,272.4642411358153,0.7284500202347228
Lipetsk Oblast,2020-07-11 04:34:26,4125,19,2813,1293.0,358.63296936796263,0.4606060606060606
Magadan Oblast,2020-07-11 04:34:26,1001,4,576,421.0,694.6998771609607,0.3996003996003996
Mari El Republic,2020-07-11 04:34:26,3241,26,2883,332.0,474.9880190464187,0.8022215365627893
Mordovia Republic,2020-07-11 04:34:26,3755,28,2660,1067.0,466.42718022100325,0.7456724367509987
Moscow,2020-07-11 04:34:26,228000,4087,163093,60820.0,1823.056677552767,1.7925438596491228
Moscow Oblast,2020-07-11 04:34:26,60107,992,40299,18816.0,801.0651192761667,1.6503901375879682
Murmansk Oblast,2020-07-11 04:34:26,6685,26,3889,2770.0,887.1259904692014,0.3889304412864622
Nenets Autonomous Okrug,2020-07-11 04:34:26,190,0,43,147.0,431.84762597449827,0.0
Nizhny Novgorod Oblast,2020-07-11 04:34:26,19684,282,13734,5668.0,608.5165106938646,1.4326356431619591
North Ossetia - Alania Republic,2020-07-11 04:34:26,4209,67,3647,495.0,599.7734284268952,1.5918270373010217
Novgorod Oblast,2020-07-11 04:34:26,3296,39,1254,2003.0,543.4675073704483,1.1832524271844658
Novosibirsk Oblast,2020-07-11 04:34:26,7043,133,4869,2041.0,252.54146065276402,1.8883998296180604
Omsk Oblast,2020-07-11 04:34:26,4469,40,2581,1848.0,228.00078160035224,0.8950548221078541
Orel Oblast,2020-07-11 04:34:26,4930,75,3546,1309.0,659.7550742927037,1.5212981744421907
Orenburg Oblast,2020-07-11 04:34:26,4610,27,3394,1189.0,233.0966972068847,0.5856832971800434
Penza Oblast,2020-07-11 04:34:26,5663,60,5126,477.0,425.2602963980911,1.0595090941197245
Perm Krai,2020-07-11 04:34:26,4282,91,3310,881.0,163.24059651057027,2.125175151798225
Primorsky Krai,2020-07-11 04:34:26,4959,57,3509,1393.0,259.22133236314824,1.1494252873563218
Pskov Oblast,2020-07-11 04:34:26,3172,34,1769,1369.0,498.3143402047928,1.0718789407313998
Rostov Oblast,2020-07-11 04:34:26,10533,156,7760,2617.0,249.5704251582532,1.4810595272002278
Ryazan Oblast,2020-07-11 04:34:26,5585,21,4375,1189.0,498.00530373419264,0.3760071620411817
Saint Petersburg,2020-07-11 04:34:26,26981,1541,20890,4550.0,504.13542017980416,5.71142655943071
Sakha (Yakutiya) Republic,2020-07-11 04:34:26,4710,35,3999,676.0,488.42201321124514,0.7430997876857749
Sakhalin Oblast,2020-07-11 04:34:26,1240,0,472,768.0,252.96778128895244,0.0
Samara Oblast,2020-07-11 04:34:26,5721,61,3504,2156.0,179.14435321091437,1.0662471595874847
Saratov Oblast,2020-07-11 04:34:26,7417,47,4116,3254.0,301.14293834629206,0.6336793851961711
Smolensk Oblast,2020-07-11 04:34:26,4986,75,2856,2055.0,525.2025600728078,1.5042117930204573
Stavropol Krai,2020-07-11 04:34:26,5975,114,3771,2090.0,213.34150279539853,1.9079497907949792
Sverdlovsk Oblast,2020-07-11 04:34:26,15343,154,9522,5667.0,354.73044832490837,1.003715049208108
Tambov Oblast,2020-07-11 04:34:26,5157,19,3604,1534.0,498.95892998126845,0.3684312584836145
Tatarstan Republic,2020-07-11 04:34:26,4929,15,3833,1081.0,126.57012174766916,0.30432136335970783
Tomsk Oblast,2020-07-11 04:34:26,2846,22,1613,1211.0,263.9388656007716,0.7730147575544624
Tula Oblast,2020-07-11 04:34:26,7376,145,6079,1152.0,494.4180231993057,1.9658351409978307
Tver Oblast,2020-07-11 04:34:26,4001,94,3231,676.0,311.6351851000839,2.3494126468382905
Tyumen Oblast,2020-07-11 04:34:26,3870,18,2374,1478.0,104.80987975300616,0.4651162790697674
Tyva Republic,2020-07-11 04:34:26,5325,31,2023,3271.0,1655.155693424758,0.5821596244131455
Udmurt Republic,2020-07-11 04:34:26,1652,19,1329,304.0,109.18387039636652,1.150121065375303
Ulyanovsk Oblast,2020-07-11 04:34:26,6836,52,4125,2659.0,548.3636526987417,0.7606787595084845
Vladimir Oblast,2020-07-11 04:34:26,4829,86,3652,1091.0,350.3497330478685,1.7809070200869743
Volgograd Oblast,2020-07-11 04:34:26,7240,47,3837,3356.0,287.1561859947106,0.649171270718232
Vologda Oblast,2020-07-11 04:34:26,1818,19,1447,352.0,154.5013168305304,1.045104510451045
Voronezh Oblast,2020-07-11 04:34:26,9036,59,6146,2831.0,387.1850158199101,0.6529437804338203
Yamalo-Nenets Autonomous Okrug,2020-07-11 04:34:26,7547,52,2930,4565.0,1401.3632979108602,0.6890155028488141
Yaroslavl Oblast,2020-07-11 04:34:26,5190,22,4214,954.0,410.05495842564176,0.4238921001926782
Zabaykalsky Krai,2020-07-11 04:34:26,3555,44,2642,869.0,331.37398560410736,1.2376933895921238
