Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-11-22 05:25:45,7290,60,5945,1285.0,1607.9369000564652,0.8230452674897121
Altai Krai,2020-11-22 05:25:45,24084,489,21312,2283.0,1024.8161764705883,2.0303936223218733
Altai Republic,2020-11-22 05:25:45,10215,22,8051,2142.0,4684.4260603587045,0.21536955457660306
Amur Oblast,2020-11-22 05:25:45,9977,97,7268,2612.0,1249.5866857709689,0.9722361431291972
Arkhangelsk Oblast,2020-11-22 05:25:45,27983,318,17059,10606.0,2422.711830362554,1.1364042454347285
Astrakhan Oblast,2020-11-22 05:25:45,12364,228,8783,3353.0,1215.1184160611058,1.8440634098997088
Bashkortostan Republic,2020-11-22 05:25:45,13061,73,11408,1580.0,321.438793609026,0.5589158563662813
Belgorod Oblast,2020-11-22 05:25:45,14702,72,12982,1648.0,948.5920163935697,0.4897292885321725
Bryansk Oblast,2020-11-22 05:25:45,16071,111,12634,3326.0,1327.1047794269443,0.6906850849355983
Buryatia Republic,2020-11-22 05:25:45,16466,339,14624,1503.0,1672.5054367091886,2.0587878051742985
Chechen Republic,2020-11-22 05:25:45,3522,57,2330,1135.0,245.09718639286115,1.6183986371379897
Chelyabinsk Oblast,2020-11-22 05:25:45,23059,210,21543,1306.0,660.1420655269512,0.9107073160154386
Chukotka Autonomous Okrug,2020-11-22 05:25:45,321,3,272,46.0,650.4822890492015,0.9345794392523364
Chuvashia Republic,2020-11-22 05:25:45,11491,228,10345,918.0,933.3800118104127,1.984161517709512
Dagestan Republic,2020-11-22 05:25:45,18030,882,16198,950.0,588.4685619727894,4.891846921797005
Ingushetia Republic,2020-11-22 05:25:45,8771,105,7358,1308.0,1797.1777077019856,1.1971268954509178
Irkutsk Oblast,2020-11-22 05:25:45,29652,684,26181,2787.0,1233.3442170872165,2.3067583974099555
Ivanovo Oblast,2020-11-22 05:25:45,14412,219,10365,3828.0,1420.3968674789041,1.5195670274771025
Jewish Autonomous Okrug,2020-11-22 05:25:45,2704,47,1599,1058.0,1668.9915686298716,1.7381656804733727
Kabardino-Balkarian Republic,2020-11-22 05:25:45,11898,191,8921,2786.0,1374.1759333262496,1.6053118171121197
Kaliningrad Oblast,2020-11-22 05:25:45,9769,106,6607,3056.0,982.2048886033467,1.0850650015354693
Kalmykia Republic,2020-11-22 05:25:45,10897,126,8537,2234.0,3956.6033556876396,1.1562815453794622
Kaluga Oblast,2020-11-22 05:25:45,14718,105,11900,2713.0,1454.267352794707,0.7134121483897269
Kamchatka Krai,2020-11-22 05:25:45,7015,70,4699,2246.0,2223.053204333924,0.9978617248752673
Karachay-Cherkess Republic,2020-11-22 05:25:45,11436,34,7610,3792.0,2452.472094444623,0.29730675061210216
Karelia Republic,2020-11-22 05:25:45,11769,83,6526,5160.0,1890.6510046844573,0.7052425864559436
Kemerovo Oblast,2020-11-22 05:25:45,19194,340,15686,3168.0,712.2402989078907,1.7713868917370013
Khabarovsk Krai,2020-11-22 05:25:45,21651,151,14511,6989.0,1629.9757133543426,0.6974273705602513
Khakassia Republic,2020-11-22 05:25:45,10443,101,7042,3300.0,1942.8367313906824,0.9671550320789044
Khanty-Mansi Autonomous Okrug,2020-11-22 05:25:45,32462,357,27467,4638.0,2118.593460697813,1.0997473969564413
Kirov Oblast,2020-11-22 05:25:45,15942,188,9023,6731.0,1242.3260533120122,1.179274871408857
Komi Republic,2020-11-22 05:25:45,18786,306,13810,4670.0,2234.1066962549635,1.6288725646758224
Kostroma Oblast,2020-11-22 05:25:45,10158,173,6615,3370.0,1578.986638148118,1.7030911596771017
Krasnodar Krai,2020-11-22 05:25:45,20550,539,13565,6446.0,366.7403121664983,2.6228710462287106
Krasnoyarsk Krai,2020-11-22 05:25:45,33220,918,25666,6636.0,1154.8769214777558,2.7633955448524983
Kurgan Oblast,2020-11-22 05:25:45,7763,115,7393,255.0,918.1147602056444,1.4813860620893984
