Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-04-05 04:20:35,14140,165,13480.0,495.0,3118.8241106719374,1.1669024045261671
Altai Krai,2021-04-05 04:20:35,47518,1872,42564.0,3082.0,2021.973720043573,3.939559745780546
Altai Republic,2021-04-05 04:20:35,16698,194,16331.0,173.0,7657.420103364624,1.1618157863217151
Amur Oblast,2021-04-05 04:20:35,21957,252,20808.0,897.0,2750.0425838902643,1.1476977729197977
Arkhangelsk Oblast,2021-04-05 04:20:35,60019,834,55688.0,3497.0,5196.324244953369,1.3895599726753194
Astrakhan Oblast,2021-04-05 04:20:35,30981,677,29429.0,875.0,3044.773831121734,2.1852102901778507
Bashkortostan Republic,2021-04-05 04:20:35,32778,374,28238.0,4166.0,806.6856118916356,1.1410092134968577
Belgorod Oblast,2021-04-05 04:20:35,34620,571,32470.0,1579.0,2233.7270852635947,1.6493356441363374
Bryansk Oblast,2021-04-05 04:20:35,36009,289,35153.0,567.0,2973.5371789176056,0.8025771334944042
Buryatia Republic,2021-04-05 04:20:35,36193,791,34647.0,755.0,3676.2413015192324,2.1855054844859505
Chechen Republic,2021-04-05 04:20:35,11704,117,11390.0,197.0,814.4853689784346,0.9996582365003418
Chelyabinsk Oblast,2021-04-05 04:20:35,55908,1250,51311.0,3347.0,1600.5560778646427,2.2358159834013023
Chukotka Autonomous Okrug,2021-04-05 04:20:35,734,5,695.0,34.0,1487.3956391343115,0.6811989100817438
Chuvashia Republic,2021-04-05 04:20:35,22968,1243,20939.0,786.0,1865.6228449448752,5.411877394636015
Dagestan Republic,2021-04-05 04:20:35,31221,1414,28894.0,913.0,1019.0003867638637,4.529002914704847
Ingushetia Republic,2021-04-05 04:20:35,15158,181,13445.0,1532.0,3105.873867671496,1.1940889299379864
Irkutsk Oblast,2021-04-05 04:20:35,62251,2044,59400.0,807.0,2589.265845740466,3.2834813898571915
Ivanovo Oblast,2021-04-05 04:20:35,32815,1054,31432.0,329.0,3234.1328896974896,3.211945756513789
Jewish Autonomous Okrug,2021-04-05 04:20:35,4442,125,4247.0,70.0,2741.73836828916,2.8140477262494366
Kabardino-Balkarian Republic,2021-04-05 04:20:35,22962,424,21888.0,650.0,2652.0278854460707,1.8465290479923349
Kaliningrad Oblast,2021-04-05 04:20:35,30450,343,28128.0,1979.0,3061.5353524385205,1.1264367816091954
Kalmykia Republic,2021-04-05 04:20:35,20055,317,19187.0,551.0,7281.7913460875125,1.5806532036898528
Kaluga Oblast,2021-04-05 04:20:35,32581,286,30418.0,1877.0,3219.2882607286547,0.8778122218470888
