Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-08-26 04:28:11,3273,26,2762,485.0,721.9173489553923,0.7943782462572564
Altai Krai,2020-08-26 04:28:11,11317,111,9914,1292.0,481.5580746187363,0.9808253070601751
Altai Republic,2020-08-26 04:28:11,2020,8,1716,296.0,926.3378014610457,0.3960396039603961
Amur Oblast,2020-08-26 04:28:11,3228,47,2898,283.0,404.2964640341473,1.456009913258984
Arkhangelsk Oblast,2020-08-26 04:28:11,10382,245,8845,1292.0,898.8526685067375,2.359853592756694
Astrakhan Oblast,2020-08-26 04:28:11,5478,67,4803,608.0,538.3709708171092,1.2230741146403796
Bashkortostan Republic,2020-08-26 04:28:11,7601,28,6680,893.0,187.06502336897682,0.368372582554927
Belgorod Oblast,2020-08-26 04:28:11,7117,51,6257,809.0,459.1980261646738,0.7165940705353381
Bryansk Oblast,2020-08-26 04:28:11,8047,35,6614,1398.0,664.502032234996,0.4349446998881571
Buryatia Republic,2020-08-26 04:28:11,4954,46,4290,618.0,503.1939714233767,0.9285425918449738
Chechen Republic,2020-08-26 04:28:11,2240,38,1551,651.0,155.88236726859992,1.6964285714285714
Chelyabinsk Oblast,2020-08-26 04:28:11,13289,103,9001,4185.0,380.4426865340065,0.7750771314621115
Chukotka Autonomous Okrug,2020-08-26 04:28:11,168,2,161,5.0,340.43932884818025,1.1904761904761905
Chuvashia Republic,2020-08-26 04:28:11,7585,68,6237,1280.0,616.1071612202577,0.8965062623599209
Dagestan Republic,2020-08-26 04:28:11,10586,485,9391,710.0,345.5090514167469,4.581522765917248
Ingushetia Republic,2020-08-26 04:28:11,4232,76,3772,384.0,867.1367072163722,1.7958412098298675
Irkutsk Oblast,2020-08-26 04:28:11,16360,242,12225,3893.0,680.4772491416046,1.4792176039119804
Ivanovo Oblast,2020-08-26 04:28:11,7175,115,5931,1129.0,707.1431809714917,1.6027874564459932
Jewish Autonomous Okrug,2020-08-26 04:28:11,598,9,534,55.0,369.1039046008369,1.5050167224080269
Kabardino-Balkarian Republic,2020-08-26 04:28:11,6377,77,5998,302.0,736.5204174501172,1.2074643249176729
Kaliningrad Oblast,2020-08-26 04:28:11,3304,58,2688,558.0,332.1941807703406,1.7554479418886195
Kalmykia Republic,2020-08-26 04:28:11,3784,48,2534,1202.0,1373.936597037903,1.2684989429175475
Kaluga Oblast,2020-08-26 04:28:11,7882,64,6663,1155.0,778.8106586987282,0.8119766556711494
Kamchatka Krai,2020-08-26 04:28:11,3779,42,3127,610.0,1197.5649407238632,1.1114051336332362
Karachay-Cherkess Republic,2020-08-26 04:28:11,4860,26,4294,540.0,1042.236304564609,0.5349794238683128
Karelia Republic,2020-08-26 04:28:11,2916,15,1985,916.0,468.4457753131003,0.51440329218107
Kemerovo Oblast,2020-08-26 04:28:11,5867,26,4079,1762.0,217.70937968597454,0.44315663882733936
Khabarovsk Krai,2020-08-26 04:28:11,9718,84,7505,2129.0,731.6107331013577,0.8643753858818687
Khakassia Republic,2020-08-26 04:28:11,3308,39,3034,235.0,615.426975719657,1.1789600967351874
Khanty-Mansi Autonomous Okrug,2020-08-26 04:28:11,19221,160,17749,1312.0,1254.4354909763008,0.8324228708183757
Kirov Oblast,2020-08-26 04:28:11,6173,95,4902,1176.0,481.0487220609115,1.538959987040337
Komi Republic,2020-08-26 04:28:11,6407,79,5283,1045.0,761.9462154213537,1.233026377399719
Kostroma Oblast,2020-08-26 04:28:11,3325,38,2267,1020.0,516.8468765349963,1.1428571428571428
Krasnodar Krai,2020-08-26 04:28:11,10681,166,8966,1549.0,190.61573110707386,1.55416159535624
Krasnoyarsk Krai,2020-08-26 04:28:11,16202,437,13041,2724.0,563.2545418959241,2.697197876805333
Kurgan Oblast,2020-08-26 04:28:11,2846,17,2434,395.0,336.59082925998507,0.5973295853829936
Kursk Oblast,2020-08-26 04:28:11,6941,53,5798,1090.0,622.3789203550456,0.7635787350525861
Leningrad Oblast,2020-08-26 04:28:11,6626,74,4861,1691.0,365.30717559002676,1.116812556595231
Lipetsk Oblast,2020-08-26 04:28:11,4968,25,4506,437.0,431.924507107888,0.5032206119162641
Magadan Oblast,2020-08-26 04:28:11,1793,18,1487,288.0,1244.3525272223806,1.003904071388734
Mari El Republic,2020-08-26 04:28:11,4161,37,3685,439.0,609.8195455884444,0.8892093246815669
Mordovia Republic,2020-08-26 04:28:11,5269,38,4139,1092.0,654.4886318467287,0.7211994685898653
Moscow,2020-08-26 04:28:11,258430,4753,206804,46873.0,2066.370777105095,1.8391827574198043
Moscow Oblast,2020-08-26 04:28:11,67308,1171,50738,15399.0,897.0351381409857,1.7397634753669695
Murmansk Oblast,2020-08-26 04:28:11,12428,152,9825,2451.0,1649.2448481004092,1.2230447376890892
Nenets Autonomous Okrug,2020-08-26 04:28:11,305,0,113,192.0,693.2290838011683,0.0
Nizhny Novgorod Oblast,2020-08-26 04:28:11,26866,451,23901,2514.0,830.5428051362205,1.6787017047569417
North Ossetia - Alania Republic,2020-08-26 04:28:11,4804,67,4336,401.0,684.5596460353538,1.3946711074104912
Novgorod Oblast,2020-08-26 04:28:11,4216,72,3049,1095.0,695.1635349131708,1.7077798861480076
Novosibirsk Oblast,2020-08-26 04:28:11,11094,344,9794,956.0,397.7985183134692,3.1007751937984502
Omsk Oblast,2020-08-26 04:28:11,9070,163,7042,1865.0,462.7359787682244,1.797133406835722
Orel Oblast,2020-08-26 04:28:11,6769,103,5295,1371.0,905.8584377053372,1.5216427832767023
Orenburg Oblast,2020-08-26 04:28:11,9437,72,7812,1553.0,477.1656250632041,0.7629543287061566
Penza Oblast,2020-08-26 04:28:11,7742,103,7317,322.0,581.3818143588243,1.3304055799535004
Perm Krai,2020-08-26 04:28:11,7523,202,5274,2047.0,286.79565799836985,2.68509902964243
Primorsky Krai,2020-08-26 04:28:11,9123,101,7250,1772.0,476.88570581750383,1.1070919653622713
Pskov Oblast,2020-08-26 04:28:11,4458,61,3193,1204.0,700.342159089838,1.3683266038582325
Rostov Oblast,2020-08-26 04:28:11,16148,318,13693,2137.0,382.6130471333402,1.9692841218726775
Ryazan Oblast,2020-08-26 04:28:11,6993,42,6146,805.0,623.5543579253732,0.6006006006006006
Saint Petersburg,2020-08-26 04:28:11,35552,2357,25304,7891.0,664.2831050825542,6.629725472547253
Sakha (Yakutiya) Republic,2020-08-26 04:28:11,7120,79,5816,1225.0,738.3364615847273,1.1095505617977528
Sakhalin Oblast,2020-08-26 04:28:11,4096,0,2315,1781.0,835.6097033544753,0.0
