Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-01 04:28:31,3386,27,2884,475.0,746.8414737436476,0.7974010632014176
Altai Krai,2020-09-01 04:28:31,11720,119,10419,1182.0,498.70642701525054,1.015358361774744
Altai Republic,2020-09-01 04:28:31,2142,8,1840,294.0,982.2849360047328,0.3734827264239029
Amur Oblast,2020-09-01 04:28:31,3386,47,3008,331.0,424.0854483332165,1.3880685174246898
Arkhangelsk Oblast,2020-09-01 04:28:31,10825,251,9017,1557.0,937.2067170665993,2.3187066974595845
Astrakhan Oblast,2020-09-01 04:28:31,5693,73,5296,324.0,559.5009012161012,1.2822764798875812
Bashkortostan Republic,2020-09-01 04:28:31,7795,29,6894,872.0,191.83947601120568,0.3720333547145606
Belgorod Oblast,2020-09-01 04:28:31,7365,53,6590,722.0,475.19930626708197,0.7196198234894773
Bryansk Oblast,2020-09-01 04:28:31,8227,35,6734,1458.0,679.3660021371086,0.425428467242008
Buryatia Republic,2020-09-01 04:28:31,5243,47,4426,770.0,532.5486459775461,0.8964333396910166
Chechen Republic,2020-09-01 04:28:31,2270,38,1596,636.0,157.9700775445187,1.6740088105726871
Chelyabinsk Oblast,2020-09-01 04:28:31,13682,104,9389,4189.0,391.6936441536817,0.7601227890659259
Chukotka Autonomous Okrug,2020-09-01 04:28:31,171,2,164,5.0,346.51860257761206,1.1695906432748535
Chuvashia Republic,2020-09-01 04:28:31,7774,70,6426,1278.0,631.4590733455877,0.9004373552868536
Dagestan Republic,2020-09-01 04:28:31,10999,497,9650,852.0,358.98866961390524,4.518592599327212
Ingushetia Republic,2020-09-01 04:28:31,4397,76,3892,429.0,900.9452035988633,1.7284512167386854
Irkutsk Oblast,2020-09-01 04:28:31,16810,248,12826,3736.0,699.194532889387,1.4753123140987507
Ivanovo Oblast,2020-09-01 04:28:31,7397,118,6110,1169.0,729.0227330517247,1.5952413140462351
Jewish Autonomous Okrug,2020-09-01 04:28:31,626,9,550,67.0,386.38636167244806,1.437699680511182
Kabardino-Balkarian Republic,2020-09-01 04:28:31,6514,78,6093,343.0,752.3434215571684,1.197420939514891
Kaliningrad Oblast,2020-09-01 04:28:31,3430,58,2785,587.0,344.86260291836214,1.6909620991253644
Kalmykia Republic,2020-09-01 04:28:31,4269,56,2671,1542.0,1550.0357644700864,1.3117826188803001
Kaluga Oblast,2020-09-01 04:28:31,8055,67,6870,1118.0,795.9045744504257,0.8317815021725636
Kamchatka Krai,2020-09-01 04:28:31,3852,42,3157,653.0,1220.6986376470813,1.0903426791277258
Karachay-Cherkess Republic,2020-09-01 04:28:31,5115,26,4381,708.0,1096.921542767073,0.5083088954056696
Karelia Republic,2020-09-01 04:28:31,3130,16,2237,877.0,502.8241689746242,0.5111821086261981
Kemerovo Oblast,2020-09-01 04:28:31,6437,44,4396,1997.0,238.86062332343928,0.6835482367562529
Khabarovsk Krai,2020-09-01 04:28:31,10101,90,7945,2066.0,760.4445374621132,0.8910008910008911
Khakassia Republic,2020-09-01 04:28:31,3415,42,3118,255.0,635.3334710044222,1.2298682284040996
Khanty-Mansi Autonomous Okrug,2020-09-01 04:28:31,19609,166,18388,1055.0,1279.7578451981833,0.8465500535468408
Kirov Oblast,2020-09-01 04:28:31,6555,98,5059,1398.0,510.81716719735545,1.495041952707857
Komi Republic,2020-09-01 04:28:31,6563,85,5575,903.0,780.4983630108233,1.2951394179491087
Kostroma Oblast,2020-09-01 04:28:31,3546,40,2495,1011.0,551.1997065242398,1.1280315848843767
Krasnodar Krai,2020-09-01 04:28:31,11208,182,9270,1756.0,200.0207016429252,1.62384011420414
Krasnoyarsk Krai,2020-09-01 04:28:31,16870,477,13416,2977.0,586.4772325505639,2.827504445761708
Kurgan Oblast,2020-09-01 04:28:31,2981,17,2604,360.0,352.5570140632521,0.5702784300570278
Kursk Oblast,2020-09-01 04:28:31,7120,53,6013,1054.0,638.4293204045417,0.7443820224719101
Leningrad Oblast,2020-09-01 04:28:31,6811,79,4975,1757.0,375.5066666078588,1.159888415797974
Lipetsk Oblast,2020-09-01 04:28:31,5094,26,4593,475.0,442.8791141722186,0.5104043973301924
Magadan Oblast,2020-09-01 04:28:31,1928,18,1610,300.0,1338.0433198464862,0.933609958506224
Mari El Republic,2020-09-01 04:28:31,4260,39,3811,410.0,624.3285902924232,0.9154929577464788
Mordovia Republic,2020-09-01 04:28:31,5462,38,4287,1137.0,678.4621194053583,0.6957158549981691
Moscow,2020-09-01 04:28:31,262418,4821,214121,43476.0,2098.2582772370265,1.8371453177754573
Moscow Oblast,2020-09-01 04:28:31,68223,1187,51523,15513.0,909.2296343583597,1.7398824443369538
Murmansk Oblast,2020-09-01 04:28:31,12827,159,10352,2316.0,1702.1937292069479,1.2395727761752553
Nenets Autonomous Okrug,2020-09-01 04:28:31,314,0,114,200.0,713.6850239789078,0.0
Nizhny Novgorod Oblast,2020-09-01 04:28:31,27688,473,24655,2560.0,855.9543359119957,1.7083212944235768
North Ossetia - Alania Republic,2020-09-01 04:28:31,4922,67,4384,471.0,701.3743917123254,1.3612352702153596
Novgorod Oblast,2020-09-01 04:28:31,4340,76,3169,1095.0,715.6095212341461,1.7511520737327189
Novosibirsk Oblast,2020-09-01 04:28:31,11404,358,10073,973.0,408.9142151475394,3.139249386180288
Omsk Oblast,2020-09-01 04:28:31,9282,187,7444,1651.0,473.55185831605934,2.0146520146520146
Orel Oblast,2020-09-01 04:28:31,7029,106,5581,1342.0,940.6528229621533,1.5080381277564376
Orenburg Oblast,2020-09-01 04:28:31,9944,76,8635,1233.0,502.8012054284732,0.7642799678197908
Penza Oblast,2020-09-01 04:28:31,8125,107,7558,460.0,610.1430175233073,1.3169230769230769
Perm Krai,2020-09-01 04:28:31,7866,215,5478,2173.0,299.8716796245085,2.7332824815662344
Primorsky Krai,2020-09-01 04:28:31,9603,103,7811,1689.0,501.9766998756428,1.0725814849526192
Pskov Oblast,2020-09-01 04:28:31,4635,65,3343,1227.0,728.1484763080751,1.4023732470334411
