Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-09-22 04:23:00,3824,31,3285,508.0,843.4500282,0.810669456
Altai Krai,2020-09-22 04:23:00,13060,173,11703,1184.0,555.7257625,1.324655436
Altai Republic,2020-09-22 04:23:00,2946,12,2272,662.0,1350.9857240000001,0.40733197600000004
Amur Oblast,2020-09-22 04:23:00,4021,50,3553,418.0,503.61712570000003,1.243471773
Arkhangelsk Oblast,2020-09-22 04:23:00,12481,257,9800,2424.0,1080.579865,2.0591298769999997
Astrakhan Oblast,2020-09-22 04:23:00,6653,95,6169,389.0,653.8484973999999,1.4279272509999998
Bashkortostan Republic,2020-09-22 04:23:00,8452,33,8177,242.0,208.0086275,0.39044013299999997
Belgorod Oblast,2020-09-22 04:23:00,8311,57,7528,726.0,536.2364473,0.685838046
Bryansk Oblast,2020-09-22 04:23:00,9030,37,7347,1646.0,745.6758234,0.40974529299999995
Buryatia Republic,2020-09-22 04:23:00,6286,63,5246,977.0,638.4895649,1.002227171
Chechen Republic,2020-09-22 04:23:00,2384,40,1822,522.0,165.90337659999997,1.6778523490000001
Chelyabinsk Oblast,2020-09-22 04:23:00,15065,122,10987,3956.0,431.28670880000004,0.8098240959999999
Chukotka Autonomous Okrug,2020-09-22 04:23:00,183,2,172,9.0,370.83569750000004,1.092896175
Chuvashia Republic,2020-09-22 04:23:00,8352,85,7065,1202.0,678.4083072999999,1.017720307
Dagestan Republic,2020-09-22 04:23:00,12685,552,10891,1242.0,414.01684460000007,4.351596374
Ingushetia Republic,2020-09-22 04:23:00,5231,79,4492,660.0,1071.8317849999999,1.51022749
Irkutsk Oblast,2020-09-22 04:23:00,18358,277,14865,3216.0,763.581989,1.5088789630000001
Ivanovo Oblast,2020-09-22 04:23:00,8271,130,6711,1430.0,815.1611498,1.57175674
Jewish Autonomous Okrug,2020-09-22 04:23:00,793,10,648,135.0,489.46387350000003,1.261034048
Kabardino-Balkarian Republic,2020-09-22 04:23:00,7276,88,6372,816.0,840.3516634,1.209455745
Kaliningrad Oblast,2020-09-22 04:23:00,4007,68,3123,816.0,402.8759329,1.697030197
Kalmykia Republic,2020-09-22 04:23:00,5823,65,3345,2413.0,2114.279282,1.116263095
Kaluga Oblast,2020-09-22 04:23:00,8759,72,7376,1311.0,865.4659426000001,0.822011645
Kamchatka Krai,2020-09-22 04:23:00,4266,67,3250,949.0,1351.8952199999999,1.5705579
Karachay-Cherkess Republic,2020-09-22 04:23:00,6416,28,4703,1685.0,1375.923484,0.43640897799999995
Karelia Republic,2020-09-22 04:23:00,3644,16,2651,977.0,585.3965724,0.439077936
Kemerovo Oblast,2020-09-22 04:23:00,8580,67,6384,2129.0,318.38187789999995,0.780885781
Khabarovsk Krai,2020-09-22 04:23:00,11458,101,9187,2170.0,862.6050401000001,0.881480189
Khakassia Republic,2020-09-22 04:23:00,4034,47,3414,573.0,750.4934764,1.165096678
Khanty-Mansi Autonomous Okrug,2020-09-22 04:23:00,21273,181,20461,631.0,1388.356808,0.850843793
Kirov Oblast,2020-09-22 04:23:00,7907,122,5522,2263.0,616.1756432,1.542936638
Komi Republic,2020-09-22 04:23:00,7583,97,6391,1095.0,901.8008664999999,1.279177107
Kostroma Oblast,2020-09-22 04:23:00,4348,58,3176,1114.0,675.8647276,1.3339466420000001
Krasnodar Krai,2020-09-22 04:23:00,13123,246,10202,2675.0,234.1962587,1.874571363
Krasnoyarsk Krai,2020-09-22 04:23:00,19055,534,14728,3793.0,662.4376802999999,2.802414065
Kurgan Oblast,2020-09-22 04:23:00,3525,26,3004,495.0,416.89482539999995,0.737588652
Kursk Oblast,2020-09-22 04:23:00,7735,56,6502,1177.0,693.5745496000001,0.7239819000000001
