Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-04-03 04:20:44,14120,165,13420.0,535.0,3114.412761151892,1.1685552407932012
Altai Krai,2021-04-03 04:20:44,47330,1854,42374.0,3102.0,2013.9739923747281,3.917177266004648
Altai Republic,2021-04-03 04:20:44,16685,191,16301.0,193.0,7651.458523454231,1.14474078513635
Amur Oblast,2021-04-03 04:20:44,21923,247,20742.0,934.0,2745.784194863882,1.126670619896912
Arkhangelsk Oblast,2021-04-03 04:20:44,59852,829,55485.0,3538.0,5181.8657210041665,1.3850832052395907
Astrakhan Oblast,2021-04-03 04:20:44,30846,673,29209.0,964.0,3031.5062004060883,2.181806393049342
Bashkortostan Republic,2021-04-03 04:20:44,32569,367,27804.0,4398.0,801.542000539956,1.1268384046178879
Belgorod Oblast,2021-04-03 04:20:44,34452,567,32307.0,1578.0,2222.8875084200286,1.64576802507837
Bryansk Oblast,2021-04-03 04:20:44,35828,286,34983.0,559.0,2958.5906314049257,0.7982583454281568
Buryatia Republic,2021-04-03 04:20:44,36096,790,34515.0,791.0,3666.388694488939,2.1886081560283692
Chechen Republic,2021-04-03 04:20:44,11683,117,11360.0,206.0,813.0239717852916,1.00145510570915
Chelyabinsk Oblast,2021-04-03 04:20:44,55655,1237,50928.0,3490.0,1593.3130949695335,2.2226215075015716
Chukotka Autonomous Okrug,2021-04-03 04:20:44,734,5,695.0,34.0,1487.3956391343115,0.6811989100817438
Chuvashia Republic,2021-04-03 04:20:44,22882,1230,20875.0,777.0,1858.6373187926085,5.375404247880431
Dagestan Republic,2021-04-03 04:20:44,31138,1411,28810.0,917.0,1016.291407804144,4.531440683409339
Ingushetia Republic,2021-04-03 04:20:44,15137,181,13426.0,1530.0,3101.5709681319067,1.1957455242121953
Irkutsk Oblast,2021-04-03 04:20:44,61922,2028,59048.0,846.0,2575.5814316226433,3.2750880139530376
Ivanovo Oblast,2021-04-03 04:20:44,32685,1046,31273.0,366.0,3221.320539380237,3.200244760593544
Jewish Autonomous Okrug,2021-04-03 04:20:44,4437,125,4240.0,72.0,2738.6522152406587,2.8172188415596118
Kabardino-Balkarian Republic,2021-04-03 04:20:44,22881,422,21781.0,678.0,2642.6726786382515,1.8443249857960755
Kaliningrad Oblast,2021-04-03 04:20:44,30339,334,28014.0,1991.0,3050.375075784311,1.100893239724447
Kalmykia Republic,2021-04-03 04:20:44,20007,317,19137.0,553.0,7264.362974877729,1.584445444094567
Kaluga Oblast,2021-04-03 04:20:44,32463,284,30290.0,1889.0,3207.628826863336,0.8748421279610633
Kamchatka Krai,2021-04-03 04:20:44,14149,201,13276.0,672.0,4483.817503652272,1.4205950950597217
Karachay-Cherkess Republic,2021-04-03 04:20:44,19713,71,18927.0,715.0,4227.490590922251,0.3601684167808045
Karelia Republic,2021-04-03 04:20:44,44027,393,41620.0,2014.0,7072.792232410793,0.8926340654598315
Kemerovo Oblast,2021-04-03 04:20:44,33362,615,32472.0,275.0,1237.978579356312,1.8434146633894852
Khabarovsk Krai,2021-04-03 04:20:44,50729,350,48337.0,2042.0,3819.086322236961,0.6899406651028012
Khakassia Republic,2021-04-03 04:20:44,21882,506,21141.0,235.0,4070.971306740488,2.312402888218627
Khanty-Mansi Autonomous Okrug,2021-04-03 04:20:44,54324,783,52848.0,693.0,3545.3906462617224,1.441351888667992
Kirov Oblast,2021-04-03 04:20:44,39929,326,36340.0,3263.0,3111.581795426881,0.8164491973252523
Komi Republic,2021-04-03 04:20:44,41754,809,40538.0,407.0,4965.553656735321,1.937538918426977
Kostroma Oblast,2021-04-03 04:20:44,19744,397,16978.0,2369.0,3069.060069265254,2.010737439222042
Krasnodar Krai,2021-04-03 04:20:44,42588,2345,37406.0,2837.0,760.0358352577533,5.506245890861275
Krasnoyarsk Krai,2021-04-03 04:20:44,67031,3185,62050.0,1796.0,2330.2996665736136,4.751532872849875
Kurgan Oblast,2021-04-03 04:20:44,19301,354,17582.0,1365.0,2282.691354724868,1.8341018600072536
Kursk Oblast,2021-04-03 04:20:44,34201,583,30973.0,2645.0,3066.702413926367,1.7046285196339288
Leningrad Oblast,2021-04-03 04:20:44,40044,941,37501.0,1602.0,2207.7211800976506,2.3499150933972635
Lipetsk Oblast,2021-04-03 04:20:44,27774,537,24601.0,2636.0,2414.708385751708,1.9334629509613308
Magadan Oblast,2021-04-03 04:20:44,8258,99,8045.0,114.0,5731.100485110102,1.1988374909178978
Mari El Republic,2021-04-03 04:20:44,12584,206,11720.0,658.0,1844.2607934835337,1.6369993642720917
Mordovia Republic,2021-04-03 04:20:44,19125,207,17121.0,1797.0,2375.611137610303,1.0823529411764703
Moscow,2021-04-03 04:20:44,1030655,16764,947694.0,66197.0,8240.975789487487,1.62653846340434
Moscow Oblast,2021-04-03 04:20:44,233422,5467,191673.0,36282.0,3110.8892853025677,2.342109998200684
Murmansk Oblast,2021-04-03 04:20:44,49208,1088,47012.0,1108.0,6530.09659521443,2.2110225979515525
Nenets Autonomous Okrug,2021-04-03 04:20:44,1087,4,1020.0,63.0,2470.6229970225245,0.3679852805887765
Nizhny Novgorod Oblast,2021-04-03 04:20:44,108019,2863,102200.0,2956.0,3339.3286409591833,2.6504596413593906
North Ossetia - Alania Republic,2021-04-03 04:20:44,16369,163,15413.0,793.0,2332.547220223294,0.9957847150100799
Novgorod Oblast,2021-04-03 04:20:44,28751,121,25873.0,2757.0,4740.665747696529,0.4208549267851553
Novosibirsk Oblast,2021-04-03 04:20:44,38929,1636,36150.0,1143.0,1395.8805227532935,4.202522541036245
Omsk Oblast,2021-04-03 04:20:44,43948,1319,40728.0,1901.0,2242.1522375860995,3.0012742331846733
Orel Oblast,2021-04-03 04:20:44,32553,502,29881.0,2170.0,4356.390858712046,1.5421005744478236
Orenburg Oblast,2021-04-03 04:20:44,40180,740,36747.0,2693.0,2031.6323847662966,1.8417122946739672
Penza Oblast,2021-04-03 04:20:44,42222,536,39110.0,2576.0,3170.641044414657,1.269480365686135
Perm Krai,2021-04-03 04:20:44,51478,1971,45943.0,3564.0,1962.4706742576209,3.828820078480128
Primorsky Krai,2021-04-03 04:20:44,42462,682,39079.0,2701.0,2219.6120618681184,1.6061419622250483
Pskov Oblast,2021-04-03 04:20:44,34432,251,23704.0,10477.0,5409.192737052782,0.7289730483271375
Rostov Oblast,2021-04-03 04:20:44,81320,3632,73064.0,4624.0,1926.8078395394614,4.466305951795376
Ryazan Oblast,2021-04-03 04:20:44,26422,374,24478.0,1570.0,2356.006470056372,1.4154870940882598
Saint Petersburg,2021-04-03 04:20:44,396049,12330,349618.0,34101.0,7400.108558867028,3.1132511381167483
Sakha (Yakutiya) Republic,2021-04-03 04:20:44,33619,554,32453.0,612.0,3486.254705339459,1.6478776882120232
Sakhalin Oblast,2021-04-03 04:20:44,22034,39,21703.0,292.0,4495.074268484498,0.17699918308069348
