Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-08-27 04:28:15,3291,26,2786,479.0,725.8875635234331,0.7900334244910362
Altai Krai,2020-08-27 04:28:15,11387,112,10024,1251.0,484.53669662309375,0.9835777641169756
Altai Republic,2020-08-27 04:28:15,2041,8,1736,297.0,935.9680459316804,0.3919647231749143
Amur Oblast,2020-08-27 04:28:15,3250,47,2919,284.0,407.05189222768854,1.446153846153846
Arkhangelsk Oblast,2020-08-27 04:28:15,10442,245,8875,1322.0,904.0473477699243,2.3462938134457003
Astrakhan Oblast,2020-08-27 04:28:15,5508,68,4897,543.0,541.3193331983639,1.2345679012345678
Bashkortostan Republic,2020-08-27 04:28:15,7634,28,6781,825.0,187.87717252976842,0.36678019386953103
Belgorod Oblast,2020-08-27 04:28:15,7157,51,6317,789.0,461.77887779409446,0.7125890736342043
Bryansk Oblast,2020-08-27 04:28:15,8073,35,6643,1395.0,666.6490501097456,0.43354391180478136
Buryatia Republic,2020-08-27 04:28:15,5001,46,4323,632.0,507.9679150359925,0.9198160367926416
Chechen Republic,2020-08-27 04:28:15,2245,38,1559,648.0,156.23031898125302,1.6926503340757235
Chelyabinsk Oblast,2020-08-27 04:28:15,13351,103,9110,4138.0,382.2176467691716,0.7714777919256984
Chukotka Autonomous Okrug,2020-08-27 04:28:15,169,2,161,6.0,342.4657534246575,1.183431952662722
Chuvashia Republic,2020-08-27 04:28:15,7619,68,6283,1268.0,618.8688808618515,0.8925055781598635
Dagestan Republic,2020-08-27 04:28:15,10651,487,9433,731.0,347.63054096351533,4.572340625293401
Ingushetia Republic,2020-08-27 04:28:15,4256,76,3790,390.0,872.0543066901893,1.7857142857142858
Irkutsk Oblast,2020-08-27 04:28:15,16434,245,12412,3777.0,683.5552024690177,1.4908117317755871
Ivanovo Oblast,2020-08-27 04:28:15,7210,115,5979,1116.0,710.5926599030597,1.59500693481276
Jewish Autonomous Okrug,2020-08-27 04:28:15,602,9,534,59.0,371.5728270396385,1.495016611295681
Kabardino-Balkarian Republic,2020-08-27 04:28:15,6397,77,6012,308.0,738.830345056986,1.203689229326247
Kaliningrad Oblast,2020-08-27 04:28:15,3330,58,2703,569.0,334.80829962628155,1.7417417417417418
Kalmykia Republic,2020-08-27 04:28:15,3856,50,2580,1226.0,1400.0791538525775,1.2966804979253113
Kaluga Oblast,2020-08-27 04:28:15,7910,64,6751,1095.0,781.5773040227022,0.8091024020227561
Kamchatka Krai,2020-08-27 04:28:15,3791,42,3135,614.0,1201.3677402180906,1.1078871010287523
Karachay-Cherkess Republic,2020-08-27 04:28:15,4898,26,4312,560.0,1050.3854773163487,0.5308289097590854
Karelia Republic,2020-08-27 04:28:15,2957,15,2026,916.0,475.0322899865699,0.5072708826513358
