Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-04-02 04:20:36,14109,163,13393.0,553.0,3111.986518915867,1.1552909490396202
Altai Krai,2021-04-02 04:20:36,47236,1846,42298.0,3092.0,2009.974128540305,3.908036243543061
Altai Republic,2021-04-02 04:20:36,16673,191,16289.0,193.0,7645.955526613869,1.1455646854195405
Amur Oblast,2021-04-02 04:20:36,21906,245,20703.0,958.0,2743.655000350691,1.1184150461060895
Arkhangelsk Oblast,2021-04-02 04:20:36,59770,827,55371.0,3572.0,5174.766326011144,1.3836372762255311
Astrakhan Oblast,2021-04-02 04:20:36,30781,671,29033.0,1077.0,3025.118081913369,2.179916182060362
Bashkortostan Republic,2021-04-02 04:20:36,32463,364,27624.0,4475.0,798.9332789931713,1.1212765302036165
Belgorod Oblast,2021-04-02 04:20:36,34366,565,32221.0,1580.0,2217.338677416774,1.6440668102194032
Bryansk Oblast,2021-04-02 04:20:36,35738,284,34884.0,570.0,2951.1586464538696,0.7946723375678549
Buryatia Republic,2021-04-02 04:20:36,36052,787,34445.0,820.0,3661.919470681384,2.1829579496283147
Chechen Republic,2021-04-02 04:20:36,11671,116,11346.0,209.0,812.188887674924,0.9939165452831804
Chelyabinsk Oblast,2021-04-02 04:20:36,55526,1228,50705.0,3593.0,1589.6200325447546,2.211576558729244
Chukotka Autonomous Okrug,2021-04-02 04:20:36,733,5,695.0,33.0,1485.3692145578339,0.6821282401091405
Chuvashia Republic,2021-04-02 04:20:36,22837,1224,20834.0,779.0,1854.982101619911,5.359723256119455
Dagestan Republic,2021-04-02 04:20:36,31094,1411,28767.0,916.0,1014.8553225724856,4.5378529619862364
Ingushetia Republic,2021-04-02 04:20:36,15128,181,13410.0,1537.0,3099.726868329225,1.1964569011105235
Irkutsk Oblast,2021-04-02 04:20:36,61753,2019,58857.0,877.0,2568.552051726253,3.2694767865528798
Ivanovo Oblast,2021-04-02 04:20:36,32621,1043,31154.0,424.0,3215.0129207625123,3.1973268753257105
Jewish Autonomous Okrug,2021-04-02 04:20:36,4434,125,4236.0,73.0,2736.800523411557,2.8191249436175014
Kabardino-Balkarian Republic,2021-04-02 04:20:36,22838,420,21730.0,688.0,2637.706334283484,1.8390401961642877
Kaliningrad Oblast,2021-04-02 04:20:36,30290,334,27956.0,2000.0,3045.448467171192,1.1026741498844503
Kalmykia Republic,2021-04-02 04:20:36,19981,316,19116.0,549.0,7254.922607139097,1.5815024273059406
Kaluga Oblast,2021-04-02 04:20:36,32405,283,30221.0,1901.0,3201.897918692246,0.8733220182070668
Kamchatka Krai,2021-04-02 04:20:36,14134,201,13247.0,686.0,4479.064004284487,1.4221027310032546
Karachay-Cherkess Republic,2021-04-02 04:20:36,19698,71,18866.0,761.0,4224.273812204458,0.3604426845365012
Karelia Republic,2021-04-02 04:20:36,43945,390,41485.0,2070.0,7059.619203063854,0.8874729775856184
Kemerovo Oblast,2021-04-02 04:20:36,33309,613,32424.0,272.0,1236.0118847724775,1.8403434507190248
Khabarovsk Krai,2021-04-02 04:20:36,50688,348,48286.0,2054.0,3815.999674772755,0.6865530303030303
Khakassia Republic,2021-04-02 04:20:36,21865,504,21122.0,239.0,4067.808592536367,2.3050537388520467
Khanty-Mansi Autonomous Okrug,2021-04-02 04:20:36,54248,783,52766.0,699.0,3540.4305974966105,1.4433711841911223
Kirov Oblast,2021-04-02 04:20:36,39842,325,36228.0,3289.0,3104.8020710109886,0.8157221023041012
Komi Republic,2021-04-02 04:20:36,41685,807,40479.0,399.0,4957.347899147671,1.935948182799568
Kostroma Oblast,2021-04-02 04:20:36,19701,392,16936.0,2373.0,3062.3760344709667,1.9897467133648041
Krasnodar Krai,2021-04-02 04:20:36,42479,2333,37318.0,2828.0,758.0905946725392,5.492125520845593
Krasnoyarsk Krai,2021-04-02 04:20:36,66908,3173,61934.0,1801.0,2326.0236322165465,4.74233275542536
Kurgan Oblast,2021-04-02 04:20:36,19260,354,17536.0,1370.0,2277.842365266097,1.838006230529595
Kursk Oblast,2021-04-02 04:20:36,34108,579,30869.0,2660.0,3058.3633792637797,1.6975489621203237
Leningrad Oblast,2021-04-02 04:20:36,39955,940,37408.0,1607.0,2202.814397932315,2.3526467275685152
Lipetsk Oblast,2021-04-02 04:20:36,27691,533,24470.0,2688.0,2407.492255701395,1.9248131161749304
Magadan Oblast,2021-04-02 04:20:36,8256,99,8039.0,118.0,5729.712473367525,1.1991279069767442
Mari El Republic,2021-04-02 04:20:36,12563,205,11694.0,664.0,1841.1831173342048,1.6317758497174242
Mordovia Republic,2021-04-02 04:20:36,19089,205,17077.0,1807.0,2371.139398998331,1.0739169155010742
Moscow,2021-04-02 04:20:36,1028891,16707,946370.0,65814.0,8226.871087824316,1.6237871650155362
Moscow Oblast,2021-04-02 04:20:36,232821,5455,191174.0,36192.0,3102.879567022084,2.3430017051726435
Murmansk Oblast,2021-04-02 04:20:36,49139,1084,46985.0,1070.0,6520.940021789991,2.2059870978245386
Nenets Autonomous Okrug,2021-04-02 04:20:36,1085,4,1019.0,62.0,2466.0772325385824,0.3686635944700461
Nizhny Novgorod Oblast,2021-04-02 04:20:36,107742,2854,101882.0,3006.0,3330.765387887541,2.648920569508641
North Ossetia - Alania Republic,2021-04-02 04:20:36,16354,161,15386.0,807.0,2330.409752552493,0.984468631527455
Novgorod Oblast,2021-04-02 04:20:36,28711,121,25806.0,2784.0,4734.07026823815,0.4214412594475985
Novosibirsk Oblast,2021-04-02 04:20:36,38847,1630,36052.0,1165.0,1392.940241655249,4.195948207068756
Omsk Oblast,2021-04-02 04:20:36,43863,1316,40624.0,1923.0,2237.815682107015,3.000250780840344
Orel Oblast,2021-04-02 04:20:36,32493,501,29810.0,2182.0,4348.361385191242,1.5418705567352968
Orenburg Oblast,2021-04-02 04:20:36,40095,737,36696.0,2662.0,2027.3345064013104,1.8381344307270235
Penza Oblast,2021-04-02 04:20:36,42120,533,38938.0,2649.0,3162.981402840826,1.2654320987654322
Perm Krai,2021-04-02 04:20:36,51366,1961,45762.0,3643.0,1958.2009529103107,3.8177004244052486
Primorsky Krai,2021-04-02 04:20:36,42411,680,38882.0,2849.0,2216.946143749441,1.6033576194855108
Pskov Oblast,2021-04-02 04:20:36,34343,246,23591.0,10506.0,5395.211029524969,0.716303176775471
Rostov Oblast,2021-04-02 04:20:36,81077,3605,72862.0,4610.0,1921.0501623996674,4.446390468320238
Ryazan Oblast,2021-04-02 04:20:36,26370,368,24419.0,1583.0,2351.3697152140844,1.3955252180508153
Saint Petersburg,2021-04-02 04:20:36,395341,12301,348581.0,34459.0,7386.879698651049,3.1114910924998926
Sakha (Yakutiya) Republic,2021-04-02 04:20:36,33594,552,32447.0,595.0,3483.6622318086133,1.6431505626004643
Sakhalin Oblast,2021-04-02 04:20:36,22015,39,21683.0,293.0,4491.19814925507,0.1771519418578242
Samara Oblast,2021-04-02 04:20:36,55930,1107,52644.0,2179.0,1751.3622924465024,1.979259789021992
Saratov Oblast,2021-04-02 04:20:36,54938,820,49635.0,4483.0,2230.5771534135893,1.4925916487677018
Smolensk Oblast,2021-04-02 04:20:36,28199,765,26896.0,538.0,2970.35439059228,2.7128621582325616
Stavropol Krai,2021-04-02 04:20:36,50549,1231,47561.0,1757.0,1804.8869664944941,2.435260836020495
Sverdlovsk Oblast,2021-04-02 04:20:36,82651,2745,76000.0,3906.0,1910.8926731735648,3.321193935947538
Tambov Oblast,2021-04-02 04:20:36,29497,411,26959.0,2127.0,2853.944455624874,1.3933620368173034
Tatarstan Republic,2021-04-02 04:20:36,19456,420,16419.0,2617.0,499.6040350421284,2.158717105263158
Tomsk Oblast,2021-04-02 04:20:36,31417,359,30323.0,735.0,2913.6216938086573,1.1426934462233822
Tula Oblast,2021-04-02 04:20:36,36325,1556,33752.0,1017.0,2434.8881090990744,4.283551273227805
Tver Oblast,2021-04-02 04:20:36,37493,734,35441.0,1318.0,2920.304422633703,1.957698770437148
Tyumen Oblast,2021-04-02 04:20:36,33655,397,31728.0,1530.0,911.4667966634167,1.1796166988560393
Tyva Republic,2021-04-02 04:20:36,15762,197,14919.0,646.0,4899.2608525372825,1.2498413906864612
Udmurt Republic,2021-04-02 04:20:36,30750,757,27352.0,2641.0,2032.3268854045225,2.461788617886179
Ulyanovsk Oblast,2021-04-02 04:20:36,50922,977,47594.0,2351.0,4084.811866987321,1.9186206354817168
Vladimir Oblast,2021-04-02 04:20:36,30050,997,27108.0,1945.0,2180.163486868596,3.317803660565724
Volgograd Oblast,2021-04-02 04:20:36,53731,959,51420.0,1352.0,2131.1034571383702,1.7848169585527909
Vologda Oblast,2021-04-02 04:20:36,42803,904,39891.0,2008.0,3637.5796833317895,2.1120014952222976
Voronezh Oblast,2021-04-02 04:20:36,75356,2420,69978.0,2958.0,3228.9413514968073,3.2114231116301286
Yamalo-Nenets Autonomous Okrug,2021-04-02 04:20:36,38014,407,36585.0,1022.0,7058.622552906248,1.0706581785657916
Yaroslavl Oblast,2021-04-02 04:20:36,36184,483,34498.0,1203.0,2858.849444253068,1.334844130002211
Zabaykalsky Krai,2021-04-02 04:20:36,41102,590,39625.0,887.0,3831.2611972714544,1.435453262614958
