Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-11-29 05:25:55,7859,63,6385,1411.0,1733.4397939017506,0.8016287059422318
Altai Krai,2020-11-29 05:25:55,25678,532,23145,2001.0,1092.643654684096,2.071812446452216
Altai Republic,2020-11-29 05:25:55,11045,22,9093,1930.0,5065.050008483788,0.19918515165233136
Amur Oblast,2020-11-29 05:25:55,11071,98,8308,2665.0,1386.6066150316126,0.8851955559570048
Arkhangelsk Oblast,2020-11-29 05:25:55,30477,335,19932,10210.0,2638.637331735681,1.0991895527775044
Astrakhan Oblast,2020-11-29 05:25:55,13406,250,9430,3726.0,1317.5248694366858,1.8648366403103087
Bashkortostan Republic,2020-11-29 05:25:55,13987,80,11864,2043.0,344.2281912724482,0.5719596768427826
Belgorod Oblast,2020-11-29 05:25:55,15873,88,14407,1378.0,1024.14644784486,0.5544005544005544
Bryansk Oblast,2020-11-29 05:25:55,17005,124,14120,2761.0,1404.2322676967954,0.7291972949132608
Buryatia Republic,2020-11-29 05:25:55,18367,416,16092,1859.0,1865.596219849245,2.2649316709315617
Chechen Republic,2020-11-29 05:25:55,4155,65,2527,1563.0,289.1478732147468,1.5643802647412757
Chelyabinsk Oblast,2020-11-29 05:25:55,24701,273,22180,2248.0,707.1498833679358,1.1052184122100321
Chukotka Autonomous Okrug,2020-11-29 05:25:55,386,3,329,54.0,782.1998865202237,0.7772020725388601
Chuvashia Republic,2020-11-29 05:25:55,12325,268,11206,851.0,1001.1233700777423,2.1744421906693714
Dagestan Republic,2020-11-29 05:25:55,18757,937,16964,856.0,612.1966065958743,4.995468358479501
Ingushetia Republic,2020-11-29 05:25:55,9317,110,7986,1221.0,1909.0530957313188,1.180637544273908
Irkutsk Oblast,2020-11-29 05:25:55,31538,763,28139,2636.0,1311.790432972367,2.4193036971272748
Ivanovo Oblast,2020-11-29 05:25:55,15507,244,11169,4094.0,1528.3162797665393,1.5734829431869484
Jewish Autonomous Okrug,2020-11-29 05:25:55,2897,50,1909,938.0,1788.117076302048,1.7259233690024165
Kabardino-Balkarian Republic,2020-11-29 05:25:55,12527,207,9773,2547.0,1446.8231565622737,1.6524307495809052
Kaliningrad Oblast,2020-11-29 05:25:55,11094,110,7859,3125.0,1115.4244072234137,0.9915269515053182
Kalmykia Republic,2020-11-29 05:25:55,11474,140,9452,1882.0,4166.106901271908,1.2201499041310793
Kaluga Oblast,2020-11-29 05:25:55,15713,109,13639,1965.0,1552.5820705573606,0.6936931203462101
Kamchatka Krai,2020-11-29 05:25:55,7492,75,5325,2092.0,2374.214484229474,1.00106780565937
Karachay-Cherkess Republic,2020-11-29 05:25:55,12041,34,8584,3423.0,2582.2155027289004,0.2823685740387011
Karelia Republic,2020-11-29 05:25:55,14285,99,8287,5899.0,2294.838100256392,0.6930346517325866
