Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-05-01 04:20:47,14424,174,13863.0,387.0,3181.4652738565783,1.2063227953410982
Altai Krai,2021-05-01 04:20:47,49663,2063,44533.0,3067.0,2113.2472086056646,4.153997946157099
Altai Republic,2021-05-01 04:20:47,16807,237,16507.0,63.0,7707.405657997918,1.4101267329089069
Amur Oblast,2021-05-01 04:20:47,22299,279,21473.0,547.0,2792.8769676262236,1.251177182833311
Arkhangelsk Oblast,2021-05-01 04:20:47,61940,938,58386.0,2616.0,5362.6405593630625,1.5143687439457543
Astrakhan Oblast,2021-05-01 04:20:47,32803,732,31219.0,852.0,3223.8377064099363,2.2315032161692527
Bashkortostan Republic,2021-05-01 04:20:47,35375,448,32956.0,1971.0,870.5992897878642,1.2664310954063605
Belgorod Oblast,2021-05-01 04:20:47,36770,631,34634.0,1505.0,2372.447860344957,1.7160728855044871
Bryansk Oblast,2021-05-01 04:20:47,38173,308,37337.0,528.0,3152.235128185225,0.8068530112907029
Buryatia Republic,2021-05-01 04:20:47,37144,846,35876.0,422.0,3772.837479723437,2.2776222270084
Chechen Republic,2021-05-01 04:20:47,11995,123,11684.0,188.0,834.7361586548465,1.0254272613588995
Chelyabinsk Oblast,2021-05-01 04:20:47,58883,1430,54523.0,2930.0,1685.7255407616751,2.42854474126658
Chukotka Autonomous Okrug,2021-05-01 04:20:47,749,7,733.0,9.0,1517.7920077814706,0.9345794392523364
Chuvashia Republic,2021-05-01 04:20:47,24211,1366,22058.0,787.0,1966.5880659596123,5.6420635248440805
Dagestan Republic,2021-05-01 04:20:47,32327,1455,29947.0,925.0,1055.098347359643,4.5008816159866365
Ingushetia Republic,2021-05-01 04:20:47,15432,187,13591.0,1654.0,3162.0164616642387,1.211767755313634
Irkutsk Oblast,2021-05-01 04:20:47,66204,2241,63182.0,781.0,2753.686784973765,3.3849918433931485
Ivanovo Oblast,2021-05-01 04:20:47,34416,1148,32600.0,668.0,3391.9219116815125,3.3356578335657834
Jewish Autonomous Okrug,2021-05-01 04:20:47,4468,130,4286.0,52.0,2757.7863641413696,2.909579230080573
Kabardino-Balkarian Republic,2021-05-01 04:20:47,23762,450,22902.0,410.0,2744.424989720822,1.8937799848497598
Kaliningrad Oblast,2021-05-01 04:20:47,31815,410,29999.0,1406.0,3198.77659237542,1.2887002986012888
Kalmykia Republic,2021-05-01 04:20:47,20410,346,19736.0,328.0,7410.688674826533,1.6952474277315042
Kaluga Oblast,2021-05-01 04:20:47,34061,311,32255.0,1495.0,3365.5252278530047,0.9130677314230352
Kamchatka Krai,2021-05-01 04:20:47,14452,230,13802.0,420.0,4579.838190881521,1.591475228342098
Karachay-Cherkess Republic,2021-05-01 04:20:47,20065,74,19899.0,92.0,4302.977664833103,0.3688013954647396
Karelia Republic,2021-05-01 04:20:47,45720,469,43823.0,1428.0,7344.76709441528,1.0258092738407698
Kemerovo Oblast,2021-05-01 04:20:47,35099,665,33948.0,486.0,1302.4342112831125,1.894640872959344
Khabarovsk Krai,2021-05-01 04:20:47,51687,380,49567.0,1740.0,3891.208475181096,0.7351945363437615
