Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-06-03 02:33:13,890,9,413,468,196.30505364201017,1.0112359550561798
Altai Krai,2020-06-03 02:33:13,1985,12,833,1140,84.46520969498911,0.6045340050377834
Altai Republic,2020-06-03 02:33:13,133,0,80,53,60.99154831401935,0.0
Amur Oblast,2020-06-03 02:33:13,546,5,188,353,68.38471789425168,0.9157509157509156
Arkhangelsk Oblast,2020-06-03 02:33:13,2124,7,659,1458,183.8916459168089,0.3295668549905838
Astrakhan Oblast,2020-06-03 02:33:13,1937,19,1014,904,190.36593108301213,0.9808982963345381
Bashkortostan Republic,2020-06-03 02:33:13,3409,18,1138,2253,83.89746936782555,0.5280140803754767
Belgorod Oblast,2020-06-03 02:33:13,2471,20,999,1452,159.43210940746226,0.8093889113719142
Bryansk Oblast,2020-06-03 02:33:13,3885,31,2422,1432,320.8140170539281,0.797940797940798
Buryatia Republic,2020-06-03 02:33:13,1563,10,874,679,158.7590184365639,0.6397952655150352
Chechen Republic,2020-06-03 02:33:13,1264,13,847,404,87.96219295870995,1.0284810126582278
Chelyabinsk Oblast,2020-06-03 02:33:13,3042,19,1336,1687,87.08756508664669,0.6245890861275477
Chukotka Autonomous Okrug,2020-06-03 02:33:13,81,1,56,24,164.14039069465838,1.2345679012345678
Chuvashia Republic,2020-06-03 02:33:13,3061,14,1319,1728,248.63599479172169,0.4573668735707285
Dagestan Republic,2020-06-03 02:33:13,5228,271,4457,500,170.63303616160528,5.18362662586075
Ingushetia Republic,2020-06-03 02:33:13,2164,52,906,1206,443.40355255581983,2.4029574861367844
Irkutsk Oblast,2020-06-03 02:33:13,2189,13,405,1771,91.04918694199098,0.5938784833257195
Ivanovo Oblast,2020-06-03 02:33:13,2140,18,864,1258,210.91099753017312,0.8411214953271028
Jewish Autonomous Okrug,2020-06-03 02:33:13,314,3,211,100,193.81041144592442,0.9554140127388536
Kabardino-Balkarian Republic,2020-06-03 02:33:13,2978,21,1272,1685,343.94822066276436,0.7051712558764271
Kaliningrad Oblast,2020-06-03 02:33:13,1607,24,670,913,161.57265390373408,1.4934660858743
Kalmykia Republic,2020-06-03 02:33:13,1085,15,518,552,393.9538075544728,1.3824884792626728
Kaluga Oblast,2020-06-03 02:33:13,4092,32,1614,2446,404.3254523465105,0.7820136852394917
Kamchatka Krai,2020-06-03 02:33:13,916,8,269,639,290.28036139271194,0.8733624454148472
Karachay-Cherkess Republic,2020-06-03 02:33:13,1204,5,340,859,258.2001050814381,0.4152823920265781
Karelia Republic,2020-06-03 02:33:13,453,1,191,261,72.77295480687054,0.22075055187637968
Kemerovo Oblast,2020-06-03 02:33:13,589,7,259,323,21.85628509204687,1.1884550084889642
Khabarovsk Krai,2020-06-03 02:33:13,2209,12,1083,1114,166.30254264466967,0.5432322317790855
Khakassia Republic,2020-06-03 02:33:13,1020,10,585,425,189.7628522472945,0.9803921568627452
