Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-06-11 03:33:41,1158,12,651,495,255.41713721061544,1.0362694300518134
Altai Krai,2020-06-11 03:33:41,2524,16,1314,1194,107.4005991285403,0.6339144215530903
Altai Republic,2020-06-11 03:33:41,204,0,109,95,93.55094628616501,0.0
Amur Oblast,2020-06-11 03:33:41,835,5,296,534,104.58102461849845,0.5988023952095808
Arkhangelsk Oblast,2020-06-11 03:33:41,3217,13,944,2260,278.5213864945265,0.40410320174075226
Astrakhan Oblast,2020-06-11 03:33:41,2501,23,1438,1040,245.79514385060054,0.9196321471411436
Bashkortostan Republic,2020-06-11 03:33:41,4194,18,1640,2536,103.21677516241137,0.4291845493562232
Belgorod Oblast,2020-06-11 03:33:41,3061,32,1608,1421,197.49967094141724,1.0454099967330936
Bryansk Oblast,2020-06-11 03:33:41,4641,31,3217,1393,383.24269064280077,0.6679594914889032
Buryatia Republic,2020-06-11 03:33:41,1956,11,1147,798,198.67731289950038,0.5623721881390593
Chechen Republic,2020-06-11 03:33:41,1400,16,1073,311,97.42647954287494,1.1428571428571428
Chelyabinsk Oblast,2020-06-11 03:33:41,4015,37,1967,2011,114.94298942238214,0.921544209215442
Chukotka Autonomous Okrug,2020-06-11 03:33:41,112,1,69,42,226.95955256545352,0.8928571428571429
Chuvashia Republic,2020-06-11 03:33:41,3725,18,1829,1878,302.57075485108237,0.4832214765100672
Dagestan Republic,2020-06-11 03:33:41,6175,309,4636,1230,201.5415069429825,5.004048582995951
Ingushetia Republic,2020-06-11 03:33:41,2438,62,1652,724,499.5461465485623,2.543068088597211
Irkutsk Oblast,2020-06-11 03:33:41,3265,20,892,2353,135.80429208113318,0.6125574272588055
Ivanovo Oblast,2020-06-11 03:33:41,3031,25,1238,1768,298.72487547381064,0.8248102936324645
Jewish Autonomous Okrug,2020-06-11 03:33:41,356,4,261,91,219.73409705334103,1.1235955056179776
Kabardino-Balkarian Republic,2020-06-11 03:33:41,3576,34,1821,1721,413.0150561081416,0.9507829977628636
Kaliningrad Oblast,2020-06-11 03:33:41,1904,29,922,953,191.43393468121326,1.5231092436974791
Kalmykia Republic,2020-06-11 03:33:41,1203,16,734,453,436.7985534451896,1.3300083125519535
Kaluga Oblast,2020-06-11 03:33:41,4761,36,2318,2407,470.42851383717897,0.7561436672967864
Kamchatka Krai,2020-06-11 03:33:41,1255,10,374,871,397.70944710464346,0.796812749003984
Karachay-Cherkess Republic,2020-06-11 03:33:41,1807,9,490,1308,387.51460953667663,0.4980630879911456
Karelia Republic,2020-06-11 03:33:41,676,2,245,429,108.59716876257059,0.2958579881656805
Kemerovo Oblast,2020-06-11 03:33:41,834,7,339,488,30.9476091116589,0.8393285371702638
Khabarovsk Krai,2020-06-11 03:33:41,2733,18,1402,1313,205.75140291891447,0.6586169045005489
Khakassia Republic,2020-06-11 03:33:41,1191,10,851,330,221.5760363005174,0.8396305625524769
Khanty-Mansi Autonomous Okrug,2020-06-11 03:33:41,3821,23,1468,2330,249.3729780459105,0.6019366657942947
Kirov Oblast,2020-06-11 03:33:41,2360,22,1327,1011,183.9097657644178,0.9322033898305084
Komi Republic,2020-06-11 03:33:41,1693,27,939,727,201.338370954948,1.5948021264028351
Kostroma Oblast,2020-06-11 03:33:41,977,12,535,430,151.8674882329899,1.2282497441146367
Krasnodar Krai,2020-06-11 03:33:41,4655,47,3500,1108,83.07426535936982,1.0096670247046189
Krasnoyarsk Krai,2020-06-11 03:33:41,5791,53,1970,3768,201.3212598518267,0.9152132619582112
Kurgan Oblast,2020-06-11 03:33:41,330,0,200,130,39.02845174131942,0.0
Kursk Oblast,2020-06-11 03:33:41,3690,19,1951,1720,330.87137532201683,0.5149051490514905
Leningrad Oblast,2020-06-11 03:33:41,3342,23,2434,885,184.2524269275384,0.6882106523040096
Lipetsk Oblast,2020-06-11 03:33:41,2758,8,1092,1658,239.78417685256747,0.29006526468455396
Magadan Oblast,2020-06-11 03:33:41,359,4,216,139,249.148107792992,1.1142061281337048
Mari El Republic,2020-06-11 03:33:41,2193,16,1917,260,321.3973235941982,0.729594163246694
Mordovia Republic,2020-06-11 03:33:41,2360,18,1225,1117,293.1473090070753,0.7627118644067796
Moscow,2020-06-11 03:33:41,199785,3085,113533,83167,1597.4534137056119,1.5441599719698675
Moscow Oblast,2020-06-11 03:33:41,46457,622,13419,32416,619.1472248858347,1.3388725057580129
Murmansk Oblast,2020-06-11 03:33:41,3700,7,2569,1124,491.00466189020864,0.1891891891891892
Nenets Autonomous Okrug,2020-06-11 03:33:41,80,0,20,60,181.8305793576835,0.0
Nizhny Novgorod Oblast,2020-06-11 03:33:41,13038,150,5975,6913,403.06026551649086,1.150483202945237
North Ossetia - Alania Republic,2020-06-11 03:33:41,3403,57,3142,204,484.9201655824955,1.6749926535409931
Novgorod Oblast,2020-06-11 03:33:41,1823,11,458,1354,300.58897631563326,0.603400987383434
Novosibirsk Oblast,2020-06-11 03:33:41,3858,46,1552,2260,138.3366399543324,1.1923276308968378
Omsk Oblast,2020-06-11 03:33:41,1930,18,968,944,98.46531852510175,0.932642487046632
Orel Oblast,2020-06-11 03:33:41,3181,35,1568,1578,425.69592116127603,1.100282929896259
Orenburg Oblast,2020-06-11 03:33:41,2521,10,1757,754,127.47001597799486,0.3966679888932963
Penza Oblast,2020-06-11 03:33:41,3317,28,2651,638,249.08854019997676,0.8441362677117877
Perm Krai,2020-06-11 03:33:41,2360,30,1533,797,89.96912838975847,1.2711864406779658
Primorsky Krai,2020-06-11 03:33:41,2552,25,1614,913,133.40045174243886,0.9796238244514106
Pskov Oblast,2020-06-11 03:33:41,1366,12,475,879,214.5956458763389,0.8784773060029283
Rostov Oblast,2020-06-11 03:33:41,6734,54,2550,4130,159.5563697916716,0.8019008019008019
Ryazan Oblast,2020-06-11 03:33:41,4228,10,1747,2471,377.0038360229484,0.23651844843897826
Saint Petersburg,2020-06-11 03:33:41,19466,482,8521,10463,363.71891661613984,2.4761121956231382
Sakha (Yakutiya) Republic,2020-06-11 03:33:41,2753,19,1560,1174,285.48318521667886,0.6901561932437341
Sakhalin Oblast,2020-06-11 03:33:41,250,0,71,179,51.00156880825654,0.0
Samara Oblast,2020-06-11 03:33:41,3359,34,1570,1755,105.18194064594677,1.012206013694552
Saratov Oblast,2020-06-11 03:33:41,4132,37,1699,2396,167.76629651434254,0.8954501452081317
Smolensk Oblast,2020-06-11 03:33:41,3432,44,1321,2067,361.51126878657766,1.2820512820512822
Stavropol Krai,2020-06-11 03:33:41,3338,65,1650,1623,119.18559603866785,1.9472738166566808
Sverdlovsk Oblast,2020-06-11 03:33:41,8194,48,3642,4504,189.44543398124875,0.5857944837686112
Tambov Oblast,2020-06-11 03:33:41,3636,8,1677,1951,351.7965230583464,0.22002200220022006
Tatarstan Republic,2020-06-11 03:33:41,3720,10,3586,124,95.52462018692013,0.26881720430107525
Tomsk Oblast,2020-06-11 03:33:41,1066,11,524,531,98.8611492376748,1.0318949343339587
Tula Oblast,2020-06-11 03:33:41,4946,51,2787,2108,331.5335605672133,1.0311362717347352
Tver Oblast,2020-06-11 03:33:41,2314,49,1495,770,180.23589560649688,2.1175453759723424
Tyumen Oblast,2020-06-11 03:33:41,2013,12,1144,857,54.51738706532337,0.5961251862891207
Tyva Republic,2020-06-11 03:33:41,1914,2,359,1553,594.9235675521102,0.1044932079414838
Udmurt Republic,2020-06-11 03:33:41,1011,12,502,497,66.81894247622674,1.1869436201780414
Ulyanovsk Oblast,2020-06-11 03:33:41,3450,18,1095,2337,276.74877147610573,0.5217391304347826
Vladimir Oblast,2020-06-11 03:33:41,3260,38,1440,1782,236.51690406627696,1.1656441717791408
Volgograd Oblast,2020-06-11 03:33:41,4238,24,1551,2663,168.08949119414137,0.5663048607833884
Vologda Oblast,2020-06-11 03:33:41,1159,13,617,529,98.49671408503012,1.1216566005176876
Voronezh Oblast,2020-06-11 03:33:41,3527,17,1817,1693,151.12898968535004,0.4819960306209243
Yamalo-Nenets Autonomous Okrug,2020-06-11 03:33:41,2887,13,1482,1392,536.0720605629592,0.4502944232767579
Yaroslavl Oblast,2020-06-11 03:33:41,3844,15,1452,2377,303.7092986875081,0.39021852237252863
Zabaykalsky Krai,2020-06-11 03:33:41,1704,32,951,721,158.83580069462695,1.8779342723004693
