Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-07-16 04:44:59,2291,14,1843,434.0,505.32008752117446,0.6110868616324749
Altai Krai,2020-07-16 04:44:59,6540,54,4142,2344.0,278.28839869281046,0.8256880733944955
Altai Republic,2020-07-16 04:44:59,1139,1,650,488.0,522.3261167644213,0.08779631255487269
Amur Oblast,2020-07-16 04:44:59,2227,30,1234,963.0,278.9244812280192,1.3471037269869781
Arkhangelsk Oblast,2020-07-16 04:44:59,7370,113,4699,2558.0,638.0797694947655,1.5332428765264583
Astrakhan Oblast,2020-07-16 04:44:59,4013,38,2800,1175.0,394.3926078658377,0.9469225018689258
Bashkortostan Republic,2020-07-16 04:44:59,6077,19,4255,1803.0,149.5584984887873,0.3126542701991114
Belgorod Oblast,2020-07-16 04:44:59,5271,42,4687,542.0,340.0917234669096,0.796812749003984
Bryansk Oblast,2020-07-16 04:44:59,6906,35,5210,1661.0,570.2809785777163,0.5068056762235738
Buryatia Republic,2020-07-16 04:44:59,3481,27,2676,778.0,353.57654713863025,0.7756391841424878
Chechen Republic,2020-07-16 04:44:59,1863,28,1275,560.0,129.64680813455428,1.5029522275899088
Chelyabinsk Oblast,2020-07-16 04:44:59,9164,88,5212,3864.0,262.3505741137509,0.9602793539938892
Chukotka Autonomous Okrug,2020-07-16 04:44:59,145,1,141,3.0,293.8315635892032,0.6896551724137931
Chuvashia Republic,2020-07-16 04:44:59,5998,47,3253,2698.0,487.1998355964543,0.7835945315105035
Dagestan Republic,2020-07-16 04:44:59,8602,419,7019,1164.0,280.75466278923653,4.870960241804231
Ingushetia Republic,2020-07-16 04:44:59,3344,71,2529,744.0,685.1855266851486,2.123205741626794
Irkutsk Oblast,2020-07-16 04:44:59,10685,107,5278,5300.0,444.431504100125,1.00140383715489
Ivanovo Oblast,2020-07-16 04:44:59,5691,59,4015,1617.0,560.8852742729977,1.0367246529608154
Jewish Autonomous Okrug,2020-07-16 04:44:59,491,6,403,82.0,303.06022936289463,1.2219959266802445
Kabardino-Balkarian Republic,2020-07-16 04:44:59,5686,61,5193,432.0,656.7124186328,1.0728104115371089
Kaliningrad Oblast,2020-07-16 04:44:59,2648,42,1827,779.0,266.2379511742924,1.5861027190332326
Kalmykia Republic,2020-07-16 04:44:59,2220,27,1312,881.0,806.0621684524698,1.2162162162162162
Kaluga Oblast,2020-07-16 04:44:59,6742,52,5053,1637.0,666.1686705083513,0.7712844853159301
Kamchatka Krai,2020-07-16 04:44:59,2840,29,1957,854.0,899.9958803005479,1.0211267605633805
Karachay-Cherkess Republic,2020-07-16 04:44:59,4109,20,2548,1541.0,881.1829167604892,0.4867364322219518
Karelia Republic,2020-07-16 04:44:59,1792,3,990,799.0,287.87888524042387,0.16741071428571427
Kemerovo Oblast,2020-07-16 04:44:59,2553,14,1326,1213.0,94.73530702885513,0.5483744614179397
Khabarovsk Krai,2020-07-16 04:44:59,5637,43,2796,2798.0,424.3763842861036,0.7628171012950151
Khakassia Republic,2020-07-16 04:44:59,2450,19,1844,587.0,455.80292941752106,0.7755102040816326
Khanty-Mansi Autonomous Okrug,2020-07-16 04:44:59,12993,96,7530,5367.0,847.9725474353612,0.7388593858231355
Kirov Oblast,2020-07-16 04:44:59,3933,49,3509,375.0,306.4903003184133,1.2458682939232135
Komi Republic,2020-07-16 04:44:59,4416,39,2444,1933.0,525.1684856095986,0.8831521739130435
Kostroma Oblast,2020-07-16 04:44:59,1886,24,1256,606.0,293.16487493082803,1.2725344644750796
Krasnodar Krai,2020-07-16 04:44:59,6912,89,5877,946.0,123.35323784403096,1.2876157407407407
Krasnoyarsk Krai,2020-07-16 04:44:59,10889,235,7407,3247.0,378.55071637481285,2.1581412434566998
Kurgan Oblast,2020-07-16 04:44:59,1546,3,722,821.0,182.8423830063025,0.19404915912031048
Kursk Oblast,2020-07-16 04:44:59,5734,48,3982,1704.0,514.1508038201746,0.8371119637251483
