Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-04-08 04:21:13,14174,167,13546.0,461.0,3126.323404856013,1.1782136305912234
Altai Krai,2021-04-08 04:21:13,47786,1891,42855.0,3040.0,2033.3775871459693,3.9572259657640316
Altai Republic,2021-04-08 04:21:13,16712,198,16366.0,148.0,7663.840266345048,1.1847774054571565
Amur Oblast,2021-04-08 04:21:13,22004,257,20890.0,857.0,2755.929180485557,1.167969460098164
Arkhangelsk Oblast,2021-04-08 04:21:13,60260,835,55961.0,3464.0,5217.189539993836,1.3856621307666777
Astrakhan Oblast,2021-04-08 04:21:13,31182,684,29684.0,814.0,3064.527859076141,2.193573215316529
Bashkortostan Republic,2021-04-08 04:21:13,33087,383,28741.0,3963.0,814.2902813063197,1.157554326472633
Belgorod Oblast,2021-04-08 04:21:13,34876,579,32669.0,1628.0,2250.2445356918874,1.6601674503956876
Bryansk Oblast,2021-04-08 04:21:13,36276,290,35401.0,585.0,2995.5854009390728,0.7994266181497409
Buryatia Republic,2021-04-08 04:21:13,36331,798,34782.0,751.0,3690.258412552017,2.1964713330213868
Chechen Republic,2021-04-08 04:21:13,11738,117,11430.0,191.0,816.8514406244759,0.9967626512182656
Chelyabinsk Oblast,2021-04-08 04:21:13,56274,1275,51733.0,3266.0,1611.0340689302946,2.265699968013648
Chukotka Autonomous Okrug,2021-04-08 04:21:13,738,6,698.0,34.0,1495.5013374402206,0.8130081300813008
Chuvashia Republic,2021-04-08 04:21:13,23092,1262,21058.0,772.0,1875.6949989318646,5.465096137190369
Dagestan Republic,2021-04-08 04:21:13,31346,1415,29005.0,926.0,1023.0801743538024,4.5141325846998015
Ingushetia Republic,2021-04-08 04:21:13,15189,181,13464.0,1544.0,3112.225766991843,1.1916518533148992
Irkutsk Oblast,2021-04-08 04:21:13,62739,2067,59810.0,862.0,2609.56370011584,3.2946014440778466
Ivanovo Oblast,2021-04-08 04:21:13,33001,1069,31503.0,429.0,3252.4644063052533,3.2392957789157903
Jewish Autonomous Okrug,2021-04-08 04:21:13,4449,125,4255.0,69.0,2746.058982557063,2.809620139357159
Kabardino-Balkarian Republic,2021-04-08 04:21:13,23078,426,22026.0,626.0,2665.4254655659092,1.845913857353324
Kaliningrad Oblast,2021-04-08 04:21:13,30584,345,28297.0,1942.0,3075.0081188499084,1.1280408056500129
Kalmykia Republic,2021-04-08 04:21:13,20116,320,19263.0,533.0,7303.939901166613,1.5907735136209982
Kaluga Oblast,2021-04-08 04:21:13,32756,293,30590.0,1873.0,3236.579794003494,0.8944926120405422
Kamchatka Krai,2021-04-08 04:21:13,14216,211,13408.0,597.0,4505.049800828377,1.484243106359032
Karachay-Cherkess Republic,2021-04-08 04:21:13,19779,71,19197.0,511.0,4241.644417280535,0.35896658071692206
Karelia Republic,2021-04-08 04:21:13,44388,407,42151.0,1830.0,7130.785690877196,0.916914481391367
Kemerovo Oblast,2021-04-08 04:21:13,33624,625,32715.0,284.0,1247.7007299405502,1.8587913395193907
Khabarovsk Krai,2021-04-08 04:21:13,50961,358,48614.0,1989.0,3836.5522298392975,0.7024979886579934
Khakassia Republic,2021-04-08 04:21:13,21938,512,21237.0,189.0,4081.3896594128887,2.3338499407420907
Khanty-Mansi Autonomous Okrug,2021-04-08 04:21:13,54656,785,53184.0,687.0,3567.0582277093126,1.4362558548009368
Kirov Oblast,2021-04-08 04:21:13,40351,330,36861.0,3160.0,3144.467355237299,0.8178235979281803
Komi Republic,2021-04-08 04:21:13,42084,824,40882.0,378.0,5004.7985843284305,1.9579887843360897
Kostroma Oblast,2021-04-08 04:21:13,19953,405,17142.0,2406.0,3101.5475872188813,2.029769959404601
Krasnodar Krai,2021-04-08 04:21:13,43122,2404,37878.0,2840.0,769.565729500912,5.574880571402068
Krasnoyarsk Krai,2021-04-08 04:21:13,67639,3234,62591.0,1814.0,2351.436486810172,4.781265246381525
Kurgan Oblast,2021-04-08 04:21:13,19500,362,17799.0,1339.0,2306.2266938052385,1.8564102564102565
Kursk Oblast,2021-04-08 04:21:13,34661,607,31490.0,2564.0,3107.9492520423905,1.7512478001211738
Leningrad Oblast,2021-04-08 04:21:13,40523,1011,37904.0,1608.0,2234.1295919762533,2.4948794511758754
Lipetsk Oblast,2021-04-08 04:21:13,28187,561,25029.0,2597.0,2450.6151533514576,1.9902792067265047
Magadan Oblast,2021-04-08 04:21:13,8268,99,8071.0,98.0,5738.040543823001,1.197387518142235
Mari El Republic,2021-04-08 04:21:13,12681,215,11837.0,629.0,1858.4767261732907,1.6954498856557054
Mordovia Republic,2021-04-08 04:21:13,19310,213,17301.0,1796.0,2398.5909054773833,1.1030554117037803
Moscow,2021-04-08 04:21:13,1039775,17027,953402.0,69346.0,8313.898056589598,1.6375658195282634
Moscow Oblast,2021-04-08 04:21:13,236310,5521,194101.0,36688.0,3149.3785804673494,2.3363378612839067
Murmansk Oblast,2021-04-08 04:21:13,49526,1102,47166.0,1258.0,6572.296455344454,2.2250938900779387
Nenets Autonomous Okrug,2021-04-08 04:21:13,1092,4,1024.0,64.0,2481.9874082323795,0.3663003663003663
Nizhny Novgorod Oblast,2021-04-08 04:21:13,109291,2908,103804.0,2579.0,3378.6515936924993,2.6607863410527863
North Ossetia - Alania Republic,2021-04-08 04:21:13,16449,170,15520.0,759.0,2343.947047800902,1.0334974770502765
Novgorod Oblast,2021-04-08 04:21:13,28963,121,26186.0,2656.0,4775.621788825939,0.4177744018230156
