Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-02-15 05:24:49,13533,135,11759,1639.0,2984.9396527385657,0.9975615162935048
Altai Krai,2021-02-15 05:24:49,41463,1361,37090,3012.0,1764.322916666667,3.282444589151774
Altai Republic,2021-02-15 05:24:49,15913,142,15306,465.0,7297.432393390901,0.8923521648966254
Amur Oblast,2021-02-15 05:24:49,20401,151,18805,1445.0,2555.158662565253,0.7401597960884271
Arkhangelsk Oblast,2021-02-15 05:24:49,54392,552,48397,5443.0,4709.149908054177,1.0148551257537872
Astrakhan Oblast,2021-02-15 05:24:49,26607,520,16937,9150.0,2614.902595934798,1.9543729093847484
Bashkortostan Republic,2021-02-15 05:24:49,26532,228,20552,5752.0,652.9679252763708,0.8593396653098145
Belgorod Oblast,2021-02-15 05:24:49,29759,444,26811,2504.0,1920.089090998248,1.4919856177962967
Bryansk Oblast,2021-02-15 05:24:49,31318,249,30065,1004.0,2586.1656077464404,0.7950699278370267
Buryatia Republic,2021-02-15 05:24:49,32191,689,29794,1708.0,3269.7450815684133,2.1403497872076045
Chechen Republic,2021-02-15 05:24:49,11127,110,10390,627.0,774.331741338264,0.988586321560169
Chelyabinsk Oblast,2021-02-15 05:24:49,47596,909,40282,6405.0,1362.5968927889664,1.9098243549878138
Chukotka Autonomous Okrug,2021-02-15 05:24:49,668,4,610,54.0,1353.651617086812,0.5988023952095808
Chuvashia Republic,2021-02-15 05:24:49,20594,957,18794,843.0,1672.7898323230042,4.646984558609304
Dagestan Republic,2021-02-15 05:24:49,29027,1297,26551,1179.0,947.3919549852556,4.468253694835843
Ingushetia Republic,2021-02-15 05:24:49,14429,168,12617,1644.0,2956.5017836543093,1.1643218518261833
Irkutsk Oblast,2021-02-15 05:24:49,52281,1679,48084,2518.0,2174.5740258173732,3.2114917465235937
Ivanovo Oblast,2021-02-15 05:24:49,28974,849,26603,1522.0,2855.577216093101,2.930213294677987
Jewish Autonomous Okrug,2021-02-15 05:24:49,4269,111,4064,94.0,2634.9574728109915,2.600140548137737
Kabardino-Balkarian Republic,2021-02-15 05:24:49,19944,354,18615,975.0,2303.4598095695683,1.7749699157641396
Kaliningrad Oblast,2021-02-15 05:24:49,26468,232,23802,2434.0,2661.1729953478743,0.8765301496146289
Kalmykia Republic,2021-02-15 05:24:49,18357,279,17297,781.0,6665.262714541434,1.5198561856512502
Kaluga Oblast,2021-02-15 05:24:49,28051,240,25784,2027.0,2771.6845708142628,0.8555844711418488
Kamchatka Krai,2021-02-15 05:24:49,12982,106,11517,1359.0,4113.995252838631,0.816515174857495
Karachay-Cherkess Republic,2021-02-15 05:24:49,18412,60,16748,1604.0,3948.4886501324236,0.32587442971974795
Karelia Republic,2021-02-15 05:24:49,38724,271,34224,4229.0,6220.882785742284,0.6998243983059601
Kemerovo Oblast,2021-02-15 05:24:49,30661,545,29514,602.0,1137.7513704707114,1.7775023645673658
Khabarovsk Krai,2021-02-15 05:24:49,47454,269,43856,3329.0,3572.530945522931,0.5668647532347115
Khakassia Republic,2021-02-15 05:24:49,20976,424,19604,948.0,3902.4172438620094,2.0213577421815407
Khanty-Mansi Autonomous Okrug,2021-02-15 05:24:49,49681,705,47214,1762.0,3242.370824993164,1.4190535617237978
Kirov Oblast,2021-02-15 05:24:49,34614,280,29408,4926.0,2697.395183122694,0.8089212457387185
Komi Republic,2021-02-15 05:24:49,38217,730,36873,614.0,4544.919387351003,1.9101447000026168
Kostroma Oblast,2021-02-15 05:24:49,17777,329,14722,2726.0,2763.3043380940253,1.850705968386117
Krasnodar Krai,2021-02-15 05:24:49,36181,1711,29077,5393.0,645.6949505837506,4.729001409579613
Krasnoyarsk Krai,2021-02-15 05:24:49,60103,2618,55255,2230.0,2089.451162299144,4.355855780909439
Kurgan Oblast,2021-02-15 05:24:49,16525,245,14597,1683.0,1954.379287955465,1.4826021180030258
Kursk Oblast,2021-02-15 05:24:49,28657,416,25392,2849.0,2569.588347588898,1.4516523013574345
Leningrad Oblast,2021-02-15 05:24:49,33593,502,30357,2734.0,1852.062171686654,1.4943589438275828
Lipetsk Oblast,2021-02-15 05:24:49,22939,399,19264,3276.0,1994.3470749895016,1.739395788831248
Magadan Oblast,2021-02-15 05:24:49,8048,94,7665,289.0,5585.359252139272,1.1679920477137178
Mari El Republic,2021-02-15 05:24:49,11262,160,9966,1136.0,1650.5137520829273,1.4207068016338134
Mordovia Republic,2021-02-15 05:24:49,17012,150,14772,2090.0,2113.144924079816,0.8817305431460146
Moscow,2021-02-15 05:24:49,956178,14348,869869,71961.0,7645.46792907478,1.5005574275919338
Moscow Oblast,2021-02-15 05:24:49,205031,4237,166380,34414.0,2732.513392288947,2.0665167706346845
Murmansk Oblast,2021-02-15 05:24:49,45227,883,43008,1336.0,6001.802119813101,1.9523735821522543
Nenets Autonomous Okrug,2021-02-15 05:24:49,984,3,857,124.0,2236.5161260995073,0.3048780487804878
Nizhny Novgorod Oblast,2021-02-15 05:24:49,90871,2294,82864,5713.0,2809.210721563817,2.5244577477963266
North Ossetia - Alania Republic,2021-02-15 05:24:49,15194,142,13707,1345.0,2165.1122526771787,0.9345794392523364
Novgorod Oblast,2021-02-15 05:24:49,25855,113,22302,3440.0,4263.153034909873,0.4370527944304777
Novosibirsk Oblast,2021-02-15 05:24:49,34068,1330,31868,870.0,1221.5792249777596,3.9039567922977576
Omsk Oblast,2021-02-15 05:24:49,39482,1151,36053,2278.0,2014.3045108850088,2.9152525201357586
Orel Oblast,2021-02-15 05:24:49,28829,403,25785,2641.0,3858.028202187496,1.397897949980922
Orenburg Oblast,2021-02-15 05:24:49,36146,541,32508,3097.0,1827.660133891552,1.4967077961600177
Penza Oblast,2021-02-15 05:24:49,35674,412,29164,6098.0,2678.9220931847963,1.1549027302797557
Perm Krai,2021-02-15 05:24:49,43627,1589,36197,5841.0,1663.1708323135556,3.642239897311298
