Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2020-12-31 05:22:49,10945,89,8868,1988.0,2414.1110248447203,0.8131566925536775
Altai Krai,2020-12-31 05:22:49,32699,870,30226,1603.0,1391.3994417211331,2.6606318236031683
Altai Republic,2020-12-31 05:22:49,13753,95,13012,646.0,6306.892962125624,0.6907583799898204
Amur Oblast,2020-12-31 05:22:49,15735,105,14115,1515.0,1970.757392062363,0.667302192564347
Arkhangelsk Oblast,2020-12-31 05:22:49,42968,438,33714,8816.0,3720.082976343431,1.019363247067585
Astrakhan Oblast,2020-12-31 05:22:49,18835,381,12561,5893.0,1851.0801816977453,2.022829838067428
Bashkortostan Republic,2020-12-31 05:22:49,18897,138,14754,4005.0,465.0661421659723,0.7302746467693285
Belgorod Oblast,2020-12-31 05:22:49,21631,252,19766,1613.0,1395.6600398999665,1.1649946835560077
Bryansk Oblast,2020-12-31 05:22:49,22938,216,20910,1812.0,1894.1652311925366,0.9416688464556632
Buryatia Republic,2020-12-31 05:22:49,25535,586,22936,2013.0,2593.673407407332,2.2948893675347564
Chechen Republic,2020-12-31 05:22:49,8551,92,4228,4231.0,595.0670189793742,1.0758975558414219
Chelyabinsk Oblast,2020-12-31 05:22:49,34400,533,23185,10682.0,984.8166466077074,1.5494186046511629
Chukotka Autonomous Okrug,2020-12-31 05:22:49,535,4,472,59.0,1084.137148415336,0.7476635514018691
Chuvashia Republic,2020-12-31 05:22:49,16269,517,14658,1094.0,1321.4828485026198,3.1778228532792427
Dagestan Republic,2020-12-31 05:22:49,23303,1112,19998,2193.0,760.5703216667728,4.7719177788267615
Ingushetia Republic,2020-12-31 05:22:49,12051,138,9937,1976.0,2469.249635790289,1.1451331839681351
Irkutsk Oblast,2020-12-31 05:22:49,40259,1218,35527,3514.0,1674.5313920043925,3.02541046722472
Ivanovo Oblast,2020-12-31 05:22:49,21068,506,16048,4514.0,2076.389203722284,2.4017467248908297
Jewish Autonomous Okrug,2020-12-31 05:22:49,3734,71,2831,832.0,2304.7390966212797,1.9014461703267276
Kabardino-Balkarian Republic,2020-12-31 05:22:49,15723,261,13866,1596.0,1815.9495881399082,1.6599885518030908
Kaliningrad Oblast,2020-12-31 05:22:49,17567,170,15693,1704.0,1766.2394593197864,0.9677235726077305
Kalmykia Republic,2020-12-31 05:22:49,14688,200,12333,2155.0,5333.081590193637,1.3616557734204793
Kaluga Oblast,2020-12-31 05:22:49,20880,169,19560,1151.0,2063.1269415921647,0.8093869731800766
Kamchatka Krai,2020-12-31 05:22:49,10027,82,8844,1101.0,3177.5558773850685,0.8177919617034008
Karachay-Cherkess Republic,2020-12-31 05:22:49,15038,41,13414,1583.0,3224.927890543743,0.2726426386487565
Karelia Republic,2020-12-31 05:22:49,27179,158,20747,6274.0,4366.216641712879,0.5813311748040767
Kemerovo Oblast,2020-12-31 05:22:49,25607,466,22641,2500.0,950.2103435518576,1.8198148943648218
Khabarovsk Krai,2020-12-31 05:22:49,34740,202,30603,3935.0,2615.369095281043,0.5814622913068509
Khakassia Republic,2020-12-31 05:22:49,17410,252,14386,2772.0,3238.9914290445067,1.4474439977024698
Khanty-Mansi Autonomous Okrug,2020-12-31 05:22:49,41071,537,37515,3019.0,2680.449510945718,1.3074919042633488
Kirov Oblast,2020-12-31 05:22:49,25387,228,18806,6353.0,1978.3547557039303,0.8980974514515303
Komi Republic,2020-12-31 05:22:49,30088,568,27635,1885.0,3578.186004307428,1.8877957989896303
Kostroma Oblast,2020-12-31 05:22:49,14901,232,11250,3419.0,2316.251220224957,1.556942487081404
Krasnodar Krai,2020-12-31 05:22:49,27535,915,18527,8093.0,491.3963258153057,3.3230433993099693
Krasnoyarsk Krai,2020-12-31 05:22:49,46192,1684,40604,3904.0,1605.8421058669626,3.645652926913751
Kurgan Oblast,2020-12-31 05:22:49,11885,170,10469,1246.0,1405.615602865398,1.4303744215397558
Kursk Oblast,2020-12-31 05:22:49,20613,298,18698,1617.0,1848.3066827947785,1.4456896133507982
Leningrad Oblast,2020-12-31 05:22:49,23607,242,21223,2142.0,1301.5101862592458,1.0251196678951158
Lipetsk Oblast,2020-12-31 05:22:49,15868,250,12242,3376.0,1379.5849594983831,1.575497857322914
Magadan Oblast,2020-12-31 05:22:49,6967,64,6460,443.0,4835.138905275138,0.9186163341466916
Mari El Republic,2020-12-31 05:22:49,9135,119,8122,894.0,1338.7891249580487,1.3026819923371646
Mordovia Republic,2020-12-31 05:22:49,13400,92,11059,2249.0,1664.4804833452579,0.6865671641791045
Moscow,2020-12-31 05:22:49,803203,11136,621292,170775.0,6422.300844650944,1.3864490047970437
Moscow Oblast,2020-12-31 05:22:49,153843,2881,110833,40129.0,2050.3146246660667,1.8726883901119973
Murmansk Oblast,2020-12-31 05:22:49,35845,647,32686,2512.0,4756.773542014738,1.8049937229739157
Nenets Autonomous Okrug,2020-12-31 05:22:49,786,0,684,102.0,1786.4854421892398,0.0
Nizhny Novgorod Oblast,2020-12-31 05:22:49,69314,1632,61745,5937.0,2142.7917812555647,2.354502697867675
North Ossetia - Alania Republic,2020-12-31 05:22:49,11924,101,10540,1283.0,1699.1443004424561,0.8470311975847031
Novgorod Oblast,2020-12-31 05:22:49,18096,99,13426,4571.0,2983.7949069707624,0.5470822281167109
Novosibirsk Oblast,2020-12-31 05:22:49,27736,958,23758,3020.0,994.5321528702344,3.45399480819152
Omsk Oblast,2020-12-31 05:22:49,29857,863,27182,1812.0,1523.253375753349,2.89044445188733
Orel Oblast,2020-12-31 05:22:49,21191,266,19197,1728.0,2835.876222989186,1.255249870227927
Orenburg Oblast,2020-12-31 05:22:49,28561,339,25010,3212.0,1444.1376939101592,1.1869332306291795
Penza Oblast,2020-12-31 05:22:49,25849,316,20892,4641.0,1941.1183827643051,1.2224844287980192
Perm Krai,2020-12-31 05:22:49,30298,1123,24336,4839.0,1155.0358694715685,3.7065152815367353
Primorsky Krai,2020-12-31 05:22:49,29048,372,20734,7942.0,1518.4233237517099,1.2806389424400992
Pskov Oblast,2020-12-31 05:22:49,22903,99,11775,11029.0,3598.0117697699766,0.4322577828232109
Rostov Oblast,2020-12-31 05:22:49,51264,2033,41644,7587.0,1214.6566291951667,3.9657459425717856
Ryazan Oblast,2020-12-31 05:22:49,18019,156,16470,1393.0,1606.724721215115,0.8657528164715023
Saint Petersburg,2020-12-31 05:22:49,238366,7610,144874,85882.0,4453.828381697461,3.1925694100668722
Sakha (Yakutiya) Republic,2020-12-31 05:22:49,26190,384,23634,2172.0,2715.8752709134837,1.4662084765177548
Sakhalin Oblast,2020-12-31 05:22:49,15597,17,13073,2507.0,3181.8858748095095,0.10899531961274604
Samara Oblast,2020-12-31 05:22:49,31097,592,28687,1818.0,973.7549295227764,1.903720616136605
