Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
Adygea Republic,2020-10-28 04:24:39,5491,48,4377,1066.0,1211.136010728402,0.874157712620652
Altai Krai,2020-10-28 04:24:39,18347,310,17340,697.0,780.696827342048,1.6896495339837576
Altai Republic,2020-10-28 04:24:39,6758,12,4603,2143.0,3099.104387264231,0.17756732761171945
Amur Oblast,2020-10-28 04:24:39,6092,61,5283,748.0,763.0031161387932,1.0013131976362442
Arkhangelsk Oblast,2020-10-28 04:24:39,19285,286,11368,7631.0,1669.6564931759228,1.4830178895514652
Astrakhan Oblast,2020-10-28 04:24:39,9083,158,7106,1819.0,892.6658502978827,1.7395133766376747
Bashkortostan Republic,2020-10-28 04:24:39,10415,50,9426,939.0,256.31919726192524,0.4800768122899664
Belgorod Oblast,2020-10-28 04:24:39,11149,61,9709,1379.0,719.347870410278,0.5471342721320298
Bryansk Oblast,2020-10-28 04:24:39,12192,55,9144,2993.0,1006.78622803642,0.4511154855643045
Buryatia Republic,2020-10-28 04:24:39,10467,108,8355,2004.0,1063.1673998563754,1.0318142734307825
Chechen Republic,2020-10-28 04:24:39,2596,45,2088,463.0,180.65652920950242,1.7334360554699535
Chelyabinsk Oblast,2020-10-28 04:24:39,18393,159,14043,4191.0,526.5619936353362,0.8644593051704452
Chukotka Autonomous Okrug,2020-10-28 04:24:39,233,2,208,23.0,472.15692631920234,0.8583690987124464
Chuvashia Republic,2020-10-28 04:24:39,9666,135,8158,1373.0,785.140648695453,1.3966480446927374
Dagestan Republic,2020-10-28 04:24:39,15705,765,14018,922.0,512.5845127999256,4.871060171919772
Ingushetia Republic,2020-10-28 04:24:39,7105,94,5689,1322.0,1455.8143442278656,1.323011963406052
Irkutsk Oblast,2020-10-28 04:24:39,23398,384,19598,3416.0,973.2155669569232,1.6411659116163777
Ivanovo Oblast,2020-10-28 04:24:39,11019,166,8122,2731.0,1085.9945241985874,1.5064887920863963
Jewish Autonomous Okrug,2020-10-28 04:24:39,1794,27,912,855.0,1107.311713802511,1.5050167224080269
Kabardino-Balkarian Republic,2020-10-28 04:24:39,9742,132,7299,2311.0,1125.1657373057926,1.3549579141859989
Kaliningrad Oblast,2020-10-28 04:24:39,6442,93,4327,2022.0,647.6982180758275,1.4436510400496743
Kalmykia Republic,2020-10-28 04:24:39,8709,99,5466,3144.0,3162.1601013750264,1.1367550809507403
