Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Adygea Republic,2021-03-08 05:24:48,13869,154,12360.0,1355.0,3059.0503246753246,1.1103900785925445
Altai Krai,2021-03-08 05:24:48,44436,1563,39933.0,2940.0,1890.829248366013,3.5174183094788014
Altai Republic,2021-03-08 05:24:48,16350,173,16097.0,80.0,7497.833194994107,1.0581039755351682
Amur Oblast,2021-03-08 05:24:48,21259,188,19804.0,1267.0,2662.620362113363,0.8843313420198504
Arkhangelsk Oblast,2021-03-08 05:24:48,57493,698,52258.0,4537.0,4977.628247973209,1.2140608421894838
Astrakhan Oblast,2021-03-08 05:24:48,28944,583,22556.0,5805.0,2844.58002543454,2.0142343836373686
Bashkortostan Republic,2021-03-08 05:24:48,29524,297,23872.0,5355.0,726.6027825214672,1.005961251862891
Belgorod Oblast,2021-03-08 05:24:48,32114,503,29598.0,2013.0,2072.0367306803896,1.5662950737995889
Bryansk Oblast,2021-03-08 05:24:48,33542,263,32696.0,583.0,2769.818213648097,0.7840915866674617
Buryatia Republic,2021-03-08 05:24:48,34340,727,32293.0,1320.0,3488.0260352601445,2.117064647641235
Chechen Republic,2021-03-08 05:24:48,11377,113,10900.0,364.0,791.7293269709203,0.993231959215962
Chelyabinsk Oblast,2021-03-08 05:24:48,52051,1048,45956.0,5047.0,1490.1363742028425,2.0134099248813664
Chukotka Autonomous Okrug,2021-03-08 05:24:48,703,5,660.0,38.0,1424.5764772635162,0.7112375533428165
Chuvashia Republic,2021-03-08 05:24:48,21747,1072,19893.0,782.0,1766.4446189923458,4.929415551570331
Dagestan Republic,2021-03-08 05:24:48,30069,1360,27814.0,895.0,981.4010643349865,4.5229305929695025
Ingushetia Republic,2021-03-08 05:24:48,14844,174,13128.0,1542.0,3041.5352745557257,1.1721907841552142
Irkutsk Oblast,2021-03-08 05:24:48,57139,1832,54490.0,817.0,2376.6375023656565,3.206216419608324
Ivanovo Oblast,2021-03-08 05:24:48,31024,955,29311.0,758.0,3057.618124942098,3.0782619907168645
Jewish Autonomous Okrug,2021-03-08 05:24:48,4352,119,4153.0,80.0,2686.1876134161243,2.734375
Kabardino-Balkarian Republic,2021-03-08 05:24:48,21467,380,20146.0,941.0,2479.360796832628,1.770158848465086
Kaliningrad Oblast,2021-03-08 05:24:48,28852,279,26315.0,2258.0,2900.867585831073,0.9670040205185082
Kalmykia Republic,2021-03-08 05:24:48,19244,302,18292.0,650.0,6987.324490855552,1.5693203076283515
Kaluga Oblast,2021-03-08 05:24:48,30501,266,28262.0,1973.0,3013.766036662003,0.8721025540146224
Kamchatka Krai,2021-03-08 05:24:48,13705,133,12461.0,1111.0,4343.113922365847,0.9704487413352793
Karachay-Cherkess Republic,2021-03-08 05:24:48,19281,64,17602.0,1615.0,4134.847363849841,0.33193299102743634
Karelia Republic,2021-03-08 05:24:48,41536,325,37640.0,3571.0,6672.621304322682,0.7824537750385208
Kemerovo Oblast,2021-03-08 05:24:48,32053,564,31196.0,293.0,1189.4049338800992,1.7595856862072192
Khabarovsk Krai,2021-03-08 05:24:48,49330,298,46691.0,2341.0,3713.7638880314867,0.6040948712750862
Khakassia Republic,2021-03-08 05:24:48,21446,475,20513.0,458.0,3989.8569895053706,2.2148652429357454
Khanty-Mansi Autonomous Okrug,2021-03-08 05:24:48,52187,759,50225.0,1203.0,3405.921906642745,1.4543851917144115
Kirov Oblast,2021-03-08 05:24:48,37355,300,32698.0,4357.0,2910.995466156707,0.8031053406505153
Komi Republic,2021-03-08 05:24:48,39990,759,38838.0,393.0,4755.771680146705,1.8979744936234055
Kostroma Oblast,2021-03-08 05:24:48,18688,357,15941.0,2390.0,2904.912610131132,1.9103167808219184
Krasnodar Krai,2021-03-08 05:24:48,39433,2028,34388.0,3017.0,703.7309357499527,5.142900616235133
Krasnoyarsk Krai,2021-03-08 05:24:48,63640,2887,58860.0,1893.0,2212.4132234450444,4.536455059710874
Kurgan Oblast,2021-03-08 05:24:48,18082,322,16214.0,1546.0,2138.5226193531453,1.7807764627806661
Kursk Oblast,2021-03-08 05:24:48,31570,483,28304.0,2783.0,2830.7884333105876,1.5299334811529934
Leningrad Oblast,2021-03-08 05:24:48,37014,703,33951.0,2360.0,2040.670056940726,1.8992813530015669
Lipetsk Oblast,2021-03-08 05:24:48,25393,453,22037.0,2903.0,2207.7010887662245,1.7839562084038907
Magadan Oblast,2021-03-08 05:24:48,8171,97,7907.0,167.0,5670.7219743079,1.1871251988740668
Mari El Republic,2021-03-08 05:24:48,11972,179,10877.0,916.0,1754.5685171316645,1.4951553625125291
Mordovia Republic,2021-03-08 05:24:48,18142,169,16114.0,1859.0,2253.5078305111692,0.9315400727593428
Moscow,2021-03-08 05:24:48,990395,15394,911109.0,63892.0,7919.062360372249,1.554329333245826
Moscow Oblast,2021-03-08 05:24:48,218860,4872,178563.0,35425.0,2916.8168766496724,2.226080599469981
Murmansk Oblast,2021-03-08 05:24:48,47291,982,46132.0,177.0,6275.703098770233,2.0765050432429004
Nenets Autonomous Okrug,2021-03-08 05:24:48,1045,3,951.0,91.0,2375.1619428597405,0.28708133971291866
Nizhny Novgorod Oblast,2021-03-08 05:24:48,99264,2551,91983.0,4730.0,3068.674198207467,2.5699145712443583
North Ossetia - Alania Republic,2021-03-08 05:24:48,15890,157,14550.0,1183.0,2264.290752602367,0.9880427942101953
Novgorod Oblast,2021-03-08 05:24:48,27592,115,24219.0,3258.0,4549.561730389991,0.4167874746303276
Novosibirsk Oblast,2021-03-08 05:24:48,36499,1489,33501.0,1509.0,1308.7478024088073,4.079563823666402
Omsk Oblast,2021-03-08 05:24:48,41613,1239,38317.0,2057.0,2123.024507660653,2.9774349361978234
Orel Oblast,2021-03-08 05:24:48,30850,457,28067.0,2326.0,4128.487635279901,1.4813614262560777
Orenburg Oblast,2021-03-08 05:24:48,38131,639,35310.0,2182.0,1928.0282345326941,1.6758018410217408
Penza Oblast,2021-03-08 05:24:48,39323,456,35556.0,3311.0,2952.942015762341,1.1596266815858405
Perm Krai,2021-03-08 05:24:48,48059,1783,40677.0,5599.0,1832.1298056285598,3.710023096610416
Primorsky Krai,2021-03-08 05:24:48,40927,643,36135.0,4149.0,2139.373153786362,1.5710899894934884
Pskov Oblast,2021-03-08 05:24:48,32557,181,21735.0,10641.0,5114.634291944337,0.5559480296096078
Rostov Oblast,2021-03-08 05:24:48,74960,3220,65621.0,6119.0,1776.1130798312595,4.295624332977588
Ryazan Oblast,2021-03-08 05:24:48,24919,312,23017.0,1590.0,2221.986421441781,1.2520566635900316
Saint Petersburg,2021-03-08 05:24:48,373931,11350,314903.0,47678.0,6986.83747093341,3.0353193503614304
Sakha (Yakutiya) Republic,2021-03-08 05:24:48,32825,522,31473.0,830.0,3403.917745999813,1.5902513328255905
Sakhalin Oblast,2021-03-08 05:24:48,21735,34,20672.0,1029.0,4434.076392189823,0.15642972164711294
Samara Oblast,2021-03-08 05:24:48,50437,935,46754.0,2748.0,1579.357410050496,1.853797807165375
Saratov Oblast,2021-03-08 05:24:48,50828,674,45821.0,4333.0,2063.7040946832053,1.3260407649327142
Smolensk Oblast,2021-03-08 05:24:48,26720,650,25343.0,727.0,2814.563258151911,2.432634730538922
