Число,Температура,Давление,Облачность,Явления,Ветер,Температура,Давление,Облачность,Явления,Ветер
1,-27,765,,,Ш,-32,766,,,Ш
2,-30,771,,,Ш,-33,773,,,Ш
3,-27,779,,,Ш,-31,780,,,Ш
4,-26,780,,,Ш,-26,780,,,Ш
5,-22,777,,,Ш,-24,776,,,Ш
6,-18,773,,,Ш,-21,772,,,Ш
7,-19,768,,,Ш,-18,767,,,Ш
8,-22,765,,,ЮЗ 1м/с,-25,766,,,ЮЗ 1м/с
9,-24,764,,,Ю 1м/с,-21,761,,,Ю 1м/с
10,-13,751,,,ЮЗ 4м/с,-12,751,,,ЮЗ 4м/с
11,-13,746,,,СВ 1м/с,-20,750,,,СВ 1м/с
12,-21,748,,,В 1м/с,-20,745,,,В 1м/с
13,-22,751,,,СВ 1м/с,-23,755,,,СВ 1м/с
14,-20,764,,,ЮЗ 2м/с,-19,767,,,ЮЗ 2м/с
15,-16,770,,,ЮЗ 1м/с,-17,768,,,ЮЗ 1м/с
16,-14,756,,,Ю 1м/с,-12,752,,,Ю 1м/с
17,-8,743,,,ЮЗ 3м/с,-9,746,,,ЮЗ 3м/с
18,-9,740,,,ЮЗ 3м/с,-13,743,,,ЮЗ 3м/с
19,-19,749,,,ЮЗ 3м/с,-21,750,,,ЮЗ 3м/с
20,-20,755,,,В 1м/с,-22,753,,,В 1м/с
21,-12,746,,,ЮЗ 1м/с,-13,743,,,ЮЗ 1м/с
22,-16,743,,,З 1м/с,-21,748,,,З 1м/с
23,-18,754,,,ЮЗ 2м/с,-17,755,,,ЮЗ 2м/с
24,-30,761,,,СЗ 2м/с,-33,764,,,СЗ 2м/с
25,-33,765,,,ЮВ 1м/с,-32,764,,,ЮВ 1м/с
26,-25,761,,,В 1м/с,-25,758,,,В 1м/с
27,-3,749,,,З 1м/с,-4,752,,,З 1м/с
28,-4,754,,,З 3м/с,-6,753,,,З 3м/с
29,-5,752,,,З 2м/с,-6,753,,,З 2м/с
30,-18,761,,,СВ 1м/с,-22,763,,,СВ 1м/с
31,-15,758,,,В 1м/с,-20,757,,,В 1м/с
