Число,Температура,Давление,Облачность,Явления,Ветер,Температура,Давление,Облачность,Явления,Ветер
1,+12,749,,,СВ 2м/с,+12,749,,,СВ 2м/с
2,+21,748,,,СВ 4м/с,+18,748,,,СВ 4м/с
3,+20,749,,,СВ 3м/с,+18,749,,,СВ 3м/с
4,+22,749,,,С 4м/с,+17,749,,,С 4м/с
5,+15,746,,,СВ 3м/с,+15,744,,,СВ 3м/с
6,+19,743,,,ЮЗ 2м/с,+17,743,,,ЮЗ 2м/с
7,+18,744,,,В 1м/с,+15,744,,,В 1м/с
8,+24,744,,,ЮВ 1м/с,+19,744,,,ЮВ 1м/с
9,+19,743,,,СВ 4м/с,+17,743,,,СВ 4м/с
10,+19,743,,,СЗ 1м/с,+17,743,,,СЗ 1м/с
11,+24,743,,,СВ 1м/с,+17,744,,,СВ 1м/с
12,+25,743,,,ЮЗ 1м/с,+17,743,,,ЮЗ 1м/с
13,+24,744,,,Ю 3м/с,+21,744,,,Ю 3м/с
14,+22,747,,,СЗ 2м/с,+22,748,,,СЗ 2м/с
15,+27,746,,,С 2м/с,+21,744,,,С 2м/с
16,+18,746,,,ЮВ 5м/с,+17,748,,,ЮВ 5м/с
17,+26,751,,,СВ 5м/с,+22,752,,,СВ 5м/с
18,+26,755,,,В 2м/с,+22,755,,,В 2м/с
19,+27,755,,,В 2м/с,+23,754,,,В 2м/с
20,+28,753,,,ЮВ 3м/с,+24,752,,,ЮВ 3м/с
21,+32,751,,,ЮВ 3м/с,,,,,
22,+33,751,,,В 2м/с,+28,751,,,В 2м/с
23,+34,751,,,В 3м/с,+29,751,,,В 3м/с
24,+34,751,,,СВ 1м/с,+28,750,,,СВ 1м/с
25,+34,749,,,ЮВ 2м/с,+27,748,,,ЮВ 2м/с
26,+35,746,,,СВ 1м/с,+29,745,,,СВ 1м/с
27,+35,743,,,ЮВ 4м/с,+30,742,,,ЮВ 4м/с
28,+26,743,,,ЮЗ 2м/с,+24,743,,,ЮЗ 2м/с
29,+27,744,,,З 3м/с,+22,744,,,З 3м/с
30,+16,744,,,Ю 2м/с,+19,745,,,Ю 2м/с
