,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:00,Самара,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:08,Совершил посадку в 00:08,,"UT 358, TK 9007, 7R 4358ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
2,00:05,Дубай,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
3,Совершил посадку в 00:00,Совершил посадку в 00:00,,"FZ 1917, EK 2322Flydubai, Emirates",ПрилетелВыдача багажа: лента А11
4,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 00:12,Совершил посадку в 00:12,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
6,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
7,Совершил посадку в 00:42,Совершил посадку в 00:42,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
8,01:05,Анталья,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А10
9,Совершил посадку в 00:47,Совершил посадку в 00:47,,TK 4001Turkish Airlines,ПрилетелВыдача багажа: лента А10
10,01:25,Анталья,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 00:57,Совершил посадку в 00:57,,TK 3130Turkish Airlines,ПрилетелВыдача багажа: лента А10
12,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
13,Совершил посадку в 01:29,Совершил посадку в 01:29,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
14,02:25,Анталья,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А10
15,Совершил посадку в 02:07,Совершил посадку в 02:07,,TK 3136Turkish Airlines,ПрилетелВыдача багажа: лента А10
16,03:40,Анапа,,"ЮТ 458, ZF 4458ЮТэйр, Azur Air",ПрилетелВыдача багажа: лента А06
17,Совершил посадку в 03:26,Совершил посадку в 03:26,,"ЮТ 458, ZF 4458ЮТэйр, Azur Air",ПрилетелВыдача багажа: лента А06
18,03:40,Краснодар,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 03:33,Совершил посадку в 03:33,,"UT 508, 7R 4508ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
20,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
21,Совершил посадку в 05:08,Совершил посадку в 05:08,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
22,04:30,Калининград,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
23,Совершил посадку в 04:16,Совершил посадку в 04:16,,"UT 394, 7R 4394ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
24,04:30,Сочи,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А06
25,Совершил посадку в 04:40,Совершил посадку в 04:40,,UT 270ЮТэйр,ПрилетелВыдача багажа: лента А06
26,04:50,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
27,Совершил посадку в 04:30,Совершил посадку в 04:30,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
28,05:10,Монастир,,BJ 400Nouvelair Tunisie,Нет актуальной информации о статусе
29,,,,BJ 400Nouvelair Tunisie,Нет актуальной информации о статусе
30,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
31,Совершил посадку в 05:22,Совершил посадку в 05:22,,DP 420Победа,ПрилетелВыдача багажа: лента А05
32,05:20,Санкт-Петербург,,F7 8802I Fly,ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 06:15,Совершил посадку в 06:15,,F7 8802I Fly,ПрилетелВыдача багажа: лента А04
34,05:20,Нальчик,,R3 7862Якутия,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 10:42,Совершил посадку в 10:42,,R3 7862Якутия,ПрилетелВыдача багажа: лента А05
36,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 05:18,Совершил посадку в 05:18,,DP 472Победа,ПрилетелВыдача багажа: лента А06
38,06:00,Кайо-Коко,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
39,Совершил посадку в 06:00,Совершил посадку в 06:00,,ZF 536Azur Air,ПрилетелВыдача багажа: лента А10
40,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
41,Совершил посадку в 06:07,Совершил посадку в 06:07,,DP 434Победа,ПрилетелВыдача багажа: лента А06
42,06:20,Сургут,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
43,Совершил посадку в 06:52,Совершил посадку в 06:52,,"UT 254, 7R 4254ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
44,06:30,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А05
45,Совершил посадку в 06:04,Совершил посадку в 06:04,,DP 406Победа,ПрилетелВыдача багажа: лента А05
46,06:30,Томск,,DP 464Победа,ПрилетелВыдача багажа: лента А07
47,Совершил посадку в 06:34,Совершил посадку в 06:34,,DP 464Победа,ПрилетелВыдача багажа: лента А07
48,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
49,Совершил посадку в 06:40,Совершил посадку в 06:40,,DP 496Победа,ПрилетелВыдача багажа: лента А05
50,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А08
51,Совершил посадку в 06:55,Совершил посадку в 06:55,,DP 450Победа,ПрилетелВыдача багажа: лента А08
52,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А07
53,Совершил посадку в 07:00,Совершил посадку в 07:00,,DP 436Победа,ПрилетелВыдача багажа: лента А07
54,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
55,Совершил посадку в 07:11,Совершил посадку в 07:11,,DP 260Победа,ПрилетелВыдача багажа: лента А06
56,07:20,Бухара,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А10
57,Совершил посадку в 07:27,Совершил посадку в 07:27,,ZF 5020Azur Air,ПрилетелВыдача багажа: лента А10
58,07:20,Красноярск,,DP 418Победа,ПрилетелВыдача багажа: лента А08
59,Совершил посадку в 07:36,Совершил посадку в 07:36,,DP 418Победа,ПрилетелВыдача багажа: лента А08
60,07:30,Белгород,,7R 156РусЛайн,Нет актуальной информации о статусе
61,,,,7R 156РусЛайн,Нет актуальной информации о статусе
62,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
63,Совершил посадку в 07:18,Совершил посадку в 07:18,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А05
64,07:35,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А08
65,Совершил посадку в 07:52,Совершил посадку в 07:52,,DP 414Победа,ПрилетелВыдача багажа: лента А08
66,07:50,Курган,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
67,Совершил посадку в 07:40,Совершил посадку в 07:40,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
68,07:50,Саратов,,7R 480РусЛайн,Нет актуальной информации о статусе
69,,,,7R 480РусЛайн,Нет актуальной информации о статусе
70,07:55,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А08
71,Совершил посадку в 07:21,Совершил посадку в 07:21,,DP 404Победа,ПрилетелВыдача багажа: лента А08
72,07:55,Пенза,,7R 176РусЛайн,Нет актуальной информации о статусе
73,,,,7R 176РусЛайн,Нет актуальной информации о статусе
74,08:00,Тюмень,,"UT 454, 7R 4454, TK 9000ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
75,Совершил посадку в 08:09,Совершил посадку в 08:09,,"UT 454, 7R 4454, TK 9000ЮТэйр, РусЛайн, Turkish Airlines",ПрилетелВыдача багажа: лента А05
76,08:05,Красноярск,,"UT 572, TK 9027, 7R 4572ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
77,Совершил посадку в 07:58,Совершил посадку в 07:58,,"UT 572, TK 9027, 7R 4572ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А06
78,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
79,Совершил посадку в 07:44,Совершил посадку в 07:44,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
80,08:10,Уфа,,"UT 364, TK 9049, 7R 4364ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
81,Совершил посадку в 07:55,Совершил посадку в 07:55,,"UT 364, TK 9049, 7R 4364ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А05
82,08:15,Сургут,,"UT 248, TK 9031, 7R 4248ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
83,Совершил посадку в 08:06,Совершил посадку в 08:06,,"UT 248, TK 9031, 7R 4248ЮТэйр, Turkish Airlines, РусЛайн",ПрилетелВыдача багажа: лента А07
84,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
85,Совершил посадку в 08:03,Совершил посадку в 08:03,,DP 204Победа,ПрилетелВыдача багажа: лента А04
86,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А08
87,Совершил посадку в 08:13,Совершил посадку в 08:13,,DP 446Победа,ПрилетелВыдача багажа: лента А08
88,08:25,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
89,Совершил посадку в 07:50,Совершил посадку в 07:50,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
90,08:40,Душанбе,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А09
91,Совершил посадку в 09:13,Совершил посадку в 09:13,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А09
92,08:50,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
