,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 3 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 23:35 2 апр,Совершил посадку в 23:35 2 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 2
2,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
3,,,,"AF 1654, DL 8644Air France, Delta Airlines",E,Нет актуальной информации о статусе
4,00:15 3 апр,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
5,Совершил посадку в 23:39 2 апр,Совершил посадку в 23:39 2 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
6,00:20 3 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:51 2 апр,Совершил посадку в 23:51 2 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
8,00:20,Челябинск,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
9,,,,SU 1427Аэрофлот,B,Нет актуальной информации о статусе
10,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
11,Совершил посадку в 00:15,Совершил посадку в 00:15,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
12,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 00:15,Совершил посадку в 00:15,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 3
14,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 01:06,Совершил посадку в 01:06,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
16,00:55,Анталья,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 00:34,Совершил посадку в 00:34,,SU 2147Аэрофлот,D,ПрилетелВыдача багажа: лента 9
18,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:52,Совершил посадку в 00:52,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 1
20,01:30,Амстердам,,KL 905KLM,D,Нет актуальной информации о статусе
21,,,,KL 905KLM,D,Нет актуальной информации о статусе
22,04:05,Стамбул,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 03:38,Совершил посадку в 03:38,,SU 2139Аэрофлот,D,ПрилетелВыдача багажа: лента 8
24,04:20,Ижевск,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
25,,,,SU 1295Аэрофлот,B,Нет актуальной информации о статусе
26,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
27,Совершил посадку в 04:05,Совершил посадку в 04:05,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
28,04:35,Сыктывкар,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
29,,,,SU 1397Аэрофлот,B,Нет актуальной информации о статусе
30,04:45,Махачкала,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
31,Совершил посадку в 04:16,Совершил посадку в 04:16,,SU 1057Аэрофлот,B,ПрилетелВыдача багажа: лента 5
32,04:50,Архангельск,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
33,,,,SU 1335Аэрофлот,B,Нет актуальной информации о статусе
34,04:50,Ростов-на-Дону,,SU 1675Аэрофлот,B,Нет актуальной информации о статусе
35,,,,SU 1675Аэрофлот,B,Нет актуальной информации о статусе
36,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 1
37,Совершил посадку в 04:25,Совершил посадку в 04:25,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 1
38,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 1
39,Совершил посадку в 04:58,Совершил посадку в 04:58,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 1
40,05:20,Архангельск,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
41,Совершил посадку в 04:49,Совершил посадку в 04:49,,"FV 6340, SU 6340Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
42,05:25,Магнитогорск,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 1
43,Совершил посадку в 04:56,Совершил посадку в 04:56,,N4 340Nordwind,D,ПрилетелВыдача багажа: лента 1
44,05:35,Дели,,SU 233Аэрофлот,D,ПрилетелВыдача багажа: лента 8
45,Совершил посадку в 05:07,Совершил посадку в 05:07,,SU 233Аэрофлот,D,ПрилетелВыдача багажа: лента 8
46,05:45,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 05:31,Совершил посадку в 05:31,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 6
48,05:50,Уфа,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
49,Совершил посадку в 05:35,Совершил посадку в 05:35,,SU 1239Аэрофлот,B,ПрилетелВыдача багажа: лента 5
50,06:00,Стамбул,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 8
51,Совершил посадку в 05:38,Совершил посадку в 05:38,,SU 2135Аэрофлот,D,ПрилетелВыдача багажа: лента 8
52,06:05,Оренбург,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
53,Совершил посадку в 05:42,Совершил посадку в 05:42,,SU 1245Аэрофлот,B,ПрилетелВыдача багажа: лента 2
54,06:05,Калининград,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 4
55,Совершил посадку в 05:44,Совершил посадку в 05:44,,SU 1009Аэрофлот,B,ПрилетелВыдача багажа: лента 4
56,06:05,Челябинск,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
57,Совершил посадку в 05:48,Совершил посадку в 05:48,,"FV 6276, SU 6276Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 1
58,06:05,Челябинск,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
59,,,,SU 1425Аэрофлот,B,Нет актуальной информации о статусе
60,06:10,Новосибирск,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 3
61,Совершил посадку в 05:40,Совершил посадку в 05:40,,SU 1549Аэрофлот,B,ПрилетелВыдача багажа: лента 3
62,06:15,Сургут,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
63,Совершил посадку в 05:54,Совершил посадку в 05:54,,SU 1511Аэрофлот,B,ПрилетелВыдача багажа: лента 6
64,06:15,Нижний Новгород,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
65,Совершил посадку в 05:56,Совершил посадку в 05:56,,"FV 6352, SU 6352Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 5
