,Время,Направление,Unnamed: 2,Рейс,Статус
0,04:20 15 апр,Душанбе,,UT 6804ЮТэйр,
1,Отменен,Отменен,,UT 6804ЮТэйр,
2,00:25,Махачкала,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А04
3,Совершил посадку в 02:01,Совершил посадку в 02:01,,UT 1558ЮТэйр,ПрилетелВыдача багажа: лента А04
4,00:45,Грозный,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 00:30,Совершил посадку в 00:30,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
6,00:45,Минеральные Воды,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А05
7,Совершил посадку в 01:49,Совершил посадку в 01:49,,UT 1274ЮТэйр,ПрилетелВыдача багажа: лента А05
8,04:50,Якутск,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А04
9,Совершил посадку в 05:13,Совершил посадку в 05:13,,"R3 479, 6R 4479Якутия, Алроса",ПрилетелВыдача багажа: лента А04
10,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",
11,Отменен,Отменен,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",
12,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 05:16,Совершил посадку в 05:16,,DP 420Победа,ПрилетелВыдача багажа: лента А05
14,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
15,Совершил посадку в 05:22,Совершил посадку в 05:22,,DP 472Победа,ПрилетелВыдача багажа: лента А06
16,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 05:53,Совершил посадку в 05:53,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
18,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
19,Совершил посадку в 05:53,Совершил посадку в 05:53,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
20,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
21,Совершил посадку в 05:55,Совершил посадку в 05:55,,DP 434Победа,ПрилетелВыдача багажа: лента А05
22,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А06
23,Совершил посадку в 06:07,Совершил посадку в 06:07,,DP 414Победа,ПрилетелВыдача багажа: лента А06
24,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 06:31,Совершил посадку в 06:31,,DP 496Победа,ПрилетелВыдача багажа: лента А05
26,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 07:02,Совершил посадку в 07:02,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
28,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А06
29,Совершил посадку в 06:52,Совершил посадку в 06:52,,DP 450Победа,ПрилетелВыдача багажа: лента А06
30,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
31,Совершил посадку в 07:15,Совершил посадку в 07:15,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
32,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А04
33,Совершил посадку в 06:41,Совершил посадку в 06:41,,DP 436Победа,ПрилетелВыдача багажа: лента А04
34,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
35,Совершил посадку в 07:09,Совершил посадку в 07:09,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А06
36,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 07:09,Совершил посадку в 07:09,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А06
38,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А05
39,Совершил посадку в 07:21,Совершил посадку в 07:21,,DP 260Победа,ПрилетелВыдача багажа: лента А05
40,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
41,Совершил посадку в 07:34,Совершил посадку в 07:34,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
42,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
43,Совершил посадку в 07:13,Совершил посадку в 07:13,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
44,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:52,Совершил посадку в 07:52,,DP 444Победа,ПрилетелВыдача багажа: лента А06
46,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А08
47,Совершил посадку в 07:28,Совершил посадку в 07:28,,DP 406Победа,ПрилетелВыдача багажа: лента А08
48,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
49,Совершил посадку в 08:06,Совершил посадку в 08:06,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
50,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
51,Совершил посадку в 08:06,Совершил посадку в 08:06,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А08
52,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
53,Совершил посадку в 08:09,Совершил посадку в 08:09,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
54,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
55,Совершил посадку в 08:09,Совершил посадку в 08:09,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
56,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
57,Совершил посадку в 07:44,Совершил посадку в 07:44,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А07
58,08:10,Уфа,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
59,Совершил посадку в 08:03,Совершил посадку в 08:03,,"UT 364, 7R 4364ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
60,08:15,Сургут,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А07
61,Совершил посадку в 08:27,Совершил посадку в 08:27,,TK 9031Turkish Airlines,ПрилетелВыдача багажа: лента А07
62,08:15,Сургут,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
63,Совершил посадку в 08:27,Совершил посадку в 08:27,,"UT 248, 7R 4248ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
64,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
65,Совершил посадку в 08:01,Совершил посадку в 08:01,,DP 204Победа,ПрилетелВыдача багажа: лента А04
66,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А05
67,Совершил посадку в 08:24,Совершил посадку в 08:24,,DP 446Победа,ПрилетелВыдача багажа: лента А05
68,08:30,Екатеринбург,,DP 404Победа,ПрилетелВыдача багажа: лента А06
69,Совершил посадку в 08:12,Совершил посадку в 08:12,,DP 404Победа,ПрилетелВыдача багажа: лента А06
70,08:30,Душанбе,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А10
71,Совершил посадку в 08:18,Совершил посадку в 08:18,,UT 804ЮТэйр,ПрилетелВыдача багажа: лента А10
72,08:35,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
73,Совершил посадку в 07:58,Совершил посадку в 07:58,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А04
74,08:35,Якутск,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
75,Совершил посадку в 08:39,Совершил посадку в 08:39,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
76,08:50,Махачкала,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А08
77,Совершил посадку в 09:31,Совершил посадку в 09:31,,TK 9160Turkish Airlines,ПрилетелВыдача багажа: лента А08
78,08:50,Махачкала,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
79,Совершил посадку в 09:31,Совершил посадку в 09:31,,"UT 560, 7R 4560ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А08
80,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А04
81,Совершил посадку в 08:48,Совершил посадку в 08:48,,DP 160Победа,ПрилетелВыдача багажа: лента А04
82,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А08
83,Совершил посадку в 08:33,Совершил посадку в 08:33,,DP 206Победа,ПрилетелВыдача багажа: лента А08
84,09:10,Ханты-Мансийск,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А07
85,Совершил посадку в 08:51,Совершил посадку в 08:51,,TK 9013Turkish Airlines,ПрилетелВыдача багажа: лента А07
86,09:10,Ханты-Мансийск,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
87,Совершил посадку в 08:51,Совершил посадку в 08:51,,"UT 352, 7R 4352ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
88,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
89,Совершил посадку в 09:27,Совершил посадку в 09:27,,DP 454Победа,ПрилетелВыдача багажа: лента А06
90,09:20,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А05
91,Совершил посадку в 09:33,Совершил посадку в 09:33,,A4 302Азимут,ПрилетелВыдача багажа: лента А05
92,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
93,Совершил посадку в 09:14,Совершил посадку в 09:14,,A4 201Азимут,ПрилетелВыдача багажа: лента А05
94,09:30,Кельн,,V8 634Атран,Нет актуальной информации о статусе
95,,,,V8 634Атран,Нет актуальной информации о статусе
96,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
97,Совершил посадку в 09:26,Совершил посадку в 09:26,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
98,09:50,Когалым,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А05
99,Совершил посадку в 10:29,Совершил посадку в 10:29,,TK 9021Turkish Airlines,ПрилетелВыдача багажа: лента А05
100,09:50,Когалым,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А05
101,Совершил посадку в 10:29,Совершил посадку в 10:29,,UT 446ЮТэйр,ПрилетелВыдача багажа: лента А05
102,10:05,Курск,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
103,Совершил посадку в 09:36,Совершил посадку в 09:36,,"7R 120, UT 4120РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента А04
104,10:15,Ташкент,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
105,Совершил посадку в 10:23,Совершил посадку в 10:23,,HY 3603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А10
106,10:20,Сочи,,DP 114Победа,ПрилетелВыдача багажа: лента А06
107,Совершил посадку в 10:17,Совершил посадку в 10:17,,DP 114Победа,ПрилетелВыдача багажа: лента А06
108,10:30,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А07
109,Совершил посадку в 10:19,Совершил посадку в 10:19,,DP 188Победа,ПрилетелВыдача багажа: лента А07
110,10:30,Стамбул,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",
111,Отменен,Отменен,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",
112,10:35,Санкт-Петербург,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
113,Совершил посадку в 10:34,Совершил посадку в 10:34,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
114,11:35,Чебоксары,,DP 460Победа,ПрилетелВыдача багажа: лента А06
115,Совершил посадку в 11:25,Совершил посадку в 11:25,,DP 460Победа,ПрилетелВыдача багажа: лента А06
116,11:40,Саратов,,DP 476Победа,ПрилетелВыдача багажа: лента А08
117,Совершил посадку в 11:34,Совершил посадку в 11:34,,DP 476Победа,ПрилетелВыдача багажа: лента А08
118,11:55,Киров,,DP 278Победа,ПрилетелВыдача багажа: лента А04
119,Совершил посадку в 11:42,Совершил посадку в 11:42,,DP 278Победа,ПрилетелВыдача багажа: лента А04
120,11:55,Астрахань,,DP 164Победа,ПрилетелВыдача багажа: лента А06
121,Совершил посадку в 12:01,Совершил посадку в 12:01,,DP 164Победа,ПрилетелВыдача багажа: лента А06
