,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:20 28 июня,Калининград,,U6 404Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 00:19 29 июня,Совершил посадку в 00:19 29 июня,,U6 404Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,23:40 28 июня,Москва,,"FV 6399, SU 6399Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 01:08 29 июня,Совершил посадку в 01:08 29 июня,,"FV 6399, SU 6399Россия, Аэрофлот",ПрилетелВыдача багажа: лента 9
4,23:40 28 июня,Санкт-Петербург,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 02:02 29 июня,Совершил посадку в 02:02 29 июня,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 7
6,23:55 28 июня,Сочи,,ФВ 5602Россия,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 00:16 29 июня,Совершил посадку в 00:16 29 июня,,ФВ 5602Россия,ПрилетелВыдача багажа: лента 9
8,00:00,Белгород,,WZ 1082Red Wings,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 23:25 28 июня,Совершил посадку в 23:25 28 июня,,WZ 1082Red Wings,ПрилетелВыдача багажа: лента 9
10,00:00,Сочи,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 23:55 28 июня,Совершил посадку в 23:55 28 июня,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 8
12,00:00,Сочи,,SU 2872Аэрофлот,ПрилетелВыдача багажа: лента 7
13,Совершил посадку в 00:31,Совершил посадку в 00:31,,SU 2872Аэрофлот,ПрилетелВыдача багажа: лента 7
14,00:30,Анталья,,N4 1842ЦNordwind,Нет актуальной информации о статусе
15,,,,N4 1842ЦNordwind,Нет актуальной информации о статусе
16,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
17,Совершил посадку в 01:02,Совершил посадку в 01:02,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 8
18,01:05,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 3
19,Совершил посадку в 00:35,Совершил посадку в 00:35,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 3
20,01:05,Чебоксары,,7R 876РусЛайн,ПрилетелВыдача багажа: лента 7
21,Совершил посадку в 01:16,Совершил посадку в 01:16,,7R 876РусЛайн,ПрилетелВыдача багажа: лента 7
22,01:55,Москва,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 01:37,Совершил посадку в 01:37,,"SU 1406, KL 3214Аэрофлот, KLM",ПрилетелВыдача багажа: лента 9
24,01:55,Сочи,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 10
25,Совершил посадку в 03:23,Совершил посадку в 03:23,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 10
26,02:05,Анталья,,YC 9343Ямал,ПрилетелВыдача багажа: лента 3
27,Совершил посадку в 02:54,Совершил посадку в 02:54,,YC 9343Ямал,ПрилетелВыдача багажа: лента 3
