,Время,Направление,Unnamed: 2,Рейс,Статус
0,21:20 22 июня,Симферополь,,U6 36Уральские авиалинии,Прилетел
1,Совершил посадку в 00:23 23 июня,Совершил посадку в 00:23 23 июня,,U6 36Уральские авиалинии,Прилетел
2,22:20 22 июня,Симферополь,,U6 2792Уральские авиалинии,Прилетел
3,Совершил посадку в 03:56 23 июня,Совершил посадку в 03:56 23 июня,,U6 2792Уральские авиалинии,Прилетел
4,23:05 22 июня,Калининград,,U6 74Уральские авиалинии,Прилетел
5,Совершил посадку в 01:37 23 июня,Совершил посадку в 01:37 23 июня,,U6 74Уральские авиалинии,Прилетел
6,23:10 22 июня,Сочи,,"WZ 126, 5N 6126Red Wings, Smartavia",Прилетел
7,Совершил посадку в 00:53 23 июня,Совершил посадку в 00:53 23 июня,,"WZ 126, 5N 6126Red Wings, Smartavia",Прилетел
8,23:20 22 июня,Краснодар,,U6 112Уральские авиалинии,Прилетел
9,Совершил посадку в 00:14 23 июня,Совершил посадку в 00:14 23 июня,,U6 112Уральские авиалинии,Прилетел
10,23:40 22 июня,Ростов-на-Дону,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
11,Совершил посадку в 00:07 23 июня,Совершил посадку в 00:07 23 июня,,"S7 2126, AT 9024S7 Airlines, Royal Air Maroc",Прилетел
12,23:40 22 июня,Симферополь,,U6 46Уральские авиалинии,Прилетел
13,Совершил посадку в 00:44 23 июня,Совершил посадку в 00:44 23 июня,,U6 46Уральские авиалинии,Прилетел
14,23:40 22 июня,Симферополь,,U6 2842Уральские авиалинии,Прилетел
15,Совершил посадку в 00:51 23 июня,Совершил посадку в 00:51 23 июня,,U6 2842Уральские авиалинии,Прилетел
16,23:55 22 июня,Анапа,,U6 444Уральские авиалинии,Прилетел
17,Совершил посадку в 02:51 23 июня,Совершил посадку в 02:51 23 июня,,U6 444Уральские авиалинии,Прилетел
18,00:01,Санкт-Петербург,,S7 1030S7 Airlines,Прилетел
19,Совершил посадку в 00:11,Совершил посадку в 00:11,,S7 1030S7 Airlines,Прилетел
20,00:05,Ростов-на-Дону,,5N 1272Smartavia,Прилетел
21,Совершил посадку в 00:18,Совершил посадку в 00:18,,5N 1272Smartavia,Прилетел
22,00:20,Краснодар,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
23,Совершил посадку в 00:31,Совершил посадку в 00:31,,"S7 2078, AT 9002S7 Airlines, Royal Air Maroc",Прилетел
24,00:20,Анапа,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
25,Совершил посадку в 01:18,Совершил посадку в 01:18,,"S7 2108, KC 1508, EK 7912S7 Airlines, Air Astana, Emirates",Прилетел
26,00:35,Тиват,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
27,,,,YM 612Montenegro Airlines,Нет актуальной информации о статусе
28,00:35,Алматы,,"KC 875, S7 4764Air Astana, S7 Airlines",Прилетел
29,Совершил посадку в 00:42,Совершил посадку в 00:42,,"KC 875, S7 4764Air Astana, S7 Airlines",Прилетел
30,00:40,Калининград,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
31,Совершил посадку в 00:31,Совершил посадку в 00:31,,"5N 252, WZ 5252Smartavia, Red Wings",Прилетел
32,01:05,Симферополь,,"5N 560, WZ 5560Smartavia, Red Wings",Прилетел
33,Совершил посадку в 01:06,Совершил посадку в 01:06,,"5N 560, WZ 5560Smartavia, Red Wings",Прилетел
34,01:05,Анапа,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
35,Совершил посадку в 01:06,Совершил посадку в 01:06,,"WZ 282, 5N 6282Red Wings, Smartavia",Прилетел
36,01:50,Симферополь,,S7 2014S7 Airlines,Прилетел
37,Совершил посадку в 01:23,Совершил посадку в 01:23,,S7 2014S7 Airlines,Прилетел
38,01:50,Сочи,,"S7 2050, AT 9004, KC 1560, LY 8874S7 Airlines, Royal Air Maroc, Air Astana, El Al",Прилетел
39,Совершил посадку в 02:54,Совершил посадку в 02:54,,"S7 2050, AT 9004, KC 1560, LY 8874S7 Airlines, Royal Air Maroc, Air Astana, El Al",Прилетел
40,01:55,Симферополь,,U6 48Уральские авиалинии,Прилетел
41,Совершил посадку в 01:47,Совершил посадку в 01:47,,U6 48Уральские авиалинии,Прилетел
42,02:10,Термез,,RL 2204Royal Flight,Прилетел
43,Совершил посадку в 02:58,Совершил посадку в 02:58,,RL 2204Royal Flight,Прилетел
44,02:50,Афины,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
45,Совершил посадку в 02:54,Совершил посадку в 02:54,,"A3 882, S7 4314Aegean Airlines, S7 Airlines",Прилетел
46,05:30,Уфа,,"S7 1132, AT 9022, EK 7864, EY 8728, SQ 1924, LY 8914S7 Airlines, Royal Air Maroc, Emirates, Etihad Airways, Singapore Airlines, El Al",Прилетел
47,Совершил посадку в 05:07,Совершил посадку в 05:07,,"S7 1132, AT 9022, EK 7864, EY 8728, SQ 1924, LY 8914S7 Airlines, Royal Air Maroc, Emirates, Etihad Airways, Singapore Airlines, El Al",Прилетел
48,05:35,Бишкек,,U6 2804Уральские авиалинии,Прилетел
49,Совершил посадку в 13:32,Совершил посадку в 13:32,,U6 2804Уральские авиалинии,Прилетел
50,05:40,Саратов,,S7 1240S7 Airlines,Прилетел
51,Совершил посадку в 05:29,Совершил посадку в 05:29,,S7 1240S7 Airlines,Прилетел
52,05:40,Карши,,S7 3314S7 Airlines,Прилетел
53,Совершил посадку в 05:49,Совершил посадку в 05:49,,S7 3314S7 Airlines,Прилетел
54,05:55,Симферополь,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
55,Совершил посадку в 06:00,Совершил посадку в 06:00,,"5N 260, WZ 5260Smartavia, Red Wings",Прилетел
56,06:00,Санкт-Петербург,,U6 192Уральские авиалинии,Прилетел
57,Совершил посадку в 05:46,Совершил посадку в 05:46,,U6 192Уральские авиалинии,Прилетел
58,06:00,Сингапур,,S7 4408S7 Airlines,Прилетел
59,Совершил посадку в 05:58,Совершил посадку в 05:58,,S7 4408S7 Airlines,Прилетел
60,06:00,Сингапур,,"SQ 362, NZ 3362Singapore Airlines, Air New Zealand",Прилетел
61,Совершил посадку в 05:58,Совершил посадку в 05:58,,"SQ 362, NZ 3362Singapore Airlines, Air New Zealand",Прилетел
62,06:10,Симферополь,,WZ 316Red Wings,
63,Отменен,Отменен,,WZ 316Red Wings,
64,06:15,Нижний Новгород,,"S7 1100, EY 8630, AT 9030, A3 3556S7 Airlines, Etihad Airways, Royal Air Maroc, Aegean Airlines",Прилетел
65,Совершил посадку в 06:05,Совершил посадку в 06:05,,"S7 1100, EY 8630, AT 9030, A3 3556S7 Airlines, Etihad Airways, Royal Air Maroc, Aegean Airlines",Прилетел
66,06:20,Самара,,"S7 1080, B2 180, KC 1438, EY 8652, AT 9014, LY 8930, A3 3540S7 Airlines, Белавиа, Air Astana, Etihad Airways, Royal Air Maroc, El Al, Aegean Airlines",Прилетел
67,Совершил посадку в 06:06,Совершил посадку в 06:06,,"S7 1080, B2 180, KC 1438, EY 8652, AT 9014, LY 8930, A3 3540S7 Airlines, Белавиа, Air Astana, Etihad Airways, Royal Air Maroc, El Al, Aegean Airlines",Прилетел
68,06:20,Симферополь,,U6 8Уральские авиалинии,Прилетел
69,Совершил посадку в 09:08,Совершил посадку в 09:08,,U6 8Уральские авиалинии,Прилетел
70,06:25,Новосибирск,,6R 543Алроса,Прилетел
71,Совершил посадку в 06:10,Совершил посадку в 06:10,,6R 543Алроса,Прилетел
72,06:35,Казань,,"S7 1060, LY 8968, A3 3512, B2 160, EY 8657, KC 1440S7 Airlines, El Al, Aegean Airlines, Белавиа, Etihad Airways, Air Astana",Прилетел
73,Совершил посадку в 06:20,Совершил посадку в 06:20,,"S7 1060, LY 8968, A3 3512, B2 160, EY 8657, KC 1440S7 Airlines, El Al, Aegean Airlines, Белавиа, Etihad Airways, Air Astana",Прилетел
74,06:40,Ульяновск,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
75,Совершил посадку в 06:31,Совершил посадку в 06:31,,"S7 1184, EK 7894S7 Airlines, Emirates",Прилетел
76,06:45,Новосибирск,,"S7 2502, LY 8978, EY 8693, AT 9006, B2 152S7 Airlines, El Al, Etihad Airways, Royal Air Maroc, Белавиа",Прилетел
77,Совершил посадку в 06:16,Совершил посадку в 06:16,,"S7 2502, LY 8978, EY 8693, AT 9006, B2 152S7 Airlines, El Al, Etihad Airways, Royal Air Maroc, Белавиа",Прилетел
78,06:45,Екатеринбург,,"S7 1172, EY 8721, EK 7862, A3 3513, SQ 1914, LY 8942, B2 172S7 Airlines, Etihad Airways, Emirates, Aegean Airlines, Singapore Airlines, El Al, Белавиа",Прилетел
79,Совершил посадку в 06:21,Совершил посадку в 06:21,,"S7 1172, EY 8721, EK 7862, A3 3513, SQ 1914, LY 8942, B2 172S7 Airlines, Etihad Airways, Emirates, Aegean Airlines, Singapore Airlines, El Al, Белавиа",Прилетел
80,06:50,Санкт-Петербург,,"S7 1026, EY 8664, AT 9018S7 Airlines, Etihad Airways, Royal Air Maroc",Прилетел
81,Совершил посадку в 06:33,Совершил посадку в 06:33,,"S7 1026, EY 8664, AT 9018S7 Airlines, Etihad Airways, Royal Air Maroc",Прилетел
82,06:50,Пенза,,S7 1194S7 Airlines,Прилетел
83,Совершил посадку в 06:40,Совершил посадку в 06:40,,S7 1194S7 Airlines,Прилетел
84,06:55,Барнаул,,WZ 440Red Wings,Прилетел
85,Совершил посадку в 06:44,Совершил посадку в 06:44,,WZ 440Red Wings,Прилетел
86,07:00,Мурманск,,"S7 1228, EY 8672, EK 7882, KC 1458S7 Airlines, Etihad Airways, Emirates, Air Astana",Прилетел
87,Совершил посадку в 06:44,Совершил посадку в 06:44,,"S7 1228, EY 8672, EK 7882, KC 1458S7 Airlines, Etihad Airways, Emirates, Air Astana",Прилетел
88,07:00,Калининград,,S7 1216S7 Airlines,Прилетел
89,Совершил посадку в 06:49,Совершил посадку в 06:49,,S7 1216S7 Airlines,Прилетел
90,07:00,Екатеринбург,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
91,Совершил посадку в 06:53,Совершил посадку в 06:53,,"U6 264, B2 464Уральские авиалинии, Белавиа",Прилетел
92,07:05,Омск,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
93,Совершил посадку в 09:50,Совершил посадку в 09:50,,"U6 388, B2 488Уральские авиалинии, Белавиа",Прилетел
94,07:10,Челябинск,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
95,Совершил посадку в 07:48,Совершил посадку в 07:48,,"U6 609, B2 409Уральские авиалинии, Белавиа",Прилетел
96,07:15,Волгоград,,B2 146Белавиа,Прилетел
97,Совершил посадку в 07:01,Совершил посадку в 07:01,,B2 146Белавиа,Прилетел
98,07:15,Волгоград,,"S7 2146, EY 8734S7 Airlines, Etihad Airways",Прилетел
99,Совершил посадку в 07:01,Совершил посадку в 07:01,,"S7 2146, EY 8734S7 Airlines, Etihad Airways",Прилетел
