,Время,Направление,Unnamed: 2,Рейс,Статус
0,18:55 30 апр,Геленджик,,S7 2092S7 Airlines,Прилетел
1,Совершил посадку в 13:44 1 мая,Совершил посадку в 13:44 1 мая,,S7 2092S7 Airlines,Прилетел
2,21:50 30 апр,Геленджик,,WZ 272Red Wings,Прилетел
3,Совершил посадку в 04:09 1 мая,Совершил посадку в 04:09 1 мая,,WZ 272Red Wings,Прилетел
4,22:35 30 апр,Сочи,,U6 278Уральские авиалинии,Прилетел
5,Совершил посадку в 14:20 1 мая,Совершил посадку в 14:20 1 мая,,U6 278Уральские авиалинии,Прилетел
6,23:40 30 апр,Симферополь,,U6 2842Уральские авиалинии,Прилетел
7,Совершил посадку в 00:30 1 мая,Совершил посадку в 00:30 1 мая,,U6 2842Уральские авиалинии,Прилетел
8,23:50 30 апр,Ереван,,Y7 9702Нордстар,Прилетел
9,Совершил посадку в 00:26 1 мая,Совершил посадку в 00:26 1 мая,,Y7 9702Нордстар,Прилетел
10,23:55 30 апр,Санкт-Петербург,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
11,Совершил посадку в 00:05 1 мая,Совершил посадку в 00:05 1 мая,,"S7 1020, EK 7816S7 Airlines, Emirates",Прилетел
12,00:10,Карши,,U6 8696Уральские авиалинии,Прилетел
13,Совершил посадку в 06:01,Совершил посадку в 06:01,,U6 8696Уральские авиалинии,Прилетел
14,00:20,Анапа,,EK 7912Emirates,Прилетел
15,Совершил посадку в 00:15,Совершил посадку в 00:15,,EK 7912Emirates,Прилетел
16,00:20,Анапа,,S7 2108S7 Airlines,Прилетел
17,Совершил посадку в 00:15,Совершил посадку в 00:15,,S7 2108S7 Airlines,Прилетел
18,00:20,Анапа,,KC 1508Air Astana,Прилетел
19,Совершил посадку в 00:15,Совершил посадку в 00:15,,KC 1508Air Astana,Прилетел
20,00:20,Краснодар,,S7 2078S7 Airlines,Прилетел
21,Совершил посадку в 00:15,Совершил посадку в 00:15,,S7 2078S7 Airlines,Прилетел
22,00:20,Краснодар,,LY 8910El Al,Прилетел
23,Совершил посадку в 00:15,Совершил посадку в 00:15,,LY 8910El Al,Прилетел
24,00:20,Ростов-на-Дону,,5N 272Smartavia,Прилетел
25,Совершил посадку в 00:37,Совершил посадку в 00:37,,5N 272Smartavia,Прилетел
26,00:35,Калининград,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
27,Совершил посадку в 00:52,Совершил посадку в 00:52,,"5N 212, WZ 5212Smartavia, Red Wings",Прилетел
28,00:50,Анталья,,PC 7380Pegasus,
29,Отменен,Отменен,,PC 7380Pegasus,
30,00:55,Минеральные Воды,,S7 2172S7 Airlines,Прилетел
31,Совершил посадку в 00:44,Совершил посадку в 00:44,,S7 2172S7 Airlines,Прилетел
