,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 28 апр,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 23:35 27 апр,Совершил посадку в 23:35 27 апр,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
2,00:05 28 апр,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:35 27 апр,Совершил посадку в 23:35 27 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
4,00:15,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 00:07,Совершил посадку в 00:07,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
6,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
7,Совершил посадку в 00:07,Совершил посадку в 00:07,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
8,00:15,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 00:07,Совершил посадку в 00:07,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
10,00:20 28 апр,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 23:42 27 апр,Совершил посадку в 23:42 27 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
12,00:25,Санкт-Петербург,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
13,Совершил посадку в 00:06,Совершил посадку в 00:06,,"AZ 4361, JU 7028Alitalia, Air Serbia",B,ПрилетелВыдача багажа: лента 4
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
15,Совершил посадку в 00:06,Совершил посадку в 00:06,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 4
16,00:30,Оренбург,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
17,Совершил посадку в 01:07,Совершил посадку в 01:07,,N4 530Nordwind,D,ПрилетелВыдача багажа: лента 4
18,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
19,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 00:27,Совершил посадку в 00:27,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
22,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
23,Совершил посадку в 00:27,Совершил посадку в 00:27,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
24,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 01:16,Совершил посадку в 01:16,,KL 905KLM,D,ПрилетелВыдача багажа: лента 7
26,04:25,Сочи,,FV 5510Россия,D,ПрилетелВыдача багажа: лента 1
