,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:05,Дубай,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
1,,,,"FZ 917, EK 2322Flydubai, Emirates",Нет актуальной информации о статусе
2,00:05,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А12
3,Совершил посадку в 00:11,Совершил посадку в 00:11,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А12
4,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А06
5,Совершил посадку в 00:05,Совершил посадку в 00:05,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А06
6,00:45,Грозный,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
7,Совершил посадку в 00:34,Совершил посадку в 00:34,,UT 400ЮТэйр,ПрилетелВыдача багажа: лента А04
8,01:45,Анталья,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
9,Совершил посадку в 01:33,Совершил посадку в 01:33,,"TK 211, UT 4211Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А11
10,05:00,Стамбул,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
11,Совершил посадку в 04:45,Совершил посадку в 04:45,,"TK 419, UT 4419Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
12,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 05:05,Совершил посадку в 05:05,,DP 420Победа,ПрилетелВыдача багажа: лента А05
14,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
15,Совершил посадку в 05:11,Совершил посадку в 05:11,,DP 472Победа,ПрилетелВыдача багажа: лента А06
16,06:05,Самара,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
17,Совершил посадку в 05:48,Совершил посадку в 05:48,,"UT 438, TK 9009ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
18,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 05:50,Совершил посадку в 05:50,,DP 414Победа,ПрилетелВыдача багажа: лента А05
20,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А06
21,Совершил посадку в 05:59,Совершил посадку в 05:59,,DP 434Победа,ПрилетелВыдача багажа: лента А06
22,07:00,Курган,,DP 496Победа,ПрилетелВыдача багажа: лента А04
23,Совершил посадку в 06:33,Совершил посадку в 06:33,,DP 496Победа,ПрилетелВыдача багажа: лента А04
24,07:00,Краснодар,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
25,Совершил посадку в 06:44,Совершил посадку в 06:44,,UT 536ЮТэйр,ПрилетелВыдача багажа: лента А05
26,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А04
27,Совершил посадку в 06:51,Совершил посадку в 06:51,,DP 450Победа,ПрилетелВыдача багажа: лента А04
28,07:10,Минеральные Воды,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А06
29,Совершил посадку в 07:11,Совершил посадку в 07:11,,UT 574ЮТэйр,ПрилетелВыдача багажа: лента А06
30,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А08
31,Совершил посадку в 06:48,Совершил посадку в 06:48,,DP 436Победа,ПрилетелВыдача багажа: лента А08
32,07:20,Сочи,,"UT 580, TK 9156ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
33,Совершил посадку в 07:08,Совершил посадку в 07:08,,"UT 580, TK 9156ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
34,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А05
35,Совершил посадку в 07:15,Совершил посадку в 07:15,,DP 260Победа,ПрилетелВыдача багажа: лента А05
36,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 07:38,Совершил посадку в 07:38,,DP 1418Победа,ПрилетелВыдача багажа: лента А06
38,07:35,Санкт-Петербург,,FV 6009Россия,
39,Отменен,Отменен,,FV 6009Россия,
40,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А07
41,Совершил посадку в 07:55,Совершил посадку в 07:55,,DP 444Победа,ПрилетелВыдача багажа: лента А07
42,07:50,Курган,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
43,Совершил посадку в 07:27,Совершил посадку в 07:27,,"UT 266, TK 9043ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
44,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А06
45,Совершил посадку в 07:43,Совершил посадку в 07:43,,DP 406Победа,ПрилетелВыдача багажа: лента А06
46,08:00,Тюмень,,"UT 454, TK 9000ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
47,Совершил посадку в 08:02,Совершил посадку в 08:02,,"UT 454, TK 9000ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
48,08:05,Красноярск,,"UT 572, TK 9027ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
49,Совершил посадку в 08:16,Совершил посадку в 08:16,,"UT 572, TK 9027ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А07
50,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А05
51,Совершил посадку в 07:46,Совершил посадку в 07:46,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А05
52,08:10,Уфа,,"UT 364, TK 9049ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
53,Совершил посадку в 07:52,Совершил посадку в 07:52,,"UT 364, TK 9049ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
54,08:15,Сургут,,"UT 248, TK 9031ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
55,Совершил посадку в 08:22,Совершил посадку в 08:22,,"UT 248, TK 9031ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
56,08:20,Санкт-Петербург,,DP 204Победа,ПрилетелВыдача багажа: лента А04
57,Совершил посадку в 07:58,Совершил посадку в 07:58,,DP 204Победа,ПрилетелВыдача багажа: лента А04
58,08:20,Кемерово,,DP 446Победа,ПрилетелВыдача багажа: лента А07
59,Совершил посадку в 08:25,Совершил посадку в 08:25,,DP 446Победа,ПрилетелВыдача багажа: лента А07
60,08:35,Якутск,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
61,Совершил посадку в 08:29,Совершил посадку в 08:29,,"R3 473, 6R 4473Якутия, Алроса",ПрилетелВыдача багажа: лента А06
62,08:40,Кисони,,UT 736ЮТэйр,ПрилетелВыдача багажа: лента А10
63,Совершил посадку в 08:56,Совершил посадку в 08:56,,UT 736ЮТэйр,ПрилетелВыдача багажа: лента А10
64,08:50,Махачкала,,"UT 560, TK 9160ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
65,Совершил посадку в 08:33,Совершил посадку в 08:33,,"UT 560, TK 9160ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
66,09:00,Краснодар,,DP 160Победа,ПрилетелВыдача багажа: лента А05
67,Совершил посадку в 08:52,Совершил посадку в 08:52,,DP 160Победа,ПрилетелВыдача багажа: лента А05
68,09:05,Санкт-Петербург,,DP 206Победа,ПрилетелВыдача багажа: лента А04
69,Совершил посадку в 08:48,Совершил посадку в 08:48,,DP 206Победа,ПрилетелВыдача багажа: лента А04
70,09:10,Ханты-Мансийск,,"UT 352, TK 9013ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
71,Совершил посадку в 08:41,Совершил посадку в 08:41,,"UT 352, TK 9013ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А08
72,09:20,Псков,,A4 302Азимут,ПрилетелВыдача багажа: лента А05
73,Совершил посадку в 09:05,Совершил посадку в 09:05,,A4 302Азимут,ПрилетелВыдача багажа: лента А05
74,09:20,Иркутск,,DP 454Победа,ПрилетелВыдача багажа: лента А06
75,Совершил посадку в 09:17,Совершил посадку в 09:17,,DP 454Победа,ПрилетелВыдача багажа: лента А06
76,09:25,Ростов-на-Дону,,A4 201Азимут,ПрилетелВыдача багажа: лента А07
77,Совершил посадку в 09:14,Совершил посадку в 09:14,,A4 201Азимут,ПрилетелВыдача багажа: лента А07
78,09:35,Санкт-Петербург,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
79,Совершил посадку в 09:09,Совершил посадку в 09:09,,"FV 6017, SU 6017Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
80,10:05,Курск,,7R 120РусЛайн,ПрилетелВыдача багажа: лента А04
81,Совершил посадку в 09:43,Совершил посадку в 09:43,,7R 120РусЛайн,ПрилетелВыдача багажа: лента А04
82,10:10,Самарканд,,HY 605Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
83,,,,HY 605Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
84,10:15,Ташкент,,HY 603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А12
85,Совершил посадку в 11:03,Совершил посадку в 11:03,,HY 603Узбекистон Хаво Йуллари,ПрилетелВыдача багажа: лента А12
86,10:20,Сочи,,DP 114Победа,ПрилетелВыдача багажа: лента А06
87,Совершил посадку в 10:03,Совершил посадку в 10:03,,DP 114Победа,ПрилетелВыдача багажа: лента А06
88,10:30,Стамбул,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
89,Совершил посадку в 10:19,Совершил посадку в 10:19,,"TK 413, UT 4413Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
90,10:30,Тегеран,,W5 84Mahan Airlines,Нет актуальной информации о статусе
91,,,,W5 84Mahan Airlines,Нет актуальной информации о статусе
92,10:35,Санкт-Петербург,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
93,Совершил посадку в 10:15,Совершил посадку в 10:15,,"FV 6027, SU 6027Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
94,10:40,Махачкала,,DP 188Победа,ПрилетелВыдача багажа: лента А05
95,Совершил посадку в 10:26,Совершил посадку в 10:26,,DP 188Победа,ПрилетелВыдача багажа: лента А05
96,10:50,Тбилиси,,A9 930Georgian Airways,Нет актуальной информации о статусе
97,,,,A9 930Georgian Airways,Нет актуальной информации о статусе
98,10:50,Ереван,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
99,Совершил посадку в 13:00,Совершил посадку в 13:00,,RM 930Armenia,ПрилетелВыдача багажа: лента А13
100,11:10,Ургенч,,HY 615Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
101,,,,HY 615Узбекистон Хаво Йуллари,Нет актуальной информации о статусе
102,11:35,Чебоксары,,DP 460Победа,ПрилетелВыдача багажа: лента А06
103,Совершил посадку в 11:27,Совершил посадку в 11:27,,DP 460Победа,ПрилетелВыдача багажа: лента А06
104,11:40,Саратов,,DP 476Победа,ПрилетелВыдача багажа: лента А08
105,Совершил посадку в 11:45,Совершил посадку в 11:45,,DP 476Победа,ПрилетелВыдача багажа: лента А08
106,11:55,Астрахань,,DP 164Победа,ПрилетелВыдача багажа: лента А07
107,Совершил посадку в 11:51,Совершил посадку в 11:51,,DP 164Победа,ПрилетелВыдача багажа: лента А07
108,12:00,Калининград,,"UT 390, TK 9077ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
109,Совершил посадку в 11:41,Совершил посадку в 11:41,,"UT 390, TK 9077ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А05
110,12:10,Калининград,,DP 262Победа,ПрилетелВыдача багажа: лента А06
111,Совершил посадку в 12:08,Совершил посадку в 12:08,,DP 262Победа,ПрилетелВыдача багажа: лента А06
112,12:15,Салоники,,EL 908Ellinair,Нет актуальной информации о статусе
113,,,,EL 908Ellinair,Нет актуальной информации о статусе
114,13:10,Санкт-Петербург,,"FV 6013, SU 6013Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
115,Совершил посадку в 13:02,Совершил посадку в 13:02,,"FV 6013, SU 6013Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
116,13:25,Назрань,,DP 174Победа,ПрилетелВыдача багажа: лента А05
117,Совершил посадку в 13:18,Совершил посадку в 13:18,,DP 174Победа,ПрилетелВыдача багажа: лента А05
118,13:40,Лондон,,W9 8125Wizz Air UK,Нет актуальной информации о статусе
119,,,,W9 8125Wizz Air UK,Нет актуальной информации о статусе
120,13:45,Краснодар,,DP 156Победа,ПрилетелВыдача багажа: лента А07
121,Совершил посадку в 13:26,Совершил посадку в 13:26,,DP 156Победа,ПрилетелВыдача багажа: лента А07
122,13:45,Сочи,,DP 120Победа,ПрилетелВыдача багажа: лента А06
123,Совершил посадку в 13:57,Совершил посадку в 13:57,,DP 120Победа,ПрилетелВыдача багажа: лента А06
124,14:15,Нальчик,,DP 194Победа,ПрилетелВыдача багажа: лента А05
125,Совершил посадку в 14:06,Совершил посадку в 14:06,,DP 194Победа,ПрилетелВыдача багажа: лента А05
126,14:20,Санкт-Петербург,,"UT 370, TK 9065ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
127,Совершил посадку в 14:10,Совершил посадку в 14:10,,"UT 370, TK 9065ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А04
128,14:50,Стамбул,,"TK 417, UT 4417Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
129,Совершил посадку в 14:36,Совершил посадку в 14:36,,"TK 417, UT 4417Turkish Airlines, ЮТэйр",ПрилетелВыдача багажа: лента А10
130,14:55,Сочи,,ZF 302Azur Air,ПрилетелВыдача багажа: лента А05
131,Совершил посадку в 14:50,Совершил посадку в 14:50,,ZF 302Azur Air,ПрилетелВыдача багажа: лента А05
132,14:55,Владикавказ,,DP 196Победа,ПрилетелВыдача багажа: лента А07
133,Совершил посадку в 14:55,Совершил посадку в 14:55,,DP 196Победа,ПрилетелВыдача багажа: лента А07
134,15:00,Анадырь,,UT 534ЮТэйр,ПрилетелВыдача багажа: лента А06
135,Совершил посадку в 14:59,Совершил посадку в 14:59,,UT 534ЮТэйр,ПрилетелВыдача багажа: лента А06
136,15:05,Элиста,,A4 436Азимут,ПрилетелВыдача багажа: лента А04
137,Совершил посадку в 15:03,Совершил посадку в 15:03,,A4 436Азимут,ПрилетелВыдача багажа: лента А04
138,15:05,Грозный,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А08
139,Совершил посадку в 19:23,Совершил посадку в 19:23,,UT 356ЮТэйр,ПрилетелВыдача багажа: лента А08
140,15:15,Минеральные Воды,,"UT 374, TK 9063ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
141,Совершил посадку в 15:12,Совершил посадку в 15:12,,"UT 374, TK 9063ЮТэйр, Turkish Airlines",ПрилетелВыдача багажа: лента А06
142,15:25,Екатеринбург,,DP 408Победа,ПрилетелВыдача багажа: лента А08
143,Совершил посадку в 15:10,Совершил посадку в 15:10,,DP 408Победа,ПрилетелВыдача багажа: лента А08
144,15:35,Калининград,,"R3 776, 6R 4776Якутия, Алроса",ПрилетелВыдача багажа: лента А08
145,Совершил посадку в 15:15,Совершил посадку в 15:15,,"R3 776, 6R 4776Якутия, Алроса",ПрилетелВыдача багажа: лента А08
146,15:35,Нарьян-Мар,,UT 334ЮТэйр,"ПрилетелВыдача багажа: лента А04,А05"
