,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,20:40 30 мая,Иркутск,,SU 1445Аэрофлот,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 00:05 31 мая,Совершил посадку в 00:05 31 мая,,SU 1445Аэрофлот,B,ПрилетелВыдача багажа: лента 3
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 23:38 30 мая,Совершил посадку в 23:38 30 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
4,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:38 30 мая,Совершил посадку в 23:38 30 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
6,00:05,Наманган,,N4 6542Nordwind,D,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 23:57 30 мая,Совершил посадку в 23:57 30 мая,,N4 6542Nordwind,D,ПрилетелВыдача багажа: лента 9
8,00:15,Сочи,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
9,Совершил посадку в 23:49 30 мая,Совершил посадку в 23:49 30 мая,,JU 7041Air Serbia,B,ПрилетелВыдача багажа: лента 3
10,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
11,Совершил посадку в 23:49 30 мая,Совершил посадку в 23:49 30 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 3
12,00:15,Сочи,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 23:49 30 мая,Совершил посадку в 23:49 30 мая,,KL 2859KLM,B,ПрилетелВыдача багажа: лента 3
14,00:15,Карши,,N4 6512Nordwind,D,ПрилетелВыдача багажа: лента 7
15,Совершил посадку в 00:02,Совершил посадку в 00:02,,N4 6512Nordwind,D,ПрилетелВыдача багажа: лента 7
16,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 23:52 30 мая,Совершил посадку в 23:52 30 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
18,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:09,Совершил посадку в 00:09,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 1
20,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
21,Совершил посадку в 00:09,Совершил посадку в 00:09,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 1
22,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 1
23,Совершил посадку в 00:09,Совершил посадку в 00:09,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 1
24,00:50,Симферополь,,"EO 534, N4 534Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
25,Совершил посадку в 00:49,Совершил посадку в 00:49,,"EO 534, N4 534Pegas Fly, Nordwind",D,ПрилетелВыдача багажа: лента 1
26,00:55,Симферополь,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 5
27,Совершил посадку в 00:35,Совершил посадку в 00:35,,SU 1661Аэрофлот,B,ПрилетелВыдача багажа: лента 5
28,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 6
29,Совершил посадку в 00:39,Совершил посадку в 00:39,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 6
30,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 6
31,Совершил посадку в 00:39,Совершил посадку в 00:39,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 6
32,00:55,Симферополь,,FV 6156Россия,B,
33,Отменен,Отменен,,FV 6156Россия,B,
34,01:00,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 6
35,Совершил посадку в 23:54 30 мая,Совершил посадку в 23:54 30 мая,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 6
36,01:45,Ларнака,,FV 5702Россия,D,ПрилетелВыдача багажа: лента 6-7
37,Совершил посадку в 04:13,Совершил посадку в 04:13,,FV 5702Россия,D,ПрилетелВыдача багажа: лента 6-7
38,02:40,Симферополь,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
39,Совершил посадку в 03:16,Совершил посадку в 03:16,,"FV 6884, SU 6884Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
40,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
41,Совершил посадку в 04:03,Совершил посадку в 04:03,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 6
42,04:40,Сочи,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 5
43,Совершил посадку в 04:25,Совершил посадку в 04:25,,SU 1595Аэрофлот,B,ПрилетелВыдача багажа: лента 5
44,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 6
45,Совершил посадку в 04:23,Совершил посадку в 04:23,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 6
46,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 6
47,Совершил посадку в 04:23,Совершил посадку в 04:23,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 6
