,Время,Направление,Unnamed: 2,Рейс,Статус
0,12:10 28 мая,Чита,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 09:58 29 мая,Совершил посадку в 09:58 29 мая,,U6 623Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,00:00,Сочи,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
3,Совершил посадку в 23:48 28 мая,Совершил посадку в 23:48 28 мая,,SU 2961Аэрофлот,ПрилетелВыдача багажа: лента 10
4,00:00,Сочи,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 23:59 28 мая,Совершил посадку в 23:59 28 мая,,ZF 8408Azur Air,ПрилетелВыдача багажа: лента 8
6,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 9
7,Совершил посадку в 01:11,Совершил посадку в 01:11,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 9
8,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 01:23,Совершил посадку в 01:23,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 7
10,01:55,Сочи,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 01:56,Совершил посадку в 01:56,,ZF 348Azur Air,ПрилетелВыдача багажа: лента 8
12,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
13,Совершил посадку в 02:16,Совершил посадку в 02:16,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
14,02:50,Расал-Кауман,,FV 5634Россия,ПрилетелВыдача багажа: лента 2
15,Совершил посадку в 02:35,Совершил посадку в 02:35,,FV 5634Россия,ПрилетелВыдача багажа: лента 2
16,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
17,Совершил посадку в 03:06,Совершил посадку в 03:06,,DP 403Победа,ПрилетелВыдача багажа: лента 7
18,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 03:41,Совершил посадку в 03:41,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
20,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
21,Совершил посадку в 04:21,Совершил посадку в 04:21,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
22,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 7
23,Совершил посадку в 03:47,Совершил посадку в 03:47,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 7
24,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 7
25,Совершил посадку в 03:47,Совершил посадку в 03:47,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 7
26,04:10,Минск,,B2 965Белавиа,ПрилетелВыдача багажа: лента 8
27,Совершил посадку в 03:52,Совершил посадку в 03:52,,B2 965Белавиа,ПрилетелВыдача багажа: лента 8
28,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 9
29,Совершил посадку в 04:06,Совершил посадку в 04:06,,DP 405Победа,ПрилетелВыдача багажа: лента 9
30,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
31,Совершил посадку в 04:18,Совершил посадку в 04:18,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 10
32,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 7
33,Совершил посадку в 04:25,Совершил посадку в 04:25,,DP 515Победа,ПрилетелВыдача багажа: лента 7
34,04:55,Сочи,,N4 144Nordwind,ПрилетелВыдача багажа: лента 9
35,Совершил посадку в 04:40,Совершил посадку в 04:40,,N4 144Nordwind,ПрилетелВыдача багажа: лента 9
36,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
37,Совершил посадку в 04:54,Совершил посадку в 04:54,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 8
38,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 7
39,Совершил посадку в 05:01,Совершил посадку в 05:01,,DP 339Победа,ПрилетелВыдача багажа: лента 7
40,05:20,Москва,,"S7 1171, B2 171, EY 8718, EK 7863S7 Airlines, Белавиа, Etihad Airways, Emirates",ПрилетелВыдача багажа: лента 8
41,Совершил посадку в 04:58,Совершил посадку в 04:58,,"S7 1171, B2 171, EY 8718, EK 7863S7 Airlines, Белавиа, Etihad Airways, Emirates",ПрилетелВыдача багажа: лента 8
42,05:20,Симферополь,,N4 132Nordwind,ПрилетелВыдача багажа: лента 9
43,Совершил посадку в 05:05,Совершил посадку в 05:05,,N4 132Nordwind,ПрилетелВыдача багажа: лента 9
44,06:20,Краснодар,,DP 564Победа,ПрилетелВыдача багажа: лента 7
45,Совершил посадку в 05:58,Совершил посадку в 05:58,,DP 564Победа,ПрилетелВыдача багажа: лента 7
46,06:25,Санкт-Петербург,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
47,Совершил посадку в 05:54,Совершил посадку в 05:54,,WZ 793Red Wings,ПрилетелВыдача багажа: лента 9
48,06:25,Москва,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
49,Совершил посадку в 06:02,Совершил посадку в 06:02,,SU 1436Аэрофлот,ПрилетелВыдача багажа: лента 8
50,06:45,Ханты-Мансийск,,WZ 1006Red Wings,ПрилетелВыдача багажа: лента 7
51,Совершил посадку в 06:13,Совершил посадку в 06:13,,WZ 1006Red Wings,ПрилетелВыдача багажа: лента 7
52,06:50,Симферополь,,U6 78Уральские авиалинии,ПрилетелВыдача багажа: лента 10
