,Время,Направление,Unnamed: 2,Рейс,Статус
0,21:20 7 июня,Воронеж,,"7R 560, UT 4560РусЛайн, ЮТэйр",
1,Отменен,Отменен,,"7R 560, UT 4560РусЛайн, ЮТэйр",
2,00:00,Сыктывкар,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А08
3,Совершил посадку в 23:35 7 июня,Совершил посадку в 23:35 7 июня,,UT 376ЮТэйр,ПрилетелВыдача багажа: лента А08
4,00:00,Сыктывкар,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А08
5,Совершил посадку в 23:35 7 июня,Совершил посадку в 23:35 7 июня,,TK 9089Turkish Airlines,ПрилетелВыдача багажа: лента А08
6,00:00,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А07
7,Совершил посадку в 23:58 7 июня,Совершил посадку в 23:58 7 июня,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А07
8,00:00,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
9,Совершил посадку в 23:58 7 июня,Совершил посадку в 23:58 7 июня,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
10,00:15,Анталья,,EO 1818Pegas Fly,Нет актуальной информации о статусе
11,,,,EO 1818Pegas Fly,Нет актуальной информации о статусе
12,00:35,Санкт-Петербург,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
13,Совершил посадку в 00:02,Совершил посадку в 00:02,,"FV 6021, SU 6021Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
14,00:40,Нальчик,,R3 796Якутия,ПрилетелВыдача багажа: лента А04
15,Совершил посадку в 00:17,Совершил посадку в 00:17,,R3 796Якутия,ПрилетелВыдача багажа: лента А04
16,00:40,Душанбе,,UT 6808ЮТэйр,ПрилетелВыдача багажа: лента А10
17,Совершил посадку в 00:39,Совершил посадку в 00:39,,UT 6808ЮТэйр,ПрилетелВыдача багажа: лента А10
18,00:55,Уфа,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
19,Совершил посадку в 00:43,Совершил посадку в 00:43,,"UT 592, 7R 4592ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
