,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,00:05 1 мая,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
1,Совершил посадку в 23:42 30 апр,Совершил посадку в 23:42 30 апр,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 3
2,00:05 1 мая,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
3,Совершил посадку в 23:42 30 апр,Совершил посадку в 23:42 30 апр,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 3
4,00:05 1 мая,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
5,Совершил посадку в 23:45 30 апр,Совершил посадку в 23:45 30 апр,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 1
6,00:05 1 мая,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
7,Совершил посадку в 23:45 30 апр,Совершил посадку в 23:45 30 апр,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 1
8,00:20 1 мая,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:57 30 апр,Совершил посадку в 23:57 30 апр,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
10,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 6
11,Совершил посадку в 00:01,Совершил посадку в 00:01,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 6
12,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 6
13,Совершил посадку в 00:01,Совершил посадку в 00:01,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 6
14,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 6
15,Совершил посадку в 00:01,Совершил посадку в 00:01,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 6
16,00:25,Салоники,,SU 2125Аэрофлот,D,Нет актуальной информации о статусе
17,,,,SU 2125Аэрофлот,D,Нет актуальной информации о статусе
18,00:35,Сочи,,FV 5512Россия,D,ПрилетелВыдача багажа: лента 1
19,Совершил посадку в 00:18,Совершил посадку в 00:18,,FV 5512Россия,D,ПрилетелВыдача багажа: лента 1
20,00:35,Анталья,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
21,,,,ZF 9008Azur Air,D,Нет актуальной информации о статусе
22,00:35,Ростов-на-Дону,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
23,Совершил посадку в 01:04,Совершил посадку в 01:04,,N4 188Nordwind,D,ПрилетелВыдача багажа: лента 1
24,00:55,Мале,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
25,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 325Аэрофлот,D,ПрилетелВыдача багажа: лента 9
