,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:45 27 апр,Самара,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
1,Совершил посадку в 00:01 28 апр,Совершил посадку в 00:01 28 апр,,"UT 358, 7R 4358ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
2,23:45 27 апр,Самара,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
3,Совершил посадку в 00:01 28 апр,Совершил посадку в 00:01 28 апр,,TK 9007Turkish Airlines,ПрилетелВыдача багажа: лента А05
4,23:55 27 апр,Киров,,DP 276Победа,ПрилетелВыдача багажа: лента А04
5,Совершил посадку в 00:13 28 апр,Совершил посадку в 00:13 28 апр,,DP 276Победа,ПрилетелВыдача багажа: лента А04
6,00:05 28 апр,Дубай,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
7,Совершил посадку в 23:58 27 апр,Совершил посадку в 23:58 27 апр,,FZ 1917Flydubai,ПрилетелВыдача багажа: лента А10
8,02:00,Санкт-Петербург,,F7 8802I Fly,Прилетел
9,Совершил посадку в 02:00,Совершил посадку в 02:00,,F7 8802I Fly,Прилетел
10,02:55,Душанбе,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А09
11,Совершил посадку в 03:10,Совершил посадку в 03:10,,UT 6804ЮТэйр,ПрилетелВыдача багажа: лента А09
12,03:30,Махачкала,,R3 742Якутия,ПрилетелВыдача багажа: лента А05
13,Совершил посадку в 03:39,Совершил посадку в 03:39,,R3 742Якутия,ПрилетелВыдача багажа: лента А05
14,04:15,Варадеро,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
15,Совершил посадку в 04:31,Совершил посадку в 04:31,,ZF 556Azur Air,ПрилетелВыдача багажа: лента А10
16,05:10,Новосибирск,,DP 420Победа,ПрилетелВыдача багажа: лента А05
17,Совершил посадку в 05:23,Совершил посадку в 05:23,,DP 420Победа,ПрилетелВыдача багажа: лента А05
18,05:35,Омск,,DP 472Победа,ПрилетелВыдача багажа: лента А06
19,Совершил посадку в 05:33,Совершил посадку в 05:33,,DP 472Победа,ПрилетелВыдача багажа: лента А06
20,06:00,Термез,,ZF 5016Azur Air,ПрилетелВыдача багажа: лента А12
21,Совершил посадку в 08:53,Совершил посадку в 08:53,,ZF 5016Azur Air,ПрилетелВыдача багажа: лента А12
22,06:05,Самара,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
23,Совершил посадку в 05:49,Совершил посадку в 05:49,,TK 9009Turkish Airlines,ПрилетелВыдача багажа: лента А04
24,06:05,Самара,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
25,Совершил посадку в 05:49,Совершил посадку в 05:49,,"UT 438, 7R 4438ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
26,06:15,Пермь,,DP 434Победа,ПрилетелВыдача багажа: лента А05
27,Совершил посадку в 06:05,Совершил посадку в 06:05,,DP 434Победа,ПрилетелВыдача багажа: лента А05
28,06:15,Челябинск,,DP 414Победа,ПрилетелВыдача багажа: лента А04
29,Совершил посадку в 06:12,Совершил посадку в 06:12,,DP 414Победа,ПрилетелВыдача багажа: лента А04
30,07:00,Краснодар,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
31,Совершил посадку в 07:05,Совершил посадку в 07:05,,"UT 536, 7R 4536ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
32,07:10,Минеральные Воды,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
33,Совершил посадку в 07:02,Совершил посадку в 07:02,,"UT 574, 7R 4574ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
34,07:10,Тюмень,,DP 450Победа,ПрилетелВыдача багажа: лента А08
35,Совершил посадку в 07:08,Совершил посадку в 07:08,,DP 450Победа,ПрилетелВыдача багажа: лента А08
36,07:15,Уфа,,DP 436Победа,ПрилетелВыдача багажа: лента А06
37,Совершил посадку в 06:59,Совершил посадку в 06:59,,DP 436Победа,ПрилетелВыдача багажа: лента А06
38,07:20,Сочи,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
39,Совершил посадку в 06:54,Совершил посадку в 06:54,,"UT 580, 7R 4580ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А04
40,07:20,Сочи,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А04
41,Совершил посадку в 06:54,Совершил посадку в 06:54,,TK 9156Turkish Airlines,ПрилетелВыдача багажа: лента А04
42,07:20,Сургут,,DP 260Победа,ПрилетелВыдача багажа: лента А06
43,Совершил посадку в 07:12,Совершил посадку в 07:12,,DP 260Победа,ПрилетелВыдача багажа: лента А06
44,07:20,Красноярск,,DP 1418Победа,ПрилетелВыдача багажа: лента А07
45,Совершил посадку в 07:38,Совершил посадку в 07:38,,DP 1418Победа,ПрилетелВыдача багажа: лента А07
46,07:35,Санкт-Петербург,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
47,Совершил посадку в 07:32,Совершил посадку в 07:32,,"FV 6009, SU 6009Россия, Аэрофлот",ПрилетелВыдача багажа: лента А04
48,07:45,Новосибирск,,DP 444Победа,ПрилетелВыдача багажа: лента А08
49,Совершил посадку в 08:17,Совершил посадку в 08:17,,DP 444Победа,ПрилетелВыдача багажа: лента А08
50,07:55,Екатеринбург,,DP 406Победа,ПрилетелВыдача багажа: лента А05
51,Совершил посадку в 07:34,Совершил посадку в 07:34,,DP 406Победа,ПрилетелВыдача багажа: лента А05
52,08:00,Якутск,,R3 475Якутия,ПрилетелВыдача багажа: лента А06
53,Совершил посадку в 07:42,Совершил посадку в 07:42,,R3 475Якутия,ПрилетелВыдача багажа: лента А06
54,08:00,Тюмень,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А07
55,Совершил посадку в 08:09,Совершил посадку в 08:09,,TK 9000Turkish Airlines,ПрилетелВыдача багажа: лента А07
56,08:00,Тюмень,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
57,Совершил посадку в 08:09,Совершил посадку в 08:09,,"UT 454, 7R 4454ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А07
58,08:05,Красноярск,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
59,Совершил посадку в 08:37,Совершил посадку в 08:37,,"UT 572, 7R 4572ЮТэйр, РусЛайн",ПрилетелВыдача багажа: лента А05
60,08:05,Красноярск,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
61,Совершил посадку в 08:37,Совершил посадку в 08:37,,TK 9027Turkish Airlines,ПрилетелВыдача багажа: лента А05
62,08:10,Сыктывкар,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А08
63,Совершил посадку в 07:48,Совершил посадку в 07:48,,UT 380ЮТэйр,ПрилетелВыдача багажа: лента А08
