,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,22:50 15 июня,Сочи,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 2
1,Совершил посадку в 02:34 16 июня,Совершил посадку в 02:34 16 июня,,FV 5612Россия,D,ПрилетелВыдача багажа: лента 2
2,22:55 15 июня,Нижнекамск,,"FV 6252, SU 6252Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
3,Совершил посадку в 02:16 16 июня,Совершил посадку в 02:16 16 июня,,"FV 6252, SU 6252Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
4,00:05,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
5,Совершил посадку в 23:52 15 июня,Совершил посадку в 23:52 15 июня,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 3
6,00:05,Мурманск,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:56 15 июня,Совершил посадку в 23:56 15 июня,,"FV 6384, SU 6384Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 2
8,00:05,Париж,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 00:16,Совершил посадку в 00:16,,"AF 1654, DL 8644Air France, Delta Airlines",D,ПрилетелВыдача багажа: лента 9
10,00:10,Анапа,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:38 15 июня,Совершил посадку в 23:38 15 июня,,SU 1543Аэрофлот,B,ПрилетелВыдача багажа: лента 4
12,00:10,Геленджик,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 6
13,Совершил посадку в 23:45 15 июня,Совершил посадку в 23:45 15 июня,,SU 1085Аэрофлот,B,ПрилетелВыдача багажа: лента 6
14,00:15,Ростов-на-Дону,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 1
15,Совершил посадку в 23:49 15 июня,Совершил посадку в 23:49 15 июня,,SU 1677Аэрофлот,B,ПрилетелВыдача багажа: лента 1
16,00:20,Челябинск,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 2
17,Совершил посадку в 23:42 15 июня,Совершил посадку в 23:42 15 июня,,SU 1427Аэрофлот,B,ПрилетелВыдача багажа: лента 2
18,00:25,Сплит,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
19,Совершил посадку в 00:06,Совершил посадку в 00:06,,SU 2047Аэрофлот,D,ПрилетелВыдача багажа: лента 6
