,Время,Направление,Unnamed: 2,Рейс,Статус
0,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 00:49,Совершил посадку в 00:49,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,00:50,Ульяновск,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 00:13,Совершил посадку в 00:13,,WZ 1080Red Wings,ПрилетелВыдача багажа: лента 9
4,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 01:29,Совершил посадку в 01:29,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
6,02:10,Казань,,WZ 1070Red Wings,ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 01:37,Совершил посадку в 01:37,,WZ 1070Red Wings,ПрилетелВыдача багажа: лента 10
8,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 02:48,Совершил посадку в 02:48,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
10,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 7
11,Совершил посадку в 03:14,Совершил посадку в 03:14,,DP 403Победа,ПрилетелВыдача багажа: лента 7
12,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
13,Совершил посадку в 03:50,Совершил посадку в 03:50,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 9
14,04:00,Красноярск,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
15,Совершил посадку в 03:56,Совершил посадку в 03:56,,U6 247Уральские авиалинии,ПрилетелВыдача багажа: лента 8
16,04:10,Москва,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
17,Совершил посадку в 03:43,Совершил посадку в 03:43,,SU 1408Аэрофлот,ПрилетелВыдача багажа: лента 10
18,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:43,Совершил посадку в 03:43,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
20,04:15,Москва,,DP 405Победа,ПрилетелВыдача багажа: лента 7
21,Совершил посадку в 04:02,Совершил посадку в 04:02,,DP 405Победа,ПрилетелВыдача багажа: лента 7
22,04:35,Москва,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 9
23,Совершил посадку в 04:17,Совершил посадку в 04:17,,WZ 421Red Wings,ПрилетелВыдача багажа: лента 9
24,04:40,Санкт-Петербург,,DP 515Победа,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 04:12,Совершил посадку в 04:12,,DP 515Победа,ПрилетелВыдача багажа: лента 8
26,04:55,Санкт-Петербург,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
27,Совершил посадку в 07:06,Совершил посадку в 07:06,,"FV 6401, SU 6401Россия, Аэрофлот",ПрилетелВыдача багажа: лента 10
28,05:05,Сочи,,DP 339Победа,ПрилетелВыдача багажа: лента 7
29,Совершил посадку в 04:57,Совершил посадку в 04:57,,DP 339Победа,ПрилетелВыдача багажа: лента 7
30,05:20,Москва,,"S7 1171, B2 171, EY 8718, EK 7863S7 Airlines, Белавиа, Etihad Airways, Emirates",ПрилетелВыдача багажа: лента 8
