,Время,Направление,Unnamed: 2,Рейс,Терминал,Статус
0,23:55 20 мая,Симферополь,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 6
1,Совершил посадку в 00:15 21 мая,Совершил посадку в 00:15 21 мая,,SU 1659Аэрофлот,B,ПрилетелВыдача багажа: лента 6
2,00:05,Мурманск,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
3,Совершил посадку в 23:40 20 мая,Совершил посадку в 23:40 20 мая,,SU 1317Аэрофлот,B,ПрилетелВыдача багажа: лента 5
4,00:05,Мурманск,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
5,Совершил посадку в 23:40 20 мая,Совершил посадку в 23:40 20 мая,,KL 3285KLM,B,ПрилетелВыдача багажа: лента 5
6,00:15,Сочи,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
7,Совершил посадку в 23:32 20 мая,Совершил посадку в 23:32 20 мая,,SU 1131Аэрофлот,B,ПрилетелВыдача багажа: лента 2
8,00:15,Сочи,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
9,Совершил посадку в 23:32 20 мая,Совершил посадку в 23:32 20 мая,,"KL 2859, JU 7041KLM, Air Serbia",B,ПрилетелВыдача багажа: лента 2
10,00:20,Челябинск,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
11,Совершил посадку в 23:44 20 мая,Совершил посадку в 23:44 20 мая,,"FV 6262, SU 6262Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
12,00:25,Санкт-Петербург,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 3
13,Совершил посадку в 00:08,Совершил посадку в 00:08,,JU 7028Air Serbia,B,ПрилетелВыдача багажа: лента 3
14,00:25,Санкт-Петербург,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
15,Совершил посадку в 00:08,Совершил посадку в 00:08,,SU 31Аэрофлот,B,ПрилетелВыдача багажа: лента 3
16,00:25,Санкт-Петербург,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 3
17,Совершил посадку в 00:08,Совершил посадку в 00:08,,AZ 4361Alitalia,B,ПрилетелВыдача багажа: лента 3
18,00:55,Сочи,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
19,Совершил посадку в 00:35,Совершил посадку в 00:35,,"KL 3197, AZ 5552KLM, Alitalia",B,ПрилетелВыдача багажа: лента 2
20,00:55,Сочи,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
21,Совершил посадку в 00:35,Совершил посадку в 00:35,,SU 1119Аэрофлот,B,ПрилетелВыдача багажа: лента 2
22,01:30,Амстердам,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
23,Совершил посадку в 01:27,Совершил посадку в 01:27,,KL 905KLM,D,ПрилетелВыдача багажа: лента 8
24,01:30,Амстердам,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
25,Совершил посадку в 01:27,Совершил посадку в 01:27,,SU 3206Аэрофлот,D,ПрилетелВыдача багажа: лента 8
26,04:25,Монастир,,FV 5744Россия,D,ПрилетелВыдача багажа: лента 9
27,Совершил посадку в 04:12,Совершил посадку в 04:12,,FV 5744Россия,D,ПрилетелВыдача багажа: лента 9
28,04:35,Сыктывкар,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
29,Совершил посадку в 04:02,Совершил посадку в 04:02,,"FV 6408, SU 6408Россия, Аэрофлот",B,ПрилетелВыдача багажа: лента 4
30,04:55,Минеральные Воды,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
31,Совершил посадку в 04:24,Совершил посадку в 04:24,,SU 1315Аэрофлот,B,ПрилетелВыдача багажа: лента 3
32,04:55,Минеральные Воды,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
33,Совершил посадку в 04:24,Совершил посадку в 04:24,,KL 3243KLM,B,ПрилетелВыдача багажа: лента 3
34,05:05,Симферополь,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 2
35,Совершил посадку в 04:22,Совершил посадку в 04:22,,SU 1627Аэрофлот,B,ПрилетелВыдача багажа: лента 2
36,05:10,Мурманск,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
37,Совершил посадку в 05:00,Совершил посадку в 05:00,,SU 1323Аэрофлот,B,ПрилетелВыдача багажа: лента 6
38,05:10,Мурманск,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
39,Совершил посадку в 05:00,Совершил посадку в 05:00,,KL 2850KLM,B,ПрилетелВыдача багажа: лента 6
40,05:50,Екатеринбург,,SU 1409Аэрофлот,B,ПрилетелВыдача багажа: лента 2
