,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:55 29 мар,Санкт-Петербург,,"S7 1020, A3 3522, EK 7816, QR 5721S7 Airlines, Aegean Airlines, Emirates, Qatar Airways",Прилетел
1,Совершил посадку в 00:10 30 мар,Совершил посадку в 00:10 30 мар,,"S7 1020, A3 3522, EK 7816, QR 5721S7 Airlines, Aegean Airlines, Emirates, Qatar Airways",Прилетел
2,00:20,Краснодар,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
3,Совершил посадку в 00:14,Совершил посадку в 00:14,,"S7 2078, QR 5706S7 Airlines, Qatar Airways",Прилетел
4,00:25,Мюнхен,,LH 2530Lufthansa,Нет актуальной информации о статусе
5,,,,LH 2530Lufthansa,Нет актуальной информации о статусе
6,00:55,Вена,,OS 605Austrian,Нет актуальной информации о статусе
7,,,,OS 605Austrian,Нет актуальной информации о статусе
8,01:05,Санкт-Петербург,,U6 192Уральские авиалинии,Прилетел
9,Совершил посадку в 01:13,Совершил посадку в 01:13,,U6 192Уральские авиалинии,Прилетел
10,01:50,Анталья,,PC 1580Pegasus,Нет актуальной информации о статусе
11,,,,PC 1580Pegasus,Нет актуальной информации о статусе
12,02:55,Цюрих,,LX 1324Swiss,Нет актуальной информации о статусе
13,,,,LX 1324Swiss,Нет актуальной информации о статусе
14,03:40,Ереван,,U6 8704Уральские авиалинии,Прилетел
15,Совершил посадку в 03:53,Совершил посадку в 03:53,,U6 8704Уральские авиалинии,Прилетел
16,05:20,Екатеринбург,,WZ 422Red Wings,Прилетел
17,Совершил посадку в 05:20,Совершил посадку в 05:20,,WZ 422Red Wings,Прилетел
18,05:30,Уфа,,"S7 1132, LY 8914, SQ 1924, TP 8151, EK 7864, QR 5760, EY 8728S7 Airlines, El Al, Singapore Airlines, Tap, Emirates, Qatar Airways, Etihad Airways",Прилетел
19,Совершил посадку в 05:02,Совершил посадку в 05:02,,"S7 1132, LY 8914, SQ 1924, TP 8151, EK 7864, QR 5760, EY 8728S7 Airlines, El Al, Singapore Airlines, Tap, Emirates, Qatar Airways, Etihad Airways",Прилетел
20,05:40,Самара,,IO 537ИрАэро,
21,Отменен,Отменен,,IO 537ИрАэро,
22,06:00,Ош,,U6 2910Уральские авиалинии,Нет актуальной информации о статусе
23,,,,U6 2910Уральские авиалинии,Нет актуальной информации о статусе
24,06:15,Нижний Новгород,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
25,Совершил посадку в 06:05,Совершил посадку в 06:05,,"S7 1100, KC 1569S7 Airlines, Air Astana",Прилетел
26,06:20,Самара,,"S7 1080, QR 5712, KC 1438, LY 8930, EY 8652, B2 180, TP 8149S7 Airlines, Qatar Airways, Air Astana, El Al, Etihad Airways, Белавиа, Tap",Прилетел
27,Совершил посадку в 06:10,Совершил посадку в 06:10,,"S7 1080, QR 5712, KC 1438, LY 8930, EY 8652, B2 180, TP 8149S7 Airlines, Qatar Airways, Air Astana, El Al, Etihad Airways, Белавиа, Tap",Прилетел
28,06:35,Казань,,"S7 1060, EY 8657, QR 5715, TP 8139, KC 1440, LY 8968, B2 160S7 Airlines, Etihad Airways, Qatar Airways, Tap, Air Astana, El Al, Белавиа",Прилетел
29,Совершил посадку в 06:12,Совершил посадку в 06:12,,"S7 1060, EY 8657, QR 5715, TP 8139, KC 1440, LY 8968, B2 160S7 Airlines, Etihad Airways, Qatar Airways, Tap, Air Astana, El Al, Белавиа",Прилетел
30,06:35,Манама,,GF 12Gulf Air,Нет актуальной информации о статусе
31,,,,GF 12Gulf Air,Нет актуальной информации о статусе
32,06:40,Ульяновск,,"S7 1184, QR 5636, EK 7894S7 Airlines, Qatar Airways, Emirates",Прилетел
33,Совершил посадку в 06:37,Совершил посадку в 06:37,,"S7 1184, QR 5636, EK 7894S7 Airlines, Qatar Airways, Emirates",Прилетел
34,06:45,Екатеринбург,,"S7 1172, EK 7862, QR 5756, EY 8721, B2 172, TP 8145, LY 8942, SQ 1914, A3 3513S7 Airlines, Emirates, Qatar Airways, Etihad Airways, Белавиа, Tap, El Al, Singapore Airlines, Aegean Airlines",Прилетел
35,Совершил посадку в 06:32,Совершил посадку в 06:32,,"S7 1172, EK 7862, QR 5756, EY 8721, B2 172, TP 8145, LY 8942, SQ 1914, A3 3513S7 Airlines, Emirates, Qatar Airways, Etihad Airways, Белавиа, Tap, El Al, Singapore Airlines, Aegean Airlines",Прилетел
36,06:45,Новосибирск,,"S7 2502, EY 8693, LY 8978, QR 5739, TP 8157, B2 152S7 Airlines, Etihad Airways, El Al, Qatar Airways, Tap, Белавиа",Прилетел
37,Совершил посадку в 06:35,Совершил посадку в 06:35,,"S7 2502, EY 8693, LY 8978, QR 5739, TP 8157, B2 152S7 Airlines, Etihad Airways, El Al, Qatar Airways, Tap, Белавиа",Прилетел
38,06:50,Санкт-Петербург,,"S7 1026, QR 5386S7 Airlines, Qatar Airways",Прилетел
